Player,Age,Pos,Comp,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,FK,TotDist,PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,pass13,PPA,CrsPA,Prog,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past_VD,Press_Succ,P_D3,P_M3,P_A3,Sh_Blk,ShSv,Pass_Blk,Clr,Err,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Miscon,Dispos,Fls,PKwon,PKcon,Recov,AD_Won,AD_Lost,Game,overall
Thomas Partey,26.0,MF,La Liga,35,29,2549,3,0,0,0,13,0,31.0,8.0,1.0,26582.0,8532.0,620.0,688.0,557.0,637.0,199.0,319.0,17.0,179.0,21.0,1.0,178.0,45.0,34.0,28.0,3.0,26.0,39.0,138.0,179.0,219.0,47.0,9.0,0.0,47.0,54.0,2.0,87.0,452.0,1341.0,304.0,15.0,1928.0,47.0,56.0,48.0,2.0,1380.0,6285.0,3312.0,1371.0,1324.0,20.0,15.0,48,0.0,1.0,384.0,59.0,31.0,FIFA 21,84
Thomas Pledl,25.0,DF,Bundesliga,5,0,91,0,0,0,0,0,0,1.0,0.0,0.0,341.0,108.0,12.0,16.0,8.0,13.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,7.0,17.0,15.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,21.0,28.0,5.0,53.0,2.0,3.0,2.0,0.0,38.0,217.0,103.0,53.0,33.0,3.0,2.0,1,0.0,0.0,11.0,0.0,2.0,FIFA 21,70
Thorgan Hazard,26.0,FW,Bundesliga,33,28,2380,7,13,0,0,3,0,50.0,21.0,0.0,15365.0,3998.0,543.0,631.0,317.0,397.0,72.0,135.0,57.0,59.0,38.0,7.0,91.0,36.0,14.0,20.0,8.0,13.0,33.0,155.0,105.0,286.0,196.0,3.0,0.0,34.0,4.0,0.0,23.0,161.0,673.0,836.0,130.0,1450.0,56.0,97.0,61.0,3.0,1098.0,5316.0,2955.0,1502.0,1176.0,53.0,49.0,37,0.0,0.0,163.0,17.0,31.0,FIFA 21,83
Tiemoué Bakayoko,24.0,MF,Ligue 1,20,20,1719,1,2,0,0,4,1,24.0,8.0,0.0,14795.0,3853.0,389.0,431.0,334.0,373.0,93.0,126.0,8.0,75.0,12.0,0.0,80.0,49.0,20.0,42.0,8.0,21.0,27.0,123.0,105.0,235.0,74.0,6.0,0.0,19.0,20.0,1.0,31.0,229.0,791.0,284.0,39.0,1222.0,31.0,56.0,33.0,2.0,865.0,4348.0,2040.0,935.0,869.0,30.0,34.0,34,0.0,0.0,192.0,25.0,15.0,FIFA 21,79
Timm Klose,31.0,DF,Premier League,7,7,585,0,0,0,0,0,0,3.0,0.0,0.0,6617.0,1809.0,113.0,126.0,169.0,180.0,46.0,74.0,0.0,9.0,1.0,0.0,15.0,4.0,4.0,5.0,0.0,5.0,6.0,24.0,36.0,17.0,0.0,6.0,0.0,5.0,30.0,2.0,66.0,272.0,198.0,8.0,4.0,438.0,0.0,2.0,1.0,0.0,271.0,1335.0,674.0,309.0,305.0,2.0,2.0,8,0.0,0.0,78.0,16.0,15.0,FIFA 21,72
Timo Becker,22.0,DF,Bundesliga,10,4,336,0,0,0,0,0,0,5.0,1.0,0.0,2384.0,977.0,37.0,43.0,64.0,75.0,16.0,23.0,4.0,13.0,3.0,1.0,11.0,5.0,5.0,6.0,3.0,5.0,5.0,21.0,31.0,23.0,12.0,1.0,0.0,4.0,7.0,0.0,12.0,69.0,95.0,53.0,12.0,178.0,4.0,9.0,4.0,1.0,121.0,891.0,574.0,138.0,113.0,6.0,4.0,2,0.0,0.0,32.0,6.0,8.0,FIFA 21,63
Timo Werner,23.0,FW,Bundesliga,34,33,2795,28,8,3,3,4,0,117.0,59.0,0.0,11688.0,2886.0,446.0,556.0,240.0,326.0,53.0,102.0,53.0,58.0,58.0,10.0,108.0,11.0,1.0,7.0,6.0,3.0,17.0,104.0,30.0,163.0,229.0,2.0,0.0,15.0,5.0,1.0,3.0,60.0,594.0,898.0,266.0,1404.0,66.0,110.0,75.0,4.0,1097.0,5818.0,3580.0,1663.0,1159.0,79.0,50.0,18,1.0,0.0,161.0,9.0,28.0,FIFA 21,85
Timothy Castagne,23.0,DF,Serie A,27,19,1769,1,2,0,0,4,0,17.0,4.0,0.0,14491.0,5037.0,552.0,608.0,337.0,408.0,50.0,81.0,25.0,43.0,26.0,12.0,74.0,23.0,12.0,17.0,10.0,18.0,21.0,80.0,74.0,132.0,71.0,5.0,0.0,44.0,30.0,0.0,43.0,282.0,608.0,516.0,53.0,1181.0,14.0,25.0,16.0,1.0,849.0,3826.0,1960.0,994.0,881.0,19.0,9.0,18,1.0,0.0,159.0,33.0,24.0,FIFA 21,77
Timothy Fosu-Mensah,21.0,DF,Premier League,3,2,136,0,0,0,0,1,0,1.0,0.0,0.0,1076.0,303.0,28.0,31.0,26.0,31.0,6.0,7.0,2.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,9.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,20.0,49.0,20.0,3.0,77.0,1.0,1.0,1.0,0.0,50.0,215.0,120.0,67.0,57.0,2.0,1.0,5,0.0,0.0,9.0,1.0,2.0,FIFA 21,73
Timothy Weah,19.0,MF,Ligue 1,3,1,85,0,0,0,0,1,0,1.0,0.0,0.0,306.0,34.0,10.0,12.0,7.0,11.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,21.0,21.0,1.0,42.0,4.0,4.0,4.0,1.0,39.0,172.0,99.0,42.0,33.0,3.0,4.0,1,0.0,0.0,6.0,2.0,2.0,FIFA 21,68
Timothée Kolodziejczak,27.0,DF,Ligue 1,15,14,1305,0,0,0,0,6,0,3.0,1.0,0.0,10944.0,4152.0,204.0,234.0,292.0,339.0,64.0,131.0,8.0,35.0,4.0,2.0,59.0,12.0,12.0,5.0,0.0,9.0,17.0,49.0,77.0,75.0,6.0,4.0,0.0,22.0,60.0,1.0,64.0,405.0,432.0,99.0,10.0,795.0,4.0,6.0,5.0,0.0,448.0,3222.0,1895.0,549.0,525.0,8.0,1.0,17,0.0,2.0,127.0,25.0,16.0,FIFA 21,74
Tin Jedvaj,23.0,DF,Bundesliga,31,30,2638,2,0,0,0,6,0,13.0,5.0,0.0,19176.0,6383.0,235.0,282.0,435.0,518.0,174.0,279.0,6.0,48.0,5.0,1.0,63.0,29.0,28.0,18.0,1.0,23.0,34.0,86.0,182.0,106.0,14.0,19.0,1.0,48.0,181.0,1.0,206.0,785.0,636.0,120.0,17.0,1325.0,6.0,10.0,6.0,1.0,706.0,4409.0,2058.0,746.0,697.0,9.0,9.0,19,0.0,0.0,282.0,73.0,61.0,FIFA 21,75
Tobias Raschl,19.0,MF,Bundesliga,1,0,26,0,0,0,0,0,0,0.0,0.0,0.0,318.0,21.0,6.0,7.0,7.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,12.0,58.0,21.0,12.0,12.0,0.0,1.0,1,0.0,0.0,5.0,0.0,0.0,FIFA 21,63
Tobias Strobl,29.0,MF,Bundesliga,10,6,615,0,0,0,0,1,0,1.0,0.0,0.0,7051.0,2330.0,116.0,126.0,173.0,185.0,57.0,77.0,4.0,34.0,4.0,0.0,38.0,14.0,9.0,5.0,4.0,4.0,7.0,39.0,52.0,61.0,11.0,4.0,0.0,6.0,6.0,2.0,28.0,197.0,263.0,19.0,1.0,438.0,5.0,5.0,5.0,0.0,303.0,1173.0,559.0,323.0,314.0,4.0,3.0,12,0.0,0.0,71.0,9.0,8.0,FIFA 21,76
Toby Alderweireld,30.0,DF,Premier League,33,33,2957,2,2,0,0,7,0,16.0,5.0,0.0,37304.0,9766.0,334.0,358.0,869.0,938.0,354.0,573.0,11.0,130.0,16.0,1.0,87.0,24.0,24.0,17.0,3.0,14.0,22.0,83.0,169.0,79.0,10.0,34.0,1.0,35.0,229.0,3.0,355.0,1227.0,1037.0,114.0,22.0,2185.0,0.0,2.0,0.0,0.0,1362.0,6491.0,3048.0,1535.0,1500.0,3.0,2.0,18,0.0,0.0,322.0,76.0,54.0,FIFA 21,85
Todd Cantwell,21.0,FW,Premier League,37,30,2489,6,2,0,0,6,0,42.0,16.0,0.0,13333.0,3044.0,524.0,601.0,257.0,317.0,65.0,114.0,36.0,71.0,21.0,1.0,77.0,29.0,22.0,21.0,6.0,19.0,63.0,150.0,185.0,262.0,130.0,5.0,0.0,53.0,35.0,0.0,42.0,274.0,756.0,607.0,91.0,1479.0,57.0,94.0,61.0,1.0,1103.0,5770.0,3018.0,1401.0,1111.0,59.0,50.0,33,0.0,1.0,179.0,16.0,42.0,FIFA 21,74
Tom Cleverley,29.0,MF,Premier League,18,11,971,1,0,0,0,2,0,17.0,5.0,0.0,5944.0,1970.0,200.0,218.0,115.0,143.0,34.0,83.0,14.0,35.0,13.0,4.0,45.0,17.0,11.0,14.0,2.0,11.0,33.0,85.0,100.0,145.0,48.0,4.0,0.0,16.0,16.0,0.0,22.0,108.0,287.0,214.0,25.0,555.0,4.0,6.0,4.0,0.0,374.0,1295.0,567.0,449.0,374.0,8.0,6.0,16,0.0,0.0,92.0,8.0,14.0,FIFA 21,75
Tom Davies,21.0,MF,Premier League,30,23,2027,1,0,0,0,8,0,17.0,5.0,0.0,13271.0,4037.0,264.0,324.0,312.0,359.0,97.0,151.0,5.0,83.0,16.0,0.0,111.0,18.0,13.0,16.0,7.0,8.0,43.0,99.0,157.0,210.0,58.0,4.0,0.0,30.0,35.0,1.0,48.0,288.0,691.0,204.0,23.0,1097.0,21.0,34.0,24.0,0.0,688.0,3345.0,1700.0,770.0,689.0,22.0,30.0,29,0.0,0.0,252.0,34.0,31.0,FIFA 21,75
Tom Krauß,18.0,MF,Bundesliga,1,0,4,0,0,0,0,0,0,0.0,0.0,0.0,94.0,36.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,FIFA 21,60
Tom Trybull,26.0,MF,Premier League,16,14,1130,0,0,0,0,2,0,11.0,2.0,0.0,9691.0,2559.0,261.0,272.0,239.0,257.0,45.0,56.0,2.0,40.0,0.0,0.0,25.0,30.0,26.0,18.0,5.0,18.0,48.0,112.0,177.0,200.0,17.0,7.0,0.0,14.0,38.0,0.0,59.0,256.0,458.0,85.0,13.0,742.0,7.0,9.0,7.0,0.0,497.0,2179.0,812.0,513.0,475.0,11.0,10.0,26,0.0,0.0,130.0,23.0,17.0,FIFA 21,72
Toma Bašić,22.0,MF,Ligue 1,15,11,991,1,3,0,0,4,0,17.0,4.0,4.0,9458.0,2259.0,147.0,172.0,228.0,261.0,78.0,133.0,23.0,57.0,7.0,1.0,45.0,21.0,17.0,15.0,1.0,14.0,20.0,81.0,75.0,155.0,44.0,3.0,0.0,13.0,19.0,0.0,22.0,126.0,499.0,154.0,4.0,676.0,18.0,23.0,19.0,1.0,498.0,2736.0,1523.0,537.0,485.0,19.0,19.0,12,0.0,0.0,102.0,15.0,9.0,FIFA 21,73
Tommaso Augello,24.0,DF,Serie A,17,12,1135,0,2,0,0,2,0,0.0,0.0,0.0,10865.0,4894.0,318.0,357.0,245.0,305.0,60.0,126.0,21.0,49.0,27.0,15.0,78.0,13.0,7.0,4.0,4.0,5.0,3.0,17.0,48.0,31.0,18.0,2.0,0.0,17.0,19.0,1.0,38.0,271.0,436.0,292.0,3.0,790.0,21.0,30.0,21.0,0.0,603.0,3640.0,2247.0,635.0,597.0,8.0,16.0,7,0.0,0.0,119.0,15.0,5.0,FIFA 21,70
Tomás Pina Isla,31.0,MF,La Liga,20,17,1344,1,0,0,0,6,1,2.0,1.0,0.0,7166.0,1941.0,187.0,220.0,182.0,215.0,37.0,59.0,4.0,37.0,3.0,0.0,42.0,21.0,13.0,18.0,3.0,9.0,11.0,63.0,93.0,117.0,21.0,5.0,0.0,13.0,51.0,0.0,42.0,179.0,437.0,77.0,4.0,662.0,9.0,10.0,10.0,0.0,376.0,1500.0,529.0,401.0,361.0,4.0,9.0,44,1.0,0.0,174.0,45.0,21.0,FIFA 21,76
Tomás Rincón,31.0,MF,Serie A,32,31,2702,1,3,0,0,10,0,18.0,7.0,0.0,21416.0,5768.0,442.0,494.0,428.0,502.0,185.0,271.0,25.0,99.0,24.0,6.0,94.0,35.0,27.0,25.0,8.0,27.0,50.0,127.0,176.0,233.0,71.0,4.0,0.0,32.0,81.0,0.0,87.0,415.0,963.0,351.0,25.0,1537.0,37.0,47.0,40.0,0.0,1054.0,5635.0,3068.0,1073.0,1001.0,23.0,34.0,69,0.0,0.0,309.0,67.0,33.0,FIFA 21,75
Tomáš Souček,24.0,MF,Premier League,13,12,1040,3,0,0,0,0,0,19.0,7.0,0.0,4852.0,1163.0,122.0,167.0,112.0,154.0,30.0,49.0,2.0,25.0,4.0,0.0,23.0,25.0,15.0,17.0,3.0,5.0,14.0,77.0,96.0,102.0,42.0,3.0,0.0,13.0,38.0,0.0,50.0,155.0,271.0,118.0,34.0,525.0,1.0,6.0,2.0,1.0,238.0,787.0,300.0,377.0,291.0,8.0,2.0,11,0.0,0.0,117.0,62.0,38.0,FIFA 21,81
Toni Kroos,29.0,MF,La Liga,35,31,2652,4,5,0,0,2,0,57.0,18.0,2.0,44640.0,11749.0,996.0,1040.0,774.0,830.0,423.0,586.0,63.0,254.0,37.0,7.0,185.0,41.0,18.0,29.0,10.0,18.0,53.0,153.0,113.0,376.0,105.0,2.0,0.0,34.0,13.0,0.0,33.0,416.0,1698.0,785.0,44.0,2477.0,22.0,27.0,23.0,0.0,1892.0,8722.0,4553.0,2259.0,2132.0,15.0,14.0,28,0.0,0.0,208.0,11.0,10.0,FIFA 21,88
Toni Leistner,28.0,DF,Bundesliga,13,11,1012,0,0,0,0,3,0,2.0,0.0,0.0,13345.0,4806.0,87.0,102.0,288.0,315.0,148.0,197.0,3.0,43.0,5.0,1.0,31.0,15.0,10.0,9.0,0.0,6.0,4.0,40.0,55.0,38.0,2.0,8.0,0.0,14.0,89.0,0.0,106.0,467.0,334.0,21.0,7.0,746.0,5.0,5.0,5.0,0.0,431.0,2675.0,1391.0,462.0,450.0,5.0,1.0,16,0.0,0.0,145.0,52.0,15.0,FIFA 21,73
Tony Jantschke,29.0,DF,Bundesliga,17,11,1012,0,0,0,0,6,0,4.0,0.0,0.0,11907.0,4543.0,140.0,157.0,288.0,323.0,106.0,148.0,8.0,41.0,7.0,2.0,55.0,16.0,26.0,12.0,1.0,16.0,13.0,46.0,75.0,49.0,5.0,15.0,0.0,16.0,63.0,0.0,83.0,432.0,366.0,51.0,9.0,767.0,1.0,1.0,1.0,0.0,488.0,2546.0,1114.0,515.0,506.0,3.0,2.0,17,0.0,0.0,101.0,25.0,27.0,FIFA 21,75
Torben Müsel,20.0,FW,Bundesliga,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,FIFA 21,62
Trent Alexander-Arnold,20.0,DF,Premier League,38,35,3175,4,13,0,0,5,0,44.0,13.0,12.0,49838.0,19993.0,761.0,850.0,1014.0,1275.0,446.0,902.0,85.0,200.0,90.0,30.0,274.0,25.0,38.0,14.0,6.0,34.0,51.0,131.0,193.0,123.0,93.0,9.0,0.0,44.0,98.0,2.0,106.0,850.0,1641.0,1244.0,63.0,2865.0,26.0,56.0,30.0,4.0,2108.0,8488.0,5128.0,2363.0,2230.0,36.0,22.0,22,0.0,0.0,352.0,14.0,32.0,FIFA 21,87
Tristan Dingomé,28.0,MF,Ligue 1,15,12,892,0,1,0,0,1,0,9.0,1.0,0.0,4847.0,1060.0,130.0,156.0,96.0,126.0,33.0,54.0,12.0,25.0,14.0,0.0,39.0,7.0,2.0,6.0,3.0,2.0,17.0,57.0,28.0,124.0,60.0,0.0,0.0,11.0,2.0,0.0,4.0,52.0,228.0,180.0,18.0,438.0,5.0,9.0,5.0,0.0,312.0,875.0,320.0,419.0,339.0,18.0,13.0,20,0.0,0.0,64.0,1.0,9.0,FIFA 21,73
Troy Deeney,31.0,FW,Premier League,27,26,2225,10,2,5,6,3,0,38.0,16.0,0.0,6226.0,2060.0,231.0,349.0,134.0,247.0,26.0,62.0,27.0,50.0,25.0,1.0,70.0,17.0,2.0,14.0,8.0,9.0,21.0,107.0,53.0,228.0,177.0,2.0,0.0,18.0,22.0,0.0,26.0,75.0,449.0,454.0,111.0,924.0,11.0,22.0,11.0,0.0,429.0,1321.0,580.0,1367.0,707.0,64.0,26.0,37,1.0,0.0,119.0,174.0,290.0,FIFA 21,76
Troy Parrott,17.0,MF,Premier League,2,0,7,0,0,0,0,0,0,0.0,0.0,0.0,92.0,25.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,16.0,1.0,8.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,FIFA 21,65
Tyler Adams,20.0,DF,Bundesliga,14,10,953,0,0,0,0,0,0,7.0,1.0,0.0,9793.0,2653.0,292.0,325.0,242.0,276.0,49.0,69.0,6.0,30.0,8.0,2.0,38.0,12.0,13.0,8.0,2.0,9.0,21.0,60.0,79.0,88.0,27.0,1.0,0.0,21.0,16.0,0.0,20.0,206.0,453.0,196.0,13.0,737.0,6.0,11.0,6.0,0.0,501.0,2365.0,1076.0,602.0,554.0,9.0,13.0,9,0.0,0.0,106.0,10.0,16.0,FIFA 21,76
Tyrone Mings,26.0,DF,Premier League,33,33,2902,2,2,0,0,7,0,9.0,4.0,0.0,26161.0,8291.0,221.0,247.0,546.0,590.0,281.0,467.0,7.0,65.0,4.0,1.0,50.0,17.0,18.0,6.0,1.0,10.0,8.0,66.0,106.0,43.0,11.0,55.0,2.0,17.0,223.0,7.0,386.0,1119.0,629.0,54.0,24.0,1645.0,11.0,14.0,13.0,0.0,956.0,6660.0,2708.0,997.0,973.0,7.0,8.0,20,0.0,1.0,330.0,66.0,40.0,FIFA 21,75
Téji Savanier,27.0,MF,Ligue 1,19,18,1524,6,2,2,2,5,0,29.0,7.0,7.0,15466.0,4705.0,229.0,272.0,271.0,327.0,169.0,283.0,29.0,91.0,10.0,0.0,101.0,37.0,22.0,30.0,7.0,30.0,51.0,107.0,114.0,203.0,44.0,0.0,0.0,16.0,23.0,0.0,29.0,225.0,719.0,305.0,9.0,1069.0,28.0,52.0,31.0,1.0,800.0,4158.0,2247.0,751.0,697.0,23.0,23.0,39,0.0,0.0,226.0,24.0,17.0,FIFA 21,78
Unai Vencedor Paris,18.0,MF,La Liga,1,1,73,0,0,0,0,1,0,1.0,0.0,1.0,688.0,190.0,9.0,10.0,17.0,20.0,5.0,11.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,11.0,0.0,34.0,1.0,1.0,1.0,0.0,25.0,162.0,93.0,23.0,22.0,0.0,0.0,0,0.0,0.0,11.0,0.0,2.0,FIFA 21,65
Uwe Hünemeier,33.0,DF,Bundesliga,16,13,1209,1,0,1,1,7,1,10.0,1.0,2.0,16781.0,5885.0,146.0,167.0,377.0,410.0,170.0,217.0,7.0,59.0,1.0,0.0,63.0,20.0,15.0,7.0,2.0,13.0,15.0,53.0,90.0,39.0,0.0,14.0,1.0,20.0,91.0,0.0,143.0,611.0,394.0,40.0,13.0,934.0,2.0,2.0,2.0,0.0,591.0,3726.0,2288.0,642.0,625.0,2.0,1.0,17,0.0,1.0,144.0,38.0,28.0,FIFA 21,68
Valentin Eysseric,27.0,MF,Serie A,9,3,395,0,0,0,0,3,0,7.0,2.0,1.0,2337.0,571.0,66.0,76.0,45.0,57.0,17.0,26.0,12.0,10.0,9.0,2.0,14.0,1.0,2.0,1.0,1.0,0.0,3.0,16.0,12.0,43.0,25.0,0.0,0.0,3.0,4.0,0.0,1.0,14.0,90.0,120.0,15.0,186.0,3.0,6.0,3.0,0.0,136.0,715.0,411.0,195.0,149.0,6.0,8.0,14,0.0,0.0,22.0,9.0,12.0,FIFA 21,73
Valentin Rongier,24.0,MF,Ligue 1,26,23,2060,0,3,0,1,3,0,40.0,9.0,0.0,22338.0,4494.0,564.0,627.0,513.0,571.0,140.0,184.0,32.0,132.0,10.0,1.0,103.0,54.0,30.0,43.0,7.0,24.0,51.0,181.0,138.0,388.0,169.0,5.0,0.0,38.0,18.0,0.0,30.0,303.0,1055.0,450.0,42.0,1662.0,29.0,37.0,30.0,0.0,1156.0,6029.0,2908.0,1339.0,1219.0,22.0,29.0,39,0.0,0.0,261.0,25.0,23.0,FIFA 21,80
Valentino Lazaro,23.0,DF,Premier League,19,7,803,1,1,0,0,2,1,7.0,1.0,0.0,5391.0,2043.0,155.0,167.0,114.0,143.0,35.0,66.0,15.0,14.0,13.0,6.0,17.0,8.0,13.0,5.0,3.0,12.0,11.0,40.0,71.0,65.0,36.0,0.0,0.0,11.0,10.0,1.0,23.0,146.0,181.0,184.0,17.0,417.0,18.0,34.0,21.0,0.0,323.0,1428.0,824.0,365.0,299.0,12.0,10.0,10,0.0,0.0,68.0,6.0,12.0,FIFA 21,79
Valerio Verre,25.0,FW,Serie A,32,22,1774,3,2,2,2,4,0,41.0,11.0,0.0,8302.0,1984.0,288.0,332.0,164.0,228.0,49.0,93.0,30.0,46.0,27.0,4.0,62.0,17.0,4.0,11.0,9.0,8.0,18.0,113.0,63.0,154.0,130.0,1.0,0.0,11.0,14.0,0.0,13.0,112.0,498.0,424.0,68.0,907.0,22.0,45.0,25.0,1.0,708.0,3583.0,2090.0,1011.0,711.0,43.0,30.0,30,0.0,0.0,114.0,19.0,72.0,FIFA 21,74
Valon Behrami,34.0,MF,Serie A,17,13,1107,0,0,0,0,4,1,5.0,1.0,0.0,6278.0,1579.0,163.0,180.0,156.0,184.0,33.0,46.0,0.0,30.0,7.0,1.0,30.0,26.0,12.0,18.0,6.0,8.0,27.0,100.0,122.0,188.0,47.0,10.0,0.0,25.0,17.0,0.0,29.0,135.0,387.0,79.0,2.0,557.0,7.0,7.0,7.0,2.0,338.0,1610.0,670.0,367.0,345.0,8.0,13.0,36,0.0,0.0,116.0,13.0,15.0,FIFA 21,75
Valter Birsa,32.0,MF,Serie A,13,4,430,0,0,0,0,1,0,3.0,0.0,0.0,5730.0,1522.0,87.0,97.0,135.0,156.0,45.0,66.0,9.0,30.0,8.0,1.0,33.0,8.0,2.0,6.0,1.0,6.0,15.0,20.0,17.0,46.0,10.0,1.0,0.0,8.0,7.0,0.0,9.0,69.0,223.0,97.0,3.0,327.0,1.0,2.0,1.0,0.0,237.0,1646.0,926.0,270.0,249.0,4.0,1.0,6,0.0,0.0,49.0,2.0,2.0,FIFA 21,73
Valère Germain,29.0,FW,Ligue 1,25,14,1350,2,4,0,0,1,0,21.0,4.0,0.0,4972.0,1029.0,189.0,233.0,102.0,130.0,21.0,38.0,11.0,18.0,10.0,6.0,23.0,19.0,6.0,10.0,7.0,7.0,19.0,65.0,41.0,132.0,108.0,4.0,0.0,27.0,21.0,0.0,27.0,81.0,281.0,268.0,49.0,589.0,4.0,12.0,5.0,1.0,355.0,1283.0,481.0,624.0,415.0,20.0,22.0,14,1.0,0.0,78.0,30.0,54.0,FIFA 21,74
Vasco Regini,28.0,DF,Serie A,5,2,225,0,0,0,0,0,0,0.0,0.0,0.0,1532.0,471.0,27.0,30.0,37.0,40.0,10.0,16.0,1.0,7.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,2.0,8.0,19.0,10.0,0.0,2.0,0.0,4.0,10.0,0.0,14.0,59.0,51.0,5.0,1.0,103.0,0.0,0.0,0.0,0.0,55.0,414.0,267.0,59.0,56.0,1.0,0.0,2,0.0,0.0,23.0,5.0,2.0,FIFA 21,68
Victor Lindelöf,25.0,DF,Premier League,35,35,3092,1,0,0,0,6,0,6.0,1.0,0.0,35555.0,11016.0,564.0,610.0,958.0,1026.0,227.0,340.0,4.0,82.0,1.0,0.0,93.0,16.0,21.0,8.0,1.0,12.0,5.0,64.0,117.0,98.0,6.0,21.0,0.0,29.0,170.0,0.0,345.0,1251.0,1129.0,69.0,11.0,2252.0,3.0,8.0,4.0,0.0,1466.0,8671.0,4811.0,1571.0,1556.0,7.0,4.0,22,0.0,0.0,406.0,95.0,49.0,FIFA 21,80
Victor Moses,28.0,DF,Serie A,12,4,420,0,3,0,0,1,0,5.0,0.0,0.0,4040.0,1646.0,97.0,110.0,98.0,117.0,23.0,45.0,9.0,13.0,9.0,3.0,32.0,3.0,2.0,3.0,1.0,3.0,4.0,18.0,18.0,13.0,14.0,0.0,0.0,4.0,3.0,0.0,11.0,62.0,139.0,147.0,24.0,286.0,12.0,18.0,12.0,0.0,237.0,1332.0,923.0,242.0,230.0,6.0,6.0,6,2.0,0.0,40.0,3.0,3.0,FIFA 21,78
Victor Osimhen,20.0,FW,Ligue 1,27,25,2287,13,4,2,3,4,0,82.0,32.0,0.0,3241.0,644.0,153.0,220.0,57.0,93.0,12.0,25.0,20.0,11.0,5.0,3.0,12.0,5.0,0.0,3.0,5.0,1.0,7.0,136.0,11.0,176.0,252.0,1.0,0.0,16.0,32.0,0.0,33.0,47.0,248.0,445.0,158.0,676.0,15.0,36.0,17.0,1.0,399.0,1806.0,927.0,1133.0,479.0,81.0,48.0,57,3.0,0.0,113.0,94.0,154.0,FIFA 21,79
Victor Wanyama,28.0,MF,Premier League,2,0,25,0,0,0,0,1,0,0.0,0.0,0.0,382.0,127.0,6.0,7.0,6.0,6.0,4.0,4.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,19.0,1.0,0.0,19.0,1.0,1.0,1.0,0.0,12.0,108.0,74.0,12.0,12.0,0.0,0.0,1,0.0,0.0,4.0,1.0,0.0,FIFA 21,76
