Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,AD_Won%
591,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,35,1984,27,4,1,1,0,6,0,1,0,0,0,0,0,181,0,0,
592,Jaume Cuéllar\Jaume-Cuellar,bo BOL,FWMF,SPAL,it Serie A,17,2001,0.8,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,0
593,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,Bayern Munich,de Bundesliga,19,1999,3.4,1,0,0,11,3,0,3,1,3,1,0,0,16,0,4,0
594,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,20,1999,8.3,3,0,0,25,29,2,5,6,9,1,0,0,60,6,16,27.3
595,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,20,1999,3.1,0,0,0,9,6,3,4,3,4,0,0,0,26,6,9,40
596,Felipe Curcio\Felipe-Curcio,br BRA,DF,Brescia,it Serie A,26,1993,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,100
597,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,0,0,0,5,9,4,6,0,4,0,0,0,25,5,21,19.2
598,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,1,0,0,8,10,11,8,3,6,1,0,0,37,10,36,21.7
599,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,3,1,1,13,32,1,24,16,16,0,1,0,155,11,9,55
600,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,4,1,1,25,23,1,4,14,37,0,2,1,274,67,44,60.4
601,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
602,Marco D'Alessandro\Marco-DAlessandro,it ITA,MFDF,SPAL,it Serie A,28,1991,8.7,0,1,0,3,9,1,23,5,9,0,0,0,33,0,8,0
603,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,6,0,0,35,19,4,16,14,20,0,0,0,119,20,17,54.1
604,Felice D'Amico\Felice-DAmico,it ITA,MF,Sampdoria,it Serie A,18,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
605,Lucas Da Cunha\Lucas-Da-Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,0,0,0,0,0,0,1,0,1,0,0,0,6,1,5,16.7
606,Jacopo Da Riva\Jacopo-Da-Riva,it ITA,FW,Atalanta,it Serie A,18,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
607,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,3,0,0,25,12,2,2,20,17,0,1,1,235,91,31,74.6
608,Bryan Dabo\Bryan-Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,4,0,0,17,22,1,3,8,14,0,0,0,81,13,8,61.9
609,Moanes Dabour\Moanes-Dabour,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,50
610,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,4,0,0,23,22,4,10,5,7,1,0,0,56,10,23,30.3
611,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,1,0,0,13,3,2,22,7,4,0,0,0,51,1,5,16.7
612,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,1,0,0,12,6,0,4,5,7,0,0,0,58,3,5,37.5
613,Leon Dajaku\Leon-Dajaku,de GER,DF,Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
614,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,5,0,0,20,9,1,4,7,8,0,1,0,81,16,9,64
615,Christian Dalle Mura\Christian-Dalle-Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
616,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,0.7,0,0,0,1,0,0,2,0,2,0,0,0,8,4,0,100
617,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,0,0,0,0,0,0,3,4,0,0,0,0,9,2,1,66.7
618,Danilo\Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16,4,1,1,20,14,2,20,15,17,0,1,0,142,17,13,56.7
619,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,0,0,0,5,0,0,2,11,5,0,0,0,154,36,32,52.9
620,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,2,1,1,4,2,0,6,2,4,0,0,0,28,11,10,52.4
621,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21,7,0,0,17,6,1,1,18,19,0,1,1,181,53,21,71.6
622,Andrea Danzi\Andrea-Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
623,Sergi Darder\Sergi-Darder,es ESP,MFFW,Espanyol,es La Liga,25,1993,29.5,4,0,0,34,26,2,19,20,25,0,0,0,205,28,21,57.1
624,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,8,1,1,38,24,3,44,24,39,0,0,0,232,21,43,32.8
625,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,6,0,0,38,45,3,45,16,39,0,1,0,254,33,33,50
626,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,4,1,1,25,34,7,68,24,49,0,0,0,366,27,24,52.9
627,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,26,1993,15.9,6,0,0,27,8,1,29,12,13,0,0,0,163,42,22,65.6
628,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,8,0,0,29,40,1,4,28,18,0,0,0,252,34,31,52.3
629,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,0,0,0,12,11,3,2,0,2,0,0,0,28,24,39,38.1
630,Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,4,2,1,19,8,1,2,12,8,0,1,0,66,26,13,66.7
631,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,6,0,0,31,12,0,3,21,19,0,1,0,254,108,35,75.5
632,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31,3,0,0,26,28,3,143,11,28,0,0,0,232,18,22,45
633,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,1,0,0,10,8,3,6,20,15,0,0,0,155,41,31,56.9
634,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,5,1,0,33,76,2,127,23,37,0,0,0,265,2,11,15.4
635,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,1,0,0,0,3,0,9,7,5,0,0,0,44,7,8,46.7
636,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,2,0,0,34,15,7,67,11,9,0,1,0,120,59,40,59.6
637,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,2,0,0,25,22,2,7,10,34,0,0,0,216,59,31,65.6
638,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,2,0,0,32,23,2,39,33,26,0,2,0,200,93,36,72.1
639,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,3,0,0,37,37,12,14,6,17,1,0,0,119,174,290,37.5
640,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,28,1991,10.9,1,0,0,16,12,4,2,3,9,0,0,0,57,6,22,21.4
641,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
642,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8,3,0,0,7,8,0,5,6,12,0,0,0,72,2,6,25
643,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,23,1996,13.8,2,0,0,21,22,4,26,7,19,0,0,0,89,20,30,40
644,Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,4,0,0,21,11,0,49,12,14,0,0,0,105,3,16,15.8
645,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,4,0,0,20,12,1,1,23,16,0,0,1,105,22,14,61.1
646,Paul Delecroix\Paul-Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,1.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
647,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,2,1,1,16,9,0,26,11,16,0,0,0,84,24,11,68.6
648,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,5,0,0,69,39,21,84,7,20,0,0,0,118,64,77,45.4
649,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,5,1,1,18,7,0,4,13,11,0,0,0,175,12,10,54.5
650,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,3,0,0,43,24,11,9,4,9,3,0,0,78,58,79,42.3
651,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,Barcelona,es La Liga,22,1997,4,1,1,0,1,5,4,15,0,0,0,0,0,21,1,2,33.3
652,Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,1,0,0,5,1,1,0,1,7,0,1,0,39,22,6,78.6
653,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,4,1,1,24,18,1,26,19,22,0,0,0,172,22,15,59.5
654,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,3,0,0,19,13,0,6,12,28,0,0,0,139,10,17,37
655,Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,27,1991,10,6,0,0,25,11,0,4,4,13,0,0,0,85,5,9,35.7
656,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,0,0,0,9,1,0,2,11,16,0,0,0,182,46,32,59
657,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,24,1995,31.1,5,0,0,30,9,0,7,23,40,0,1,1,302,90,70,56.3
658,Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,1,0,0,23,12,2,5,0,9,0,0,0,31,12,35,25.5
659,Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,7,1,1,29,29,1,3,20,35,0,1,1,235,53,23,69.7
660,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Sampdoria,it Serie A,22,1997,20.6,7,0,0,59,30,3,61,14,26,1,1,0,155,25,45,35.7
661,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,25,1994,11.3,0,0,0,8,18,3,15,4,9,1,0,0,53,2,11,15.4
662,Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,2,0,0,18,4,0,0,7,6,0,1,0,77,29,11,72.5
663,Daniele Dessena\Daniele-Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,7,1,1,26,20,0,11,6,15,2,1,0,166,22,28,44
664,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,2,0,0,6,2,1,0,2,3,0,0,0,5,2,13,13.3
665,Mattia Destro\Mattia-Destro,it ITA,FWMF,Genoa,it Serie A,28,1991,1.7,0,0,0,3,2,1,0,2,0,0,0,0,5,4,10,28.6
666,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,3,0,0,27,22,18,59,26,21,1,0,0,164,3,15,16.7
667,Deyverson\Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,2,0,0,7,0,1,1,1,0,0,0,0,14,15,10,60
668,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,14.4,3,0,0,33,26,17,9,0,2,2,0,0,49,29,45,39.2
669,Federico Di Francesco\Federico-Di-Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12,4,0,0,19,30,4,22,4,6,1,0,0,71,7,16,30.4
670,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33,5,0,0,32,52,3,53,13,43,0,0,0,234,65,52,55.6
671,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,31,1988,22.2,2,0,0,12,22,6,92,10,13,0,0,0,142,1,4,20
672,Boulaye Dia\Boulaye-Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,20.1,0,0,0,24,25,14,9,9,13,1,0,0,84,27,80,25.2
673,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FWMF,Amiens,fr Ligue 1,23,1995,13.2,3,0,0,12,9,2,28,8,10,0,0,0,115,9,14,39.1
674,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,20,1999,19.7,3,0,0,13,20,9,85,8,4,0,0,0,118,3,14,17.6
675,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,16,5,0,0,17,14,2,1,4,10,0,1,0,136,35,20,63.6
676,Bafodé Diakité\Bafode-Diakite,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,1,1,0,5,4,0,5,15,14,0,0,0,131,25,17,59.5
677,Abdou Diallo\Abdou-Diallo,fr FRA,DF,Paris S-G,fr Ligue 1,23,1996,13.3,4,0,0,24,7,0,6,8,10,0,0,0,123,17,11,60.7
678,Amad Diallo\Amad-Diallo,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,
679,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,2,1,0,36,22,17,12,4,2,0,0,0,102,99,161,38.1
680,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,2,0,0,18,22,0,3,15,38,0,0,0,199,17,13,56.7
681,Moussa Diarra\Moussa-Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1,0,0,0,0,1,0,0,3,1,0,0,0,10,3,3,50
682,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MFFW,Rennes,fr Ligue 1,22,1996,18.8,4,0,0,19,32,4,45,13,20,0,0,0,138,15,18,45.5
683,Lucas Dias\Lucas-Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,
684,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,4,0,0,28,18,0,2,18,32,0,0,0,155,9,9,50
685,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Real Madrid,es La Liga,19,1999,0.7,1,0,0,1,6,0,1,2,1,0,0,0,6,0,1,0
686,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,es La Liga,31,1988,32,4,0,0,20,12,1,68,27,45,0,0,0,304,54,45,54.5
687,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,5,1,0,21,12,0,7,34,19,0,0,1,179,24,36,40
688,Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,eng Premier League,25,1994,14.9,5,0,0,19,4,1,1,6,14,0,1,0,170,79,36,68.7
689,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,6,0,0,45,28,3,153,24,39,0,1,1,363,112,53,67.9
690,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38,1,0,0,16,25,1,0,24,20,0,0,0,505,183,43,81
691,Mitchell Dijks\Mitchell-Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,4,0,0,21,13,3,23,5,10,0,1,0,101,9,11,45
692,Javairô Dilrosun\Javairo-Dilrosun,nl NED,MFFW,Hertha BSC,de Bundesliga,21,1998,14.5,2,0,0,6,19,3,34,19,6,0,0,0,109,4,15,21.1
693,Federico Dimarco\Federico-Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,1,0,0,9,7,2,26,2,6,0,0,1,64,3,4,42.9
694,Federico Dimarco\Federico-Dimarco,it ITA,DFMF,Inter,it Serie A,21,1997,0.3,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,0
695,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,1,0,0,20,10,0,8,4,7,0,0,0,64,1,9,10
696,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,1,0,0,11,8,4,11,0,8,0,0,0,20,8,33,19.5
697,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,8,0,0,31,11,1,1,32,16,0,3,0,306,84,39,68.3
698,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25,7,0,0,53,34,1,5,20,27,0,0,0,319,61,35,63.5
699,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,1,0,0,3,0,0,0,1,1,0,0,0,21,1,1,50
700,Axel Disasi\Axel-Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,3,0,0,37,24,0,1,11,23,0,2,0,268,73,45,61.9
701,Tiago Djaló\Tiago-Djalo,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,1,0,0,9,5,0,1,5,8,0,1,0,69,10,8,55.6
702,Djené\Djene,tg TOG,DF,Getafe,es La Liga,27,1991,34,5,0,0,42,25,1,6,32,28,0,2,1,458,96,59,61.9
703,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,eng Premier League,21,1998,10.3,4,1,0,23,30,3,16,7,18,0,0,0,55,5,14,26.3
704,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,0,0,0,12,2,0,0,9,13,0,1,1,94,11,12,47.8
705,Alexander Djiku\Alexander-Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,24,1994,22.9,6,0,0,37,23,0,4,38,40,0,1,0,245,67,18,78.8
706,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,5,0,0,32,37,0,2,31,25,0,1,0,366,116,42,73.4
707,Naïs Djouahra\Nais-Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,0,0,0,1,0,0,3,0,0,0,0,0,2,2,0,100
708,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,27,1992,35,3,0,0,1,1,0,0,0,0,0,0,0,205,0,0,
709,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,31.5,1,0,0,28,19,3,38,19,33,1,1,0,255,107,92,53.8
710,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21,2,0,0,26,36,7,3,9,8,0,0,0,38,17,20,45.9
711,Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,1,0,0,6,0,0,1,2,1,0,0,0,18,2,1,66.7
712,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,1,0,0,0,0,0,0,0,0,0,0,0,68,0,0,
713,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,1,0,0,16,6,0,5,8,16,0,0,0,105,4,7,36.4
714,Giulio Donati\Giulio-Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,4,0,0,17,29,0,52,16,25,0,0,1,137,15,10,60
715,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,1.1,1,0,0,3,2,1,1,0,0,0,0,0,1,3,4,42.9
716,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Reims,fr Ligue 1,22,1996,6.8,1,0,0,17,8,5,17,0,3,0,0,0,31,7,21,25
717,Alfredo Donnarumma\Alfredo-Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,1,0,0,18,33,11,9,6,7,0,0,0,81,12,39,23.5
718,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,3,0,0,1,4,0,0,0,0,0,0,0,152,0,0,
719,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,3,0,0,18,26,0,4,12,31,0,0,1,254,88,36,71
720,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,MFFW,Toulouse,fr Ligue 1,31,1988,19.5,0,0,0,23,22,5,96,8,22,0,0,0,128,7,23,23.3
721,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,2,0,0,16,13,9,1,4,4,0,0,0,69,125,52,70.6
722,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,26,1993,35.1,9,0,0,51,15,6,27,22,49,0,1,1,440,53,53,50
723,Mamadou Doucouré\Mamadou-Doucoure,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
724,Moussa Doumbia\Moussa-Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,24,1994,19.1,8,1,1,22,55,1,36,20,14,1,0,0,158,5,20,20
725,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,0,0,0,1,0,0,1,0,0,0,0,0,9,0,1,0
726,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,1,0,0,5,2,0,12,4,4,0,0,0,43,4,6,40
727,Thomas Doyle\Thomas-Doyle,eng ENG,MFFW,Manchester City,eng Premier League,17,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
728,Mohamed Dräger\Mohamed-Drager,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,2,0,0,16,23,0,23,15,26,0,0,0,146,8,13,38.1
729,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,7,1,1,17,6,0,0,7,15,0,1,0,121,22,13,62.9
730,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,1,0,0,1,6,0,0,0,0,0,1,0,175,0,0,
731,Julian Draxler\Julian-Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,5,0,0,17,4,0,5,8,8,0,0,0,59,3,1,75
732,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,29,1990,17.6,5,0,0,26,39,8,38,22,19,0,1,0,163,18,32,36
733,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,1,0,0,7,1,0,1,7,5,0,0,0,46,2,2,50
734,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,0,0,0,1,0,0,0,2,2,0,0,0,8,0,1,0
735,Josip Drmić\Josip-Drmic,ch SUI,FWMF,Norwich City,eng Premier League,26,1992,7.2,0,1,0,6,4,7,3,3,3,0,0,0,49,12,40,23.1
736,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,7,0,0,39,22,4,5,15,21,0,4,0,297,87,47,64.9
737,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,2,0,0,3,2,0,0,2,1,0,0,0,32,11,8,57.9
738,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0,0,0,10,3,0,0,3,7,0,1,0,38,13,14,48.1
739,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,11,0,0,45,39,0,44,19,38,1,5,0,289,58,49,54.2
740,Edgaras Dubickas\Edgaras-Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
741,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15,3,0,0,17,11,1,45,13,21,0,0,0,124,19,8,70.4
742,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,0,0,0,0,4,0,0,0,0,0,0,0,170,0,0,
743,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8,0,0,0,9,13,2,8,5,15,0,0,0,66,8,20,28.6
744,Ondrej Duda\Ondrej-Duda,sk SVK,MFFW,Hertha BSC,de Bundesliga,24,1994,5,2,0,0,12,11,0,6,3,3,0,0,0,43,7,11,38.9
745,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,2,0,0,14,10,0,1,13,9,0,0,0,136,63,17,78.8
746,Haris Duljević\Haris-Duljevic,ba BIH,FWMF,Nîmes,fr Ligue 1,25,1993,5.8,0,0,0,4,8,1,13,2,9,0,0,0,32,3,9,25
747,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,2,0,0,4,6,0,14,15,6,0,0,1,121,35,23,60.3
748,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,2,0,0,9,10,0,10,5,7,0,0,0,65,4,6,40
749,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,3,0,0,17,13,0,5,6,11,0,2,0,67,5,8,38.5
750,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,9,0,0,19,19,1,2,36,28,0,0,0,410,84,44,65.6
751,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,0,0,0,4,4,0,14,3,8,0,0,0,59,5,10,33.3
752,Riza Durmisi\Riza-Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,0,0,0,1,0,0,2,1,1,0,0,0,8,0,3,0
