Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_S,Att_S,Cmp%_S,Cmp_M,Att_M,Cmp%_M,Cmp_L,Att_L,Cmp%_L,Ast,KP,pass13,PPA,CrsPA,Prog
722,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,21,1995,23.8,660,963,68.5,11820,5822,7,24,29.2,546,674,81,107,265,40.4,2,18,41,21,8,144
723,Leo Dubois\Leo-Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,1336,1938,68.9,25472,13801,20,76,26.3,1009,1201,84,307,661,46.4,3,68,128,42,21,298
724,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,152,284,53.5,5017,3345,0,0,,76,76,100,76,208,36.5,0,0,4,0,0,0
725,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,248,308,80.5,3716,776,9,15,60,207,243,85.2,32,50,64,0,2,21,3,0,19
726,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,1061,1401,75.7,26206,7777,6,33,18.2,615,730,84.2,440,638,69,1,6,39,2,2,39
727,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,509,746,68.2,9705,5033,4,30,13.3,404,488,82.8,101,228,44.3,0,6,52,9,3,90
728,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,560,787,71.2,11033,4263,5,30,16.7,429,534,80.3,126,223,56.5,2,32,86,28,4,122
729,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38,1190,1548,76.9,28996,9236,17,34,50,729,842,86.6,444,672,66.1,1,8,69,7,1,65
730,Maxime Dupé\Maxime-Dupe,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,10,16,62.5,499,407,0,0,,2,2,100,8,14,57.1,0,0,0,0,0,0
731,Jimmy Durmaz\Jimmy-Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,11.4,367,540,68,6621,2515,13,43,30.2,279,353,79,75,144,52.1,3,24,39,20,8,85
732,Riza Durmisi\Riza-Durmisi,dk DEN,DFMF,Betis,es La Liga,23,1994,23.1,824,1053,78.3,14397,4155,9,29,31,701,799,87.7,114,225,50.7,2,18,48,16,7,91
733,Hugo Duro\Hugo-Duro,es ESP,FW,Getafe,es La Liga,17,1999,0.2,6,6,100,66,9,0,0,,6,6,100,0,0,,0,0,0,0,0,0
734,Noë Dussenne\Noe-Dussenne,be BEL,DF,Crotone,it Serie A,25,1992,0.9,8,18,44.4,196,128,0,1,0,5,6,83.3,3,11,27.3,0,0,1,1,0,1
735,Paulo Dybala\Paulo-Dybala,ar ARG,MFFW,Juventus,it Serie A,23,1993,26.1,1107,1318,84,20476,4477,20,44,45.5,859,964,89.1,228,310,73.5,3,56,80,39,8,140
736,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,14.5,422,553,76.3,5741,1128,20,48,41.7,375,452,83,27,53,50.9,0,10,14,13,3,29
737,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,31,1986,33.5,547,794,68.9,10300,1995,14,48,29.2,405,572,70.8,128,174,73.6,3,45,63,27,1,70
738,Blerim Džemaili\Blerim-Dzemaili,ch SUI,MF,Bologna,it Serie A,31,1986,13.3,386,491,78.6,6624,1794,8,21,38.1,311,377,82.5,67,93,72,0,9,33,17,0,48
739,Félix Eboa Eboa\Felix-Eboa-Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,16.9,540,724,74.6,11139,4152,6,22,27.3,368,460,80,166,242,68.6,0,4,38,3,1,52
740,Éder\Eder,it ITA,FWMF,Inter,it Serie A,30,1986,8.9,208,258,80.6,3038,595,12,19,63.2,166,196,84.7,30,43,69.8,0,12,10,11,6,23
741,Simone Edera\Simone-Edera,it ITA,FW,Torino,it Serie A,20,1997,3.6,80,106,75.5,1141,239,1,7,14.3,71,85,83.5,8,14,57.1,1,3,4,4,0,9
742,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,35.5,816,925,88.2,20862,11505,5,5,100,518,523,99,293,397,73.8,0,1,9,0,0,0
743,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,eng Premier League,18,1999,5.3,142,207,68.6,2559,1175,1,7,14.3,118,137,86.1,23,63,36.5,0,1,14,2,2,19
744,Mandela Egbo\Mandela-Egbo,eng ENG,MF,M'gladbach,de Bundesliga,19,1997,0.1,0,2,0,0,0,0,0,,0,2,0,0,0,,0,0,0,0,0,0
745,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,19,1998,1.1,20,33,60.6,332,66,1,2,50,16,26,61.5,3,5,60,0,2,0,0,0,1
746,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,20,1996,29.9,766,1013,75.6,12847,4515,18,67,26.9,636,780,81.5,112,166,67.5,3,16,81,17,5,113
747,Albin Ekdal\Albin-Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,12.3,430,560,76.8,7966,2366,5,18,27.8,331,419,79,94,123,76.4,1,6,54,6,0,58
748,Josip Elez\Josip-Elez,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,8.6,293,377,77.7,6890,2768,1,5,20,187,219,85.4,105,153,68.6,0,0,41,2,0,40
749,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16,245,439,55.8,10714,8187,0,0,,60,61,98.4,185,378,48.9,0,0,9,0,0,0
750,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,25,1992,9.6,766,829,92.4,13677,3103,13,20,65,607,645,94.1,146,164,89,1,10,85,6,0,58
751,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,23,1994,17.7,862,1036,83.2,17714,5890,7,17,41.2,644,731,88.1,211,288,73.3,2,7,51,6,2,82
752,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,20,1996,32.4,1481,1747,84.8,25577,9202,12,53,22.6,1223,1389,88,246,305,80.7,2,13,98,14,3,209
753,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,23,1993,29.9,726,1035,70.1,17879,6388,4,17,23.5,421,528,79.7,301,490,61.4,1,2,38,1,0,53
754,Breel Embolo\Breel-Embolo,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,10.2,160,212,75.5,2634,613,4,13,30.8,133,166,80.1,23,33,69.7,0,3,11,5,1,17
755,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Málaga,es La Liga,20,1997,17.8,204,345,59.1,2980,602,4,17,23.5,176,277,63.5,24,51,47.1,0,8,17,7,2,22
756,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,27,1990,14.8,266,389,68.4,3962,503,2,17,11.8,228,317,71.9,36,55,65.5,1,10,21,3,0,16
757,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,es La Liga,27,1990,28.1,649,902,72,10631,2782,10,29,34.5,535,677,79,104,196,53.1,3,41,55,9,3,85
758,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,35.8,1865,2440,76.4,35943,9443,30,93,32.3,1399,1642,85.2,436,705,61.8,10,104,214,68,13,300
759,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,es La Liga,24,1993,17.5,499,688,72.5,9141,2055,3,17,17.6,404,511,79.1,92,160,57.5,0,9,48,10,3,57
760,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,27,1989,25.9,1224,1590,77,21087,8526,9,32,28.1,1026,1227,83.6,189,331,57.1,2,16,100,19,6,187
761,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Girona,es La Liga,28,1989,31.9,962,1221,78.8,23943,8352,9,20,45,542,637,85.1,411,564,72.9,3,6,40,2,0,48
762,Michael Esser\Michael-Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,86,120,71.7,2567,1526,2,2,100,37,37,100,47,81,58,0,0,1,0,0,0
763,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,6.9,163,228,71.5,2629,842,4,19,21.1,134,170,78.8,25,39,64.1,1,4,16,6,5,22
764,Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Las Palmas,es La Liga,21,1995,13.5,528,633,83.4,10565,2379,3,6,50,386,452,85.4,139,175,79.4,0,8,51,7,0,53
765,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,es La Liga,30,1987,12.5,620,790,78.5,13379,3690,3,6,50,441,509,86.6,176,275,64,2,26,61,19,1,110
766,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Athletic Club,es La Liga,29,1987,4.2,137,159,86.2,3283,1168,1,3,33.3,84,93,90.3,52,63,82.5,0,0,13,0,0,8
767,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,eng Premier League,29,1988,25.2,765,965,79.3,16646,6045,8,20,40,530,613,86.5,227,332,68.4,2,6,58,4,1,53
768,Franck Evina\Franck-Evina,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,1.2,24,30,80,321,77,1,1,100,21,25,84,2,4,50,0,1,0,2,1,4
769,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,eng Premier League,36,1981,2.5,85,119,71.4,1148,593,4,13,30.8,73,85,85.9,8,21,38.1,0,0,7,1,0,9
770,Patrice Evra\Patrice-Evra,fr FRA,DF,Marseille,fr Ligue 1,36,1981,3.9,119,167,71.3,1896,764,3,10,30,102,126,81,14,31,45.2,0,2,3,1,1,20
771,Edu Expósito\Edu-Exposito,es ESP,MF,La Coruña,es La Liga,20,1996,1.1,44,50,88,838,210,0,1,0,35,38,92.1,9,11,81.8,0,0,3,0,0,1
772,Erik Expósito\Erik-Exposito,es ESP,FW,Las Palmas,es La Liga,21,1996,5.3,63,95,66.3,1032,285,0,4,0,56,81,69.1,7,10,70,0,3,7,6,1,13
773,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Nice,fr Ligue 1,25,1992,1,59,75,78.7,1089,293,1,4,25,46,50,92,12,21,57.1,0,3,7,0,0,7
774,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,7.8,303,403,75.2,5358,1529,1,12,8.3,247,287,86.1,55,104,52.9,1,23,28,11,2,50
775,Imoh Ezekiel\Imoh-Ezekiel,ng NGA,FWMF,Las Palmas,es La Liga,23,1993,5.2,98,127,77.2,1482,286,0,5,0,92,106,86.8,6,16,37.5,0,3,6,4,1,10
776,Marco Fabián\Marco-Fabian,mx MEX,FWMF,Eint Frankfurt,de Bundesliga,28,1989,4.7,157,188,83.5,2832,510,4,8,50,124,137,90.5,29,43,67.4,0,7,13,8,0,18
777,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,eng Premier League,32,1985,38,590,1018,58,23779,16782,0,3,0,184,187,98.4,406,828,49,0,0,20,0,0,1
778,Fabinho\Fabinho,br BRA,MF,Monaco,fr Ligue 1,23,1993,34,1680,1976,85,35089,9475,33,62,53.2,1173,1332,88.1,474,582,81.4,3,34,210,28,1,189
779,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,eng Premier League,30,1987,25.6,1794,2260,79.4,36187,13309,28,68,41.2,1290,1470,87.8,476,722,65.9,4,89,246,80,10,364
780,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,33.5,585,916,63.9,19700,12363,0,1,0,228,230,99.1,357,685,52.1,0,1,11,0,0,0
781,Fayçal Fajr\Faycal-Fajr,ma MAR,MFFW,Getafe,es La Liga,28,1988,26.5,734,1060,69.2,17159,4838,16,35,45.7,454,583,77.9,264,442,59.7,2,39,72,30,16,120
782,Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,fr Ligue 1,31,1986,23.6,414,529,78.3,5594,612,27,51,52.9,343,415,82.7,44,63,69.8,2,14,24,7,1,22
783,Diego Falcinelli\Diego-Falcinelli,it ITA,FWMF,Fiorentina,it Serie A,26,1991,4.9,84,112,75,1078,152,3,4,75,78,98,79.6,3,10,30,0,5,3,4,0,6
784,Diego Falcinelli\Diego-Falcinelli,it ITA,FW,Sassuolo,it Serie A,26,1991,14.6,167,246,67.9,2426,391,7,20,35,145,202,71.8,15,24,62.5,1,9,7,3,1,13
785,Simon Falette\Simon-Falette,gn GUI,DF,Metz,fr Ligue 1,25,1992,1,60,65,92.3,1492,294,1,1,100,29,31,93.5,30,33,90.9,0,0,1,0,0,2
786,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,24.6,923,1226,75.3,20761,7811,5,23,21.7,626,742,84.4,292,461,63.3,0,6,97,6,1,109
787,Cesar Falletti\Cesar-Falletti,uy URU,FWMF,Bologna,it Serie A,24,1992,3.6,136,176,77.3,2401,500,3,5,60,108,132,81.8,25,39,64.1,0,4,9,8,2,18
788,Iago Falque\Iago-Falque,es ESP,FW,Torino,it Serie A,27,1990,31.3,1023,1356,75.4,18131,4679,30,77,39,801,949,84.4,192,330,58.2,8,72,66,55,16,154
789,Paolo Faragò\Paolo-Farago,it ITA,DFMF,Cagliari,it Serie A,24,1993,27.3,867,1331,65.1,15857,7684,8,47,17,698,920,75.9,161,364,44.2,4,29,67,50,24,237
790,Imad Faraj\Imad-Faraj,ma MAR,DFMF,Lille,fr Ligue 1,18,1999,1.8,55,74,74.3,776,308,1,2,50,49,59,83.1,5,13,38.5,0,3,1,4,0,10
791,Davide Faraoni\Davide-Faraoni,it ITA,DF,Crotone,it Serie A,25,1991,19.5,656,952,68.9,13420,6312,10,40,25,475,564,84.2,171,348,49.1,4,10,48,17,6,144
792,Mohamed Fares\Mohamed-Fares,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,28.9,812,1184,68.6,14713,5530,9,34,26.5,651,814,80,152,336,45.2,1,23,63,11,4,107
793,Diego Farias\Diego-Farias,br BRA,FWMF,Cagliari,it Serie A,27,1990,17.9,454,569,79.8,6634,1433,11,28,39.3,392,461,85,51,80,63.8,4,18,16,21,5,51
794,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,30,1987,32.5,1677,2004,83.7,35512,11208,7,19,36.8,1169,1317,88.8,501,668,75,1,2,136,6,2,154
795,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,es La Liga,28,1989,14,641,813,78.8,15157,4824,4,10,40,398,464,85.8,239,339,70.5,0,1,68,1,1,48
796,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,27.5,981,1220,80.4,16441,4979,43,73,58.9,769,882,87.2,169,265,63.8,7,62,97,38,6,154
797,Felipe\Felipe,br BRA,DF,Hannover 96,de Bundesliga,30,1987,5.1,197,269,73.2,4329,1550,1,4,25,134,162,82.7,62,103,60.2,0,1,16,1,0,17
798,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,20,1997,13,592,698,84.8,11725,4159,10,16,62.5,445,499,89.2,137,183,74.9,1,1,44,3,0,42
799,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19,1997,17.3,776,903,85.9,16507,5616,2,14,14.3,543,591,91.9,231,298,77.5,0,1,33,4,0,48
800,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,eng Premier League,29,1987,7.6,325,384,84.6,5139,1310,11,17,64.7,271,311,87.1,43,56,76.8,0,4,23,0,0,26
801,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,eng Premier League,26,1991,19,779,982,79.3,12250,4539,19,46,41.3,665,764,87,95,172,55.2,1,16,42,27,11,101
802,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,eng Premier League,27,1990,15.5,513,641,80,9842,1984,15,27,55.6,374,443,84.4,124,171,72.5,1,10,58,8,0,55
803,Julien Féret\Julien-Feret,fr FRA,MF,Caen,fr Ligue 1,35,1982,34,1313,1713,76.6,27032,8629,19,47,40.4,913,1108,82.4,381,558,68.3,1,69,153,27,7,241
804,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,eng Premier League,21,1996,9.4,210,272,77.2,3758,942,8,18,44.4,163,199,81.9,39,55,70.9,1,8,15,6,2,26
805,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,30,1986,11.5,281,347,81,4958,1421,7,14,50,225,270,83.3,49,63,77.8,0,2,19,1,0,29
806,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,30,1986,2.5,32,50,64,1015,681,0,0,,18,19,94.7,14,31,45.2,0,0,0,0,0,0
807,Augusto Fernández\Augusto-Fernandez,ar ARG,MFFW,Atlético Madrid,es La Liga,31,1986,1.2,62,76,81.6,1240,399,0,2,0,48,54,88.9,14,20,70,0,2,9,2,0,6
808,Brian Fernández\Brian-Fernandez,ar ARG,FW,Metz,fr Ligue 1,22,1994,1.4,17,24,70.8,323,77,0,2,0,13,16,81.3,4,6,66.7,0,3,2,0,0,2
809,Carlos Fernández\Carlos-Fernandez,es ESP,FW,Sevilla,es La Liga,21,1996,1.5,26,35,74.3,401,44,0,1,0,22,28,78.6,4,6,66.7,0,2,2,0,0,1
810,Enzo Fernández\Enzo-Fernandez,es ESP,MF,Alavés,es La Liga,22,1995,0.8,17,30,56.7,236,52,1,2,50,16,25,64,0,3,0,0,1,1,0,0,1
811,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,eng Premier League,28,1989,29.7,982,1206,81.4,22883,8762,10,24,41.7,578,657,88,394,525,75,1,5,73,4,0,72
812,Raúl Fernández\Raul-Fernandez,es ESP,GK,Levante,es La Liga,29,1988,11,133,254,52.4,7128,5848,0,0,,23,24,95.8,110,230,47.8,0,0,16,0,0,0
813,Fernandinho\Fernandinho,br BRA,MF,Manchester City,eng Premier League,32,1985,32,2614,2944,88.8,48101,13185,44,81,54.3,2061,2229,92.5,509,634,80.3,3,23,318,38,1,263
814,Alex Ferrari\Alex-Ferrari,it ITA,DF,Hellas Verona,it Serie A,23,1994,23.7,770,1039,74.1,15186,6362,8,45,17.8,563,693,81.2,199,301,66.1,0,6,54,10,3,112
815,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,fr Ligue 1,25,1992,7.1,472,533,88.6,8766,2370,15,26,57.7,344,381,90.3,113,126,89.7,0,9,60,7,1,61
816,Sam Field\Sam-Field,eng ENG,MF,West Brom,eng Premier League,19,1998,6,117,174,67.2,2182,695,3,7,42.9,90,122,73.8,24,45,53.3,0,4,12,7,1,19
817,Afonso Figueiredo\Afonso-Figueiredo,pt POR,DFFW,Rennes,fr Ligue 1,24,1993,2.5,87,125,69.6,1370,765,6,7,85.7,72,90,80,9,28,32.1,0,0,5,3,0,17
818,Gian Filippo Felicioli\Gian-Filippo-Felicioli,it ITA,FWDF,Hellas Verona,it Serie A,19,1997,3.1,62,88,70.5,979,303,0,2,0,54,70,77.1,8,16,50,0,0,3,0,0,6
819,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,28,1989,20.2,310,431,71.9,5006,864,6,23,26.1,255,332,76.8,49,76,64.5,3,27,21,15,0,35
820,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,eng Premier League,25,1991,30.7,861,1203,71.6,12703,3366,49,114,43,715,941,76,97,148,65.5,7,53,66,54,2,133
821,Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,es La Liga,20,1996,13.2,513,616,83.3,9174,2732,4,11,36.4,414,478,86.6,95,127,74.8,2,9,23,11,6,53
822,Viktor Fischer\Viktor-Fischer,dk DEN,FWMF,Mainz 05,de Bundesliga,23,1994,3.7,84,112,75,1483,315,3,7,42.9,65,79,82.3,16,26,61.5,0,5,7,4,0,11
823,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,es La Liga,33,1984,5.3,102,155,65.8,1630,416,3,5,60,85,113,75.2,14,37,37.8,0,1,9,1,0,10
824,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,eng Premier League,33,1984,24.7,815,1067,76.4,17884,5248,22,44,50,541,642,84.3,252,381,66.1,1,23,94,18,3,108
825,Sergio Floccari\Sergio-Floccari,it ITA,FWMF,SPAL,it Serie A,35,1981,9.8,197,258,76.4,3101,452,6,16,37.5,163,202,80.7,28,40,70,0,6,12,5,1,12
826,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,Roma,it Serie A,26,1991,26.5,1365,1772,77,27596,11133,7,32,21.9,1033,1207,85.6,325,533,61,3,44,126,52,22,244
827,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,eng Premier League,17,2000,0.5,41,48,85.4,559,57,0,0,,37,41,90.2,4,7,57.1,1,2,1,0,0,1
828,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Amiens,fr Ligue 1,24,1992,8.3,178,247,72.1,3218,867,10,18,55.6,132,169,78.1,36,60,60,0,1,17,0,0,25
829,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,22,1995,20.8,776,914,84.9,14974,3530,10,20,50,581,669,86.8,185,225,82.2,0,18,75,12,1,66
830,Andreu Fontàs\Andreu-Fontas,es ESP,DF,Celta Vigo,es La Liga,27,1989,9.8,618,701,88.2,13980,4794,1,3,33.3,401,422,95,216,276,78.3,1,2,36,1,0,35
831,José Fonte\Jose-Fonte,pt POR,DF,West Ham,eng Premier League,33,1983,7.6,285,357,79.8,6190,2340,0,4,0,189,215,87.9,96,138,69.6,1,3,36,3,1,31
832,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,es La Liga,21,1996,29.1,1042,1346,77.4,18880,5030,7,35,20,837,1013,82.6,198,298,66.4,9,50,110,41,10,144
833,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,25,1991,15.2,466,632,73.7,7296,2210,15,31,48.4,379,455,83.3,72,146,49.3,2,43,35,17,1,74
834,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,29,1988,20,211,432,48.8,8235,6164,0,1,0,86,86,100,125,345,36.2,0,0,6,0,0,0
835,Steven Fortes\Steven-Fortes,cv CPV,DF,Toulouse,fr Ligue 1,25,1992,1.7,60,77,77.9,1462,615,0,0,,36,41,87.8,24,36,66.7,0,0,13,0,0,12
836,Marco Fossati\Marco-Fossati,it ITA,MF,Hellas Verona,it Serie A,24,1992,12.2,565,693,81.5,11663,3176,7,17,41.2,404,454,89,154,222,69.4,0,7,57,6,2,65
837,Iver Fossum\Iver-Fossum,no NOR,MF,Hannover 96,de Bundesliga,21,1996,14.5,525,666,78.8,9042,2201,12,43,27.9,428,495,86.5,85,128,66.4,1,17,43,11,3,65
838,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,eng Premier League,34,1983,37,428,883,48.5,21095,17659,1,1,100,100,105,95.2,327,777,42.1,0,1,44,1,0,2
839,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,eng Premier League,19,1998,17.7,525,734,71.5,9987,4331,6,17,35.3,405,488,83,114,229,49.8,0,6,56,9,5,76
840,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Strasbourg,fr Ligue 1,24,1993,13.8,505,654,77.2,9157,3704,6,26,23.1,393,462,85.1,106,166,63.9,2,8,36,9,5,70
841,Lilian Fournier\Lilian-Fournier,fr FRA,MF,Metz,fr Ligue 1,19,1998,0.2,3,6,50,38,9,0,0,,3,4,75,0,2,0,0,0,0,0,0,0
842,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,de Bundesliga,21,1995,7.7,259,370,70,4777,2645,7,23,30.4,196,242,81,56,105,53.3,0,9,26,16,8,86
843,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,32,1985,30.1,1296,1810,71.6,27326,11672,13,58,22.4,920,1113,82.7,363,639,56.8,1,25,97,27,15,160
844,Mike Frantz\Mike-Frantz,de GER,MF,Freiburg,de Bundesliga,30,1986,11.6,193,278,69.4,3013,985,2,11,18.2,165,211,78.2,26,56,46.4,1,9,21,4,0,25
845,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,eng Premier League,23,1994,22.3,696,1008,69,12253,4738,14,45,31.1,558,711,78.5,124,252,49.2,3,45,37,40,17,135
846,Fabian Frei\Fabian-Frei,ch SUI,MF,Mainz 05,de Bundesliga,28,1989,8.9,329,413,79.7,6655,1805,4,11,36.4,230,273,84.2,95,129,73.6,0,8,31,4,0,40
847,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,25,1992,33.4,1900,2200,86.4,34990,8591,47,74,63.5,1467,1641,89.4,386,485,79.6,2,45,206,38,4,212
848,Marco Friedl\Marco-Friedl,at AUT,DF,Bayern Munich,de Bundesliga,19,1998,0.5,45,52,86.5,788,320,1,3,33.3,35,38,92.1,9,11,81.8,0,2,4,4,2,6
849,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,19,1998,6.7,288,367,78.5,5879,2119,0,10,0,209,247,84.6,79,110,71.8,0,3,17,4,1,36
850,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,31,1986,21.3,814,1193,68.2,15598,7058,18,58,31,604,732,82.5,192,403,47.6,1,12,69,18,8,160
851,Javi Fuego\Javi-Fuego,es ESP,MF,Villarreal,es La Liga,33,1984,6,258,332,77.7,4285,1401,9,16,56.3,212,264,80.3,37,52,71.2,0,0,19,1,0,28
852,Javi Fuego\Javi-Fuego,es ESP,MF,Espanyol,es La Liga,33,1984,14.8,486,625,77.8,8511,2399,6,17,35.3,394,482,81.7,86,126,68.3,0,1,48,2,0,46
853,Chris Führich\Chris-Fuhrich,de GER,MFFW,Köln,de Bundesliga,19,1998,1.1,24,31,77.4,368,98,1,3,33.3,18,23,78.3,5,5,100,0,1,2,1,0,5
854,Angelo Fulgini\Angelo-Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,20,1996,17,523,704,74.3,8997,2987,15,39,38.5,413,508,81.3,95,157,60.5,4,32,38,14,3,88
855,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,de Bundesliga,24,1993,26.5,497,768,64.7,7478,1422,11,60,18.3,427,609,70.1,59,99,59.6,3,35,40,11,4,46
856,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,eng Premier League,23,1994,0.2,4,4,100,72,0,0,0,,3,3,100,1,1,100,0,0,0,0,0,0
857,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,eng Premier League,26,1991,1.3,43,57,75.4,852,351,2,4,50,34,38,89.5,7,15,46.7,0,0,5,0,0,3
858,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,eng Premier League,25,1991,12,145,204,71.1,1915,164,10,27,37,121,151,80.1,14,26,53.8,0,6,3,3,1,7
859,Gabi\Gabi,es ESP,MF,Atlético Madrid,es La Liga,34,1983,26.2,1463,1760,83.1,28062,9910,22,40,55,1108,1248,88.8,333,472,70.6,0,30,183,20,0,214
860,Gabriel\Gabriel,br BRA,MF,Leganés,es La Liga,23,1993,26.3,795,1173,67.8,14420,4693,13,39,33.3,619,854,72.5,163,280,58.2,2,18,105,13,4,115
