Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
1441,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,fr Ligue 1,19,1999,1,1,88,0,0,0,0,1,0
1442,Davor Lovren\Davor-Lovren,hr CRO,MFFW,Düsseldorf,de Bundesliga,19,1998,2,0,46,0,0,0,0,0,0
1443,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,13,11,986,1,0,0,0,1,0
1444,Chris Löwe\Chris-Lowe,de GER,DFMF,Huddersfield,eng Premier League,29,1989,29,23,2057,0,2,0,0,2,0
1445,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,22,17,1623,3,2,0,0,3,0
1446,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,21,19,1750,0,0,0,0,7,0
1447,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,25,1993,20,7,730,0,0,0,0,4,1
1448,Derrick Luckassen\Derrick-Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,4,2,250,0,0,0,0,0,0
1449,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,23,1995,35,35,3137,1,1,0,0,10,0
1450,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,31,1987,37,35,3195,12,5,3,5,7,0
1451,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,30,25,2261,1,1,0,0,6,1
1452,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,32,1985,27,24,2030,2,2,0,0,4,0
1453,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,7,6,507,0,0,0,0,4,0
1454,David Luiz\David-Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36,36,3238,3,2,0,0,3,0
1455,Douglas Luiz\Douglas-Luiz,br BRA,MF,Girona,es La Liga,20,1998,23,16,1490,0,0,0,0,7,0
1456,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,30,1988,10,2,317,0,0,0,0,5,0
1457,Jordan Lukaku\Jordan-Lukaku,be BEL,MFDF,Lazio,it Serie A,24,1994,7,1,175,0,0,0,0,1,0
1458,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,32,22,2136,12,0,0,0,4,0
1459,Dodi Lukebakio\Dodi-Lukebakio,cd COD,FWMF,Düsseldorf,de Bundesliga,20,1997,31,22,1972,10,3,4,6,6,0
1460,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,21,1996,24,11,989,2,0,0,0,7,0
1461,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,32,1986,35,34,2923,4,1,0,0,5,0
1462,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,27,1991,16,14,1258,0,2,0,0,4,0
1463,Andriy Lunin\Andriy-Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,5,4,365,0,0,0,0,0,0
1464,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,21,1996,12,6,728,0,0,0,0,0,0
1465,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,DFMF,Hertha BSC,de Bundesliga,30,1988,29,24,2172,0,1,0,0,2,0
1466,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,15,14,1311,0,0,0,0,0,0
1467,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,21,1997,2,1,90,0,0,0,0,0,0
1468,Lyanco\Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,13,13,1119,1,0,0,0,2,1
1469,Hervé Lybohy\Herve-Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,17,15,1480,2,0,0,0,3,0
1470,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,11,9,830,0,1,0,0,1,0
1471,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,37,37,3258,0,1,0,0,5,1
1472,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Udinese,it Serie A,25,1993,13,4,463,0,1,0,0,2,0
1473,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,21,1996,36,35,2831,7,7,1,2,4,1
1474,Gary Madine\Gary-Madine,eng ENG,FWMF,Cardiff City,eng Premier League,27,1990,5,0,37,0,0,0,0,0,0
1475,Pablo Maffeo\Pablo-Maffeo,es ESP,DFMF,Stuttgart,de Bundesliga,21,1997,8,8,597,0,0,0,0,1,0
1476,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,1984,26,21,1859,0,0,0,0,4,1
1477,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,19,17,1516,0,1,0,0,2,0
1478,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,31,31,2596,3,0,0,0,6,1
1479,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,27,1991,27,14,1343,7,4,0,1,0,0
1480,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,21,1997,24,10,1021,0,1,0,0,4,0
1481,Raffaele Maiello\Raffaele-Maiello,it ITA,MF,Frosinone,it Serie A,27,1991,29,22,2043,0,0,0,0,4,0
1482,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,19,1999,24,23,2064,0,0,0,0,2,0
1483,Domenico Maietta\Domenico-Maietta,it ITA,DF,Empoli,it Serie A,35,1982,21,21,1714,0,0,0,0,5,0
1484,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,38,38,3420,0,0,0,0,1,0
1485,Linton Maina\Linton-Maina,de GER,MFFW,Hannover 96,de Bundesliga,19,1999,20,17,1414,1,3,0,0,0,0
1486,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,16,11,987,1,1,0,0,2,1
1487,Josh Maja\Josh-Maja,ng NGA,FWMF,Bordeaux,fr Ligue 1,19,1998,7,3,198,1,0,0,0,1,0
1488,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Nantes,fr Ligue 1,26,1991,33,25,2246,5,3,1,1,3,0
1489,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,20,1998,25,11,1029,1,0,0,0,3,0
1490,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,23,1995,36,36,3209,1,0,0,0,4,0
1491,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,26,1991,17,15,1375,0,0,0,0,4,0
1492,Malcom\Malcom,br BRA,FWDF,Barcelona,es La Liga,21,1997,15,6,614,1,2,0,0,0,0
1493,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,24,20,1805,0,2,0,0,3,0
1494,Yunus Mallı\Yunus-Malli,tr TUR,MFFW,Wolfsburg,de Bundesliga,26,1992,21,5,701,1,1,1,1,0,0
1495,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,35,35,3092,1,4,0,0,11,0
1496,Antonio Mance\Antonio-Mance,hr CRO,FWMF,Nantes,fr Ligue 1,22,1995,5,0,50,0,0,0,0,1,0
1497,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31,31,2790,1,1,0,0,2,0
1498,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,30,25,2246,5,2,0,0,5,0
1499,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,31,31,2735,0,0,0,0,1,1
1500,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,3,1,97,0,0,0,0,0,0
1501,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,26,1991,35,34,3059,1,1,0,0,10,0
1502,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,21,1997,35,33,2918,3,2,0,0,8,1
1503,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Juventus,it Serie A,32,1986,25,23,2014,9,6,0,0,4,0
1504,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,26,1992,36,35,3077,22,1,0,0,2,0
1505,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,31,1987,29,18,1598,3,0,3,4,2,1
1506,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,27,1991,27,27,2324,1,1,0,0,6,0
1507,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,24,1994,18,12,1101,0,3,0,0,2,0
1508,Martín Mantovani\Martin-Mantovani,ar ARG,DF,Huesca,es La Liga,34,1984,9,6,701,2,0,0,0,2,0
1509,Juan Manuel Valencia\Juan-Manuel-Valencia,co COL,FW,Bologna,it Serie A,20,1998,1,0,28,0,0,0,0,1,0
1510,Harrison Manzala\Harrison-Manzala,cd COD,MFFW,Angers,fr Ligue 1,24,1994,8,0,74,0,0,0,0,0,0
1511,Francisco Manzanara\Francisco-Manzanara,es ESP,DFMF,Levante,es La Liga,21,1996,4,1,157,0,0,0,0,0,0
1512,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,19,1999,14,10,952,0,3,0,0,2,0
1513,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,27,25,2137,0,1,0,0,2,1
1514,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,29,1989,12,12,878,0,0,0,0,2,0
1515,Iván Marcano\Ivan-Marcano,es ESP,DF,Roma,it Serie A,31,1987,10,9,810,0,0,0,0,0,0
1516,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,30,1988,23,21,1853,2,2,0,0,6,0
1517,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,31,1987,33,33,2878,0,1,0,0,6,0
1518,Solly March\Solly-March,eng ENG,FWMF,Brighton,eng Premier League,24,1994,35,30,2463,1,5,0,0,1,0
1519,Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4,4,360,0,0,0,0,1,0
1520,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31,31,2790,4,0,0,0,9,0
1521,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,29,1989,30,28,2421,1,2,0,0,7,2
1522,Georg Margreitter\Georg-Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,27,22,2064,2,0,0,0,2,0
1523,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,21,1997,2,0,69,0,0,0,0,0,0
1524,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,21,19,1772,0,0,0,0,5,0
1525,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,24,1993,13,3,447,3,0,0,0,2,0
1526,Mariano\Mariano,do DOM,FW,Lyon,fr Ligue 1,24,1993,3,2,143,0,0,0,0,0,0
1527,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,26,20,1927,0,0,0,0,3,0
1528,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,26,1991,26,20,1803,1,1,0,0,4,0
1529,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,21,1997,6,2,290,0,0,0,0,2,0
1530,João Mário\Joao-Mario,pt POR,MFFW,Inter,it Serie A,25,1993,20,12,1082,1,2,0,0,2,0
1531,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,24,1994,23,22,2008,2,2,0,0,5,0
1532,Lazar Marković\Lazar-Markovic,rs SRB,FW,Fulham,eng Premier League,24,1994,1,0,45,0,0,0,0,0,0
1533,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,18,18,1508,1,0,0,0,4,1
1534,Marquinhos\Marquinhos,br BRA,DFMF,Paris S-G,fr Ligue 1,24,1994,30,30,2693,3,2,0,0,2,1
1535,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,27,1991,31,23,1887,13,0,2,2,5,0
1536,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,22,1995,27,18,1621,10,2,1,1,2,0
1537,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,21,1997,33,32,2878,0,3,0,0,3,0
1538,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,28,1990,23,23,2059,3,1,2,3,9,0
1539,Marvin Martin\Marvin-Martin,fr FRA,MFFW,Reims,fr Ligue 1,30,1988,13,8,623,0,1,0,0,1,0
1540,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,27,1991,33,33,2902,0,0,0,0,12,0
1541,Javi Martínez\Javi-Martinez,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,21,16,1309,3,0,0,0,3,0
1542,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,20,1997,27,13,1344,6,2,1,1,4,0
1543,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,32,32,2815,3,1,0,0,7,0
1544,Gelson Martins\Gelson-Martins,pt POR,FW,Atlético Madrid,es La Liga,23,1995,8,1,229,0,0,0,0,0,0
1545,Gelson Martins\Gelson-Martins,pt POR,FWMF,Monaco,fr Ligue 1,23,1995,16,16,1389,4,2,0,0,1,0
1546,Adam Marušić\Adam-Marusic,me MNE,DFMF,Lazio,it Serie A,25,1992,26,24,2111,1,1,0,0,2,1
1547,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,25,1993,14,11,993,0,2,0,0,2,0
1548,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,24,22,1836,0,2,0,0,5,0
1549,Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,24,1994,14,11,1004,0,1,0,0,5,0
1550,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35,35,3150,0,0,0,0,1,0
1551,Han-Noah Massengo\Han-Noah-Massengo,fr FRA,FWMF,Monaco,fr Ligue 1,17,2001,3,0,61,0,0,0,0,0,0
1552,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,23,19,1759,0,1,0,0,2,0
1553,Jaime Mata\Jaime-Mata,es ESP,FWMF,Getafe,es La Liga,29,1988,34,27,2432,14,6,4,4,10,0
1554,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,eng Premier League,30,1988,22,16,1289,3,2,0,0,3,0
1555,Luca Matarese\Luca-Matarese,it ITA,FW,Frosinone,it Serie A,20,1998,2,0,16,0,0,0,0,1,0
1556,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,34,29,2483,14,2,0,0,2,0
1557,Christian Mathenia\Christian-Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,22,22,1932,0,0,0,0,2,0
1558,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,28,28,2436,1,0,0,0,7,1
1559,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,22,17,1537,1,0,0,0,3,0
1560,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,17,2000,7,1,189,0,0,0,0,0,0
1561,Alessandro Matri\Alessandro-Matri,it ITA,FW,Sassuolo,it Serie A,33,1984,19,6,603,2,0,0,0,3,0
1562,Federico Mattiello\Federico-Mattiello,it ITA,MFDF,Bologna,it Serie A,23,1995,17,16,1333,1,1,0,0,2,1
1563,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,31,1987,31,29,2418,3,2,0,0,5,0
1564,José Mauri\Jose-Mauri,it ITA,MF,Milan,it Serie A,22,1996,5,2,208,0,0,0,0,0,0
1565,Stephy Mavididi\Stephy-Mavididi,eng ENG,FW,Juventus,it Serie A,20,1998,1,0,22,0,0,0,0,0,0
1566,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,4,3,148,0,0,0,0,1,0
1567,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,15,13,1131,0,0,0,0,2,0
1568,Philipp Max\Philipp-Max,de GER,DFMF,Augsburg,de Bundesliga,24,1993,30,30,2569,4,2,0,0,1,0
1569,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,29,1989,22,8,802,3,0,0,0,0,0
1570,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,28,1990,22,3,579,1,0,0,0,3,0
1571,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,21,1997,29,16,1621,3,2,0,0,1,0
1572,Róbert Mazáň\Robert-Mazan,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1,1,90,0,0,0,0,0,0
1573,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MFFW,Genoa,it Serie A,22,1995,10,3,323,0,0,0,0,3,0
1574,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,19,1998,29,24,2343,33,7,1,2,5,1
1575,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,23,1994,23,22,2010,2,0,0,0,6,0
1576,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,17,2001,2,2,180,0,0,0,0,0,0
1577,Nolan Mbemba\Nolan-Mbemba,fr FRA,MFDF,Reims,fr Ligue 1,23,1995,8,4,357,0,0,0,0,0,0
1578,Adama Mbengue\Adama-Mbengue,sn SEN,DF,Caen,fr Ligue 1,24,1993,11,8,739,0,0,0,0,3,0
1579,Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Huddersfield,eng Premier League,22,1996,22,10,986,1,1,0,0,1,0
1580,Stéphane Mbia\Stephane-Mbia,cm CMR,DFMF,Toulouse,fr Ligue 1,32,1986,5,5,446,0,0,0,0,1,0
1581,Kara Mbodji\Kara-Mbodji,sn SEN,DF,Nantes,fr Ligue 1,28,1989,6,6,506,0,0,0,0,0,0
1582,Jordi Mboula\Jordi-Mboula,es ESP,FW,Monaco,fr Ligue 1,19,1999,7,3,276,0,0,0,0,1,0
1583,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,30,1987,38,36,3058,3,6,0,0,7,0
1584,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,28,1989,25,25,2250,0,0,0,0,1,0
1585,James McCarthy\James-McCarthy,ie IRL,MF,Everton,eng Premier League,27,1990,1,0,15,0,0,0,0,0,0
1586,Kevin McDonald\Kevin-McDonald,sco SCO,MF,Fulham,eng Premier League,29,1988,15,10,841,0,0,0,0,5,1
1587,Levan Mchedlidze\Levan-Mchedlidze,ge GEO,FWDF,Empoli,it Serie A,28,1990,11,0,208,0,1,0,0,1,0
1588,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,19,1998,24,19,1746,1,4,0,0,6,0
1589,Dwight McNeil\Dwight-McNeil,eng ENG,MFFW,Burnley,eng Premier League,18,1999,21,19,1591,3,5,0,0,2,0
1590,Scott McTominay\Scott-McTominay,sco SCO,MFDF,Manchester Utd,eng Premier League,21,1996,16,9,867,2,0,0,0,1,0
1591,Iuri Medeiros\Iuri-Medeiros,pt POR,MFFW,Genoa,it Serie A,24,1994,2,2,106,0,0,0,0,0,0
1592,Nicky Medja\Nicky-Medja,ch SUI,MF,Fiorentina,it Serie A,18,2000,1,0,45,0,0,0,0,1,0
1593,Álvaro Medrán\Alvaro-Medran,es ESP,MF,Rayo Vallecano,es La Liga,24,1994,21,12,1149,3,0,0,0,8,1
1594,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,28,1989,38,38,3420,0,2,0,0,9,0
1595,Riccardo Meggiorini\Riccardo-Meggiorini,it ITA,FW,Chievo,it Serie A,32,1985,24,18,1548,3,1,1,1,6,0
1596,Admir Mehmedi\Admir-Mehmedi,ch SUI,FWMF,Wolfsburg,de Bundesliga,27,1991,26,20,1692,6,5,0,0,1,0
1597,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,24,1994,35,30,2659,2,4,0,0,7,1
1598,Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,fr Ligue 1,21,1997,18,0,328,0,1,0,0,1,0
1599,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,20,1997,32,22,1997,0,5,0,0,3,0
1600,Gonzalo Melero\Gonzalo-Melero,es ESP,MF,Huesca,es La Liga,24,1994,22,14,1345,2,1,1,2,3,0
1601,Arthur Melo\Arthur-Melo,br BRA,MF,Barcelona,es La Liga,21,1996,27,19,1430,0,1,0,0,2,0
1602,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,27,1990,31,31,2667,1,0,0,0,7,0
1603,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lille,fr Ligue 1,26,1992,35,35,3074,0,5,0,0,10,0
1604,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,21,1997,31,27,2349,6,7,1,1,5,0
1605,Nathaniel Mendez-Laing\Nathaniel-Mendez-Laing,eng ENG,MFFW,Cardiff City,eng Premier League,26,1992,20,11,985,4,1,1,1,0,0
1606,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,26,1992,25,22,1877,2,2,0,0,4,0
1607,Alexandre Mendy\Alexandre-Mendy,fr FRA,FW,Guingamp,fr Ligue 1,24,1994,16,8,767,3,0,0,0,2,0
1608,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,24,1994,10,10,900,0,5,0,0,1,0
1609,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Reims,fr Ligue 1,26,1992,38,38,3420,0,0,0,0,3,0
1610,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Lyon,fr Ligue 1,23,1995,30,27,2531,2,1,0,0,2,0
1611,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,eng Premier League,26,1992,31,23,2092,0,0,0,0,5,0
1612,Hamza Mendyl\Hamza-Mendyl,ma MAR,DFMF,Schalke 04,de Bundesliga,20,1997,9,7,544,0,0,0,0,5,0
1613,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,eng Premier League,20,1997,13,10,850,0,1,0,0,1,0
1614,Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,Sevilla,es La Liga,31,1987,23,19,1738,2,1,0,0,10,0
1615,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,21,1997,14,13,1151,0,0,0,0,0,1
1616,Mehdi Merghem\Mehdi-Merghem,fr FRA,FWMF,Guingamp,fr Ligue 1,21,1997,9,9,721,0,1,0,0,3,0
1617,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,22,1996,29,24,2055,3,3,0,0,10,1
1618,Sabin Merino\Sabin-Merino,es ESP,FWMF,Leganés,es La Liga,26,1992,12,2,295,0,0,0,0,0,0
1619,Martín Merquelanz\Martin-Merquelanz,es ESP,MF,Real Sociedad,es La Liga,23,1995,1,0,6,0,0,0,0,0,0
1620,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,31,1987,35,23,2252,16,11,1,1,1,0
1621,Roque Mesa\Roque-Mesa,es ESP,MF,Sevilla,es La Liga,29,1989,31,20,1746,2,2,0,0,11,1
1622,Lionel Messi\Lionel-Messi,ar ARG,FW,Barcelona,es La Liga,31,1987,34,29,2713,36,13,4,5,3,0
1623,Romain Métanire\Romain-Metanire,mg MAD,DFMF,Reims,fr Ligue 1,28,1990,5,4,313,0,0,0,0,1,1
1624,Thomas Meunier\Thomas-Meunier,be BEL,DFMF,Paris S-G,fr Ligue 1,26,1991,22,19,1610,3,3,0,0,2,0
1625,Mexer\Mexer,mz MOZ,DF,Rennes,fr Ligue 1,29,1988,29,29,2469,0,0,0,0,3,0
1626,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,eng Premier League,22,1995,29,15,1416,1,2,0,0,3,0
1627,Matt Miazga\Matt-Miazga,us USA,DF,Nantes,fr Ligue 1,23,1995,8,8,720,0,0,0,0,5,0
1628,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,30,1988,35,27,2553,1,2,0,1,9,0
1629,Clément Michelin\Clement-Michelin,fr FRA,DF,Toulouse,fr Ligue 1,21,1997,1,1,90,0,0,0,0,0,0
1630,Petar Mićin\Petar-Micin,rs SRB,MF,Udinese,it Serie A,19,1998,1,0,3,0,0,0,0,0,0
1631,Miguel\Miguel,es ESP,MF,Valladolid,es La Liga,18,1999,2,0,12,0,0,0,0,0,0
1632,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,21,1996,13,12,1117,0,1,0,0,2,1
1633,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,20,1997,34,34,3008,3,0,0,0,8,1
1634,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Napoli,it Serie A,24,1994,35,27,2396,17,3,0,0,4,0
1635,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,23,1995,31,29,2396,5,3,0,0,7,1
1636,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,SPAL,it Serie A,21,1997,2,2,164,0,0,0,0,1,1
1637,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,27,1991,38,38,3420,12,2,10,11,10,0
1638,Pere Milla\Pere-Milla,es ESP,FWMF,Eibar,es La Liga,25,1992,5,5,341,0,0,0,0,0,0
1639,Vincenzo Millico\Vincenzo-Millico,it ITA,MF,Torino,it Serie A,17,2000,1,0,1,0,0,0,0,0,0
1640,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,32,1986,31,19,1789,5,4,3,3,6,1
1641,Santi Mina\Santi-Mina,es ESP,FW,Valencia,es La Liga,22,1995,30,23,1852,7,5,0,0,4,0
1642,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,23,1994,13,10,892,1,0,0,0,3,0
1643,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,eng Premier League,25,1993,5,2,143,0,0,0,0,0,0
1644,Ignasi Miquel\Ignasi-Miquel,es ESP,DF,Getafe,es La Liga,25,1992,7,4,316,0,0,0,0,1,0
1645,Kevin Mirallas\Kevin-Mirallas,be BEL,FWMF,Fiorentina,it Serie A,30,1987,27,15,1299,2,1,0,0,2,0
1646,Jorge Miramón\Jorge-Miramon,es ESP,DF,Huesca,es La Liga,29,1989,30,30,2492,1,0,0,0,5,0
1647,Miranda\Miranda,br BRA,DF,Inter,it Serie A,33,1984,14,14,1158,0,0,0,0,3,0
