Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
911,Joris Gnagnon\Joris-Gnagnon,fr FRA,DFMF,Sevilla,es La Liga,21,1997,7,4,446,0,0,0,0,2,0
912,Eddy Gnahoré\Eddy-Gnahore,fr FRA,MF,Amiens,fr Ligue 1,24,1993,34,24,2243,4,2,0,0,4,2
913,Massimo Gobbi\Massimo-Gobbi,it ITA,DF,Parma,it Serie A,37,1980,16,13,1183,0,1,0,0,3,0
914,Kevin Goden\Kevin-Goden,de GER,DFFW,Nürnberg,de Bundesliga,19,1999,5,3,273,0,0,0,0,1,0
915,Diego Godín\Diego-Godin,uy URU,DF,Atlético Madrid,es La Liga,32,1986,30,28,2509,3,1,0,0,6,0
916,Mauro Goicoechea\Mauro-Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,30,1988,8,7,713,0,0,0,0,0,0
917,Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Frosinone,it Serie A,24,1993,29,29,2610,1,1,0,0,6,0
918,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,23,1995,20,20,1799,0,0,0,0,1,0
919,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,22,1996,30,27,2290,3,3,0,0,7,1
920,André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,25,1993,27,24,1980,1,1,0,0,7,0
921,Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,eng Premier League,17,2000,2,0,27,0,0,0,0,0,0
922,Ibai Gómez\Ibai-Gomez,es ESP,FW,Athletic Club,es La Liga,28,1989,14,6,580,0,2,0,0,0,0
923,Ibai Gómez\Ibai-Gomez,es ESP,MFFW,Alavés,es La Liga,28,1989,18,17,1449,3,2,0,1,0,0
924,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,21,1997,16,12,1063,0,0,0,0,2,0
925,Mario Gómez\Mario-Gomez,de GER,FW,Stuttgart,de Bundesliga,33,1985,31,25,2211,7,2,0,0,4,1
926,Maxi Gómez\Maxi-Gomez,uy URU,FW,Celta Vigo,es La Liga,21,1996,35,33,2960,13,5,1,1,6,1
927,Moi Gómez\Moi-Gomez,es ESP,MF,Huesca,es La Liga,24,1994,36,35,3055,2,7,0,0,3,0
928,Papu Gómez\Papu-Gomez,ar ARG,MFFW,Atalanta,it Serie A,30,1988,35,34,2899,7,11,0,0,5,0
929,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,26,1992,32,31,2765,0,0,0,0,1,0
930,Alfred Gomis\Alfred-Gomis,sn SEN,GK,SPAL,it Serie A,24,1993,20,19,1724,0,0,0,0,0,0
931,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Sevilla,es La Liga,29,1989,10,5,540,0,0,0,0,0,0
932,Anthony Gonçalves\Anthony-Goncalves,fr FRA,MFFW,Strasbourg,fr Ligue 1,32,1986,18,12,1058,5,2,0,0,3,0
933,Jérôme Gondorf\Jerome-Gondorf,de GER,MFFW,Freiburg,de Bundesliga,30,1988,25,13,1296,2,2,0,0,3,0
934,Álvaro González\Alvaro-Gonzalez,es ESP,DF,Villarreal,es La Liga,28,1990,33,33,2964,1,2,0,0,17,2
935,Bruno González\Bruno-Gonzalez,es ESP,DF,Getafe,es La Liga,28,1990,23,18,1701,0,1,0,0,7,1
936,Cristo González\Cristo-Gonzalez,es ESP,FW,Real Madrid,es La Liga,20,1997,1,0,45,0,0,0,0,0,0
937,Giancarlo González\Giancarlo-Gonzalez,cr CRC,DF,Bologna,it Serie A,30,1988,12,8,746,0,1,0,0,2,0
938,Nicolás González\Nicolas-Gonzalez,ar ARG,FWMF,Stuttgart,de Bundesliga,20,1998,30,23,2162,2,3,0,0,2,1
939,Jon Gorenc Stanković\Jon-Gorenc-Stankovic,si SVN,MFDF,Huddersfield,eng Premier League,22,1996,11,9,715,1,0,0,0,2,0
940,Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,de Bundesliga,23,1995,30,23,2023,8,4,0,0,3,0
941,Mathieu Gorgelin\Mathieu-Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,27,1990,4,4,360,0,0,0,0,0,0
942,Mirko Gori\Mirko-Gori,it ITA,MF,Frosinone,it Serie A,25,1993,10,2,329,0,0,0,0,3,0
943,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,es La Liga,21,1996,7,6,455,0,0,0,0,0,0
944,Robin Gosens\Robin-Gosens,de GER,DFMF,Atalanta,it Serie A,24,1994,28,23,1942,3,2,0,0,2,0
945,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,eng Premier League,28,1990,25,19,1739,2,1,0,0,8,0
946,Felix Götze\Felix-Gotze,de GER,MF,Augsburg,de Bundesliga,20,1998,6,0,126,1,0,0,0,0,0
947,Mario Götze\Mario-Gotze,de GER,FWMF,Dortmund,de Bundesliga,26,1992,26,19,1674,7,7,0,0,0,0
948,Prince-Désir Gouano\Prince-Desir-Gouano,fr FRA,DF,Amiens,fr Ligue 1,24,1993,30,30,2620,1,0,0,0,2,0
949,Yoann Gourcuff\Yoann-Gourcuff,fr FRA,MFFW,Dijon,fr Ligue 1,32,1986,8,0,134,0,0,0,0,0,0
950,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,27,1991,25,24,2092,0,2,0,0,4,0
951,Paolo Gozzi Iweru\Paolo-Gozzi-Iweru,it ITA,DF,Juventus,it Serie A,17,2001,1,1,90,0,0,0,0,0,0
952,Max Gradel\Max-Gradel,ci CIV,FWMF,Toulouse,fr Ligue 1,30,1987,36,36,3240,11,5,4,8,6,0
953,Jonathan Gradit\Jonathan-Gradit,fr FRA,DF,Caen,fr Ligue 1,25,1992,24,23,2010,0,0,0,0,1,0
954,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Strasbourg,fr Ligue 1,21,1996,8,2,237,0,0,0,0,0,1
955,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,12,4,469,0,1,0,0,1,1
956,Álex Granell\Alex-Granell,es ESP,MFDF,Girona,es La Liga,29,1988,32,26,2391,0,4,0,0,5,0
957,Esteban Granero\Esteban-Granero,es ESP,MF,Espanyol,es La Liga,31,1987,28,24,2013,3,1,0,0,11,0
958,Karlan Grant\Karlan-Grant,eng ENG,FWMF,Huddersfield,eng Premier League,20,1997,13,9,877,3,0,0,0,0,0
959,Alberto Grassi\Alberto-Grassi,it ITA,MF,Parma,it Serie A,23,1995,7,5,462,0,0,0,0,0,0
960,Andre Gray\Andre-Gray,eng ENG,FW,Watford,eng Premier League,27,1991,29,13,1366,7,2,0,0,2,0
961,Demarai Gray\Demarai-Gray,eng ENG,FWMF,Leicester City,eng Premier League,22,1996,34,23,1985,4,1,0,0,2,0
962,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,16,2001,3,1,117,0,0,0,0,0,0
963,Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,de Bundesliga,24,1994,32,28,2487,6,2,1,1,4,0
964,Clément Grenier\Clement-Grenier,fr FRA,MF,Rennes,fr Ligue 1,27,1991,33,29,2668,2,5,0,1,6,0
965,Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,Atlético Madrid,es La Liga,27,1991,37,37,3198,15,8,3,3,5,0
966,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Hoffenheim,de Bundesliga,25,1993,7,3,335,1,2,1,1,0,0
967,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,de Bundesliga,25,1993,16,16,1427,6,3,1,1,1,0
968,Florian Grillitsch\Florian-Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,22,1995,30,27,2394,0,3,0,0,8,0
969,Jérémy Grimm\Jeremy-Grimm,fr FRA,MF,Strasbourg,fr Ligue 1,31,1987,5,2,168,0,0,0,0,2,0
970,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,eng Premier League,27,1991,25,24,1864,3,3,1,2,1,0
971,Sergej Grubac\Sergej-Grubac,me MNE,FWMF,Chievo,it Serie A,18,2000,3,2,157,0,0,0,0,1,0
972,Marko Grujić\Marko-Grujic,rs SRB,MF,Hertha BSC,de Bundesliga,22,1996,22,20,1780,5,1,0,0,5,0
973,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,eng Premier League,31,1987,20,20,1754,0,0,0,0,2,0
974,Andrés Guardado\Andres-Guardado,mx MEX,MFDF,Betis,es La Liga,31,1986,31,27,2335,0,4,0,0,8,0
975,Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,es La Liga,27,1991,17,17,1514,3,1,0,1,0,0
976,Sergi Guardiola\Sergi-Guardiola,es ESP,MFFW,Getafe,es La Liga,27,1991,3,0,30,0,0,0,0,0,0
977,Metehan Güçlü\Metehan-Guclu,tr TUR,FW,Paris S-G,fr Ligue 1,19,1999,1,0,17,1,0,0,0,0,0
978,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,Valencia,es La Liga,21,1996,25,18,1465,5,3,0,0,2,0
979,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,eng Premier League,19,1999,33,23,2149,0,0,0,0,9,0
980,Javi Guerra\Javi-Guerra,es ESP,FWMF,Rayo Vallecano,es La Liga,36,1982,8,1,236,0,1,0,0,0,0
981,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,FWDF,Dortmund,de Bundesliga,24,1993,23,17,1527,2,6,0,0,2,0
982,Francis Guerrero\Francis-Guerrero,es ESP,DFMF,Betis,es La Liga,22,1996,22,22,1778,0,1,0,0,2,0
983,Guido Guerrieri\Guido-Guerrieri,it ITA,GK,Lazio,it Serie A,22,1996,1,1,90,0,0,0,0,0,0
984,Ander Guevara\Ander-Guevara,es ESP,MF,Real Sociedad,es La Liga,21,1997,1,1,90,0,0,0,0,0,0
985,Makhtar Gueye\Makhtar-Gueye,sn SEN,FWMF,Saint-Étienne,fr Ligue 1,20,1997,5,0,50,1,1,0,0,0,0
986,John Guidetti\John-Guidetti,se SWE,FW,Alavés,es La Liga,26,1992,22,6,631,2,1,0,0,2,0
987,Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MF,Wolfsburg,de Bundesliga,27,1990,19,18,1570,2,1,0,0,5,0
988,Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Caen,fr Ligue 1,23,1994,34,33,2916,1,2,0,0,10,1
989,Baptiste Guillaume\Baptiste-Guillaume,be BEL,FW,Nîmes,fr Ligue 1,23,1995,24,15,1183,2,1,0,0,4,0
990,Sehrou Guirassy\Sehrou-Guirassy,fr FRA,FW,Amiens,fr Ligue 1,22,1996,13,13,1111,3,1,0,0,0,1
991,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,de Bundesliga,28,1990,33,33,2925,0,0,0,0,0,0
992,Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,de Bundesliga,27,1991,21,20,1712,1,0,0,0,3,0
993,Gerard Gumbau\Gerard-Gumbau,es ESP,MF,Leganés,es La Liga,23,1994,16,13,1199,1,1,1,1,6,1
994,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,eng Premier League,27,1990,31,23,2137,6,3,0,0,3,0
995,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,eng Premier League,22,1996,12,12,1080,0,0,0,0,0,0
996,Aron Gunnarsson\Aron-Gunnarsson,is ISL,MF,Cardiff City,eng Premier League,29,1989,28,27,2266,1,1,0,0,5,0
997,Christian Günter\Christian-Gunter,de GER,DF,Freiburg,de Bundesliga,25,1993,32,32,2879,0,5,0,0,4,1
998,Koray Günter\Koray-Gunter,de GER,DF,Genoa,it Serie A,23,1994,14,8,835,0,0,0,0,1,0
999,Serdar Gürler\Serdar-Gurler,tr TUR,FWMF,Huesca,es La Liga,26,1991,13,5,482,0,1,0,0,2,0
1000,Ahmet Gürleyen\Ahmet-Gurleyen,de GER,DF,Mainz 05,de Bundesliga,19,1999,1,0,13,0,0,0,0,0,0
1001,Régis Gurtner\Regis-Gurtner,fr FRA,GK,Amiens,fr Ligue 1,31,1986,38,38,3420,0,0,0,0,4,0
1002,Gorka Guruzeta\Gorka-Guruzeta,es ESP,FWMF,Athletic Club,es La Liga,21,1996,6,0,50,0,0,0,0,0,0
1003,Luiz Gustavo\Luiz-Gustavo,br BRA,MFDF,Marseille,fr Ligue 1,31,1987,30,26,2436,2,0,0,0,8,0
1004,Jonathan de Guzmán\Jonathan-de-Guzman,nl NED,MF,Eint Frankfurt,de Bundesliga,30,1987,28,17,1564,3,6,0,0,4,0
1005,Janik Haberer\Janik-Haberer,de GER,MFFW,Freiburg,de Bundesliga,24,1994,27,26,2340,1,3,0,0,5,1
1006,Hacen\Hacen,mr MTN,FW,Valladolid,es La Liga,20,1997,1,0,3,0,0,0,0,0,0
1007,Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,de Bundesliga,24,1993,14,11,1020,1,1,0,0,1,0
1008,Munir El Haddadi\Munir-El-Haddadi,es ESP,FW,Barcelona,es La Liga,22,1995,7,1,152,1,1,0,0,0,0
1009,Munir El Haddadi\Munir-El-Haddadi,es ESP,FWMF,Sevilla,es La Liga,22,1995,16,12,1042,5,1,0,0,2,0
1010,Oussama Haddadi\Oussama-Haddadi,tn TUN,DFMF,Dijon,fr Ligue 1,26,1992,32,30,2674,2,2,0,0,6,1
1011,Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,eng Premier League,24,1994,24,19,1842,0,0,0,0,1,0
1012,Benjamin Hadžić\Benjamin-Hadzic,ba BIH,FWMF,Hannover 96,de Bundesliga,19,1999,3,0,25,0,1,0,0,0,0
1013,André Hahn\Andre-Hahn,de GER,FWMF,Augsburg,de Bundesliga,27,1990,28,21,2052,4,4,0,0,7,0
1014,Amadou Haidara\Amadou-Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,20,1998,9,4,378,1,0,0,0,1,0
1015,Oualid El Hajjam\Oualid-El-Hajjam,ma MAR,DFMF,Amiens,fr Ligue 1,27,1991,11,6,544,0,0,0,0,1,0
1016,Achraf Hakimi\Achraf-Hakimi,ma MAR,DF,Dortmund,de Bundesliga,19,1998,21,19,1740,2,4,0,0,4,0
1017,Sébastien Haller\Sebastien-Haller,fr FRA,FW,Eint Frankfurt,de Bundesliga,24,1994,29,23,2182,15,9,3,3,3,0
1018,Emil Hallfreðsson\Emil-Hallfredsson,is ISL,MF,Udinese,it Serie A,34,1984,3,1,137,1,0,0,0,0,0
1019,Emil Hallfreðsson\Emil-Hallfredsson,is ISL,MF,Frosinone,it Serie A,34,1984,6,5,392,0,0,0,0,2,0
1020,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,26,1991,28,27,2414,3,6,2,2,2,0
1021,Ben Hamer\Ben-Hamer,eng ENG,GK,Huddersfield,eng Premier League,30,1987,7,7,552,0,0,0,0,0,0
1022,Romain Hamouma\Romain-Hamouma,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,31,1987,27,19,1586,4,4,0,0,3,1
1023,Marek Hamšík\Marek-Hamsik,sk SVK,MF,Napoli,it Serie A,31,1987,13,12,916,0,0,0,0,1,0
1024,Dávid Hancko\David-Hancko,sk SVK,DF,Fiorentina,it Serie A,20,1997,5,3,282,0,0,0,0,0,0
1025,Samir Handanović\Samir-Handanovic,si SVN,GK,Inter,it Serie A,34,1984,38,38,3420,0,0,0,0,0,0
1026,Genki Haraguchi\Genki-Haraguchi,jp JPN,MFDF,Hannover 96,de Bundesliga,27,1991,28,22,2133,0,3,0,0,1,0
1027,Féthi Harek\Fethi-Harek,dz ALG,DF,Nîmes,fr Ligue 1,35,1982,3,2,177,0,0,0,0,1,0
1028,Amine Harit\Amine-Harit,ma MAR,MFFW,Schalke 04,de Bundesliga,21,1997,18,12,1082,1,1,0,0,1,0
1029,Martin Harnik\Martin-Harnik,at AUT,FWMF,Werder Bremen,de Bundesliga,31,1987,18,10,828,4,2,0,0,2,0
1030,Kadeem Harris\Kadeem-Harris,eng ENG,MFFW,Cardiff City,eng Premier League,25,1993,13,3,375,1,0,0,0,1,0
1031,Joe Hart\Joe-Hart,eng ENG,GK,Burnley,eng Premier League,31,1987,19,19,1710,0,0,0,0,0,0
1032,Makoto Hasebe\Makoto-Hasebe,jp JPN,DFMF,Eint Frankfurt,de Bundesliga,34,1984,28,28,2520,0,0,0,0,4,0
1033,Hans Hateboer\Hans-Hateboer,nl NED,DFMF,Atalanta,it Serie A,24,1994,35,33,2973,5,5,0,0,5,0
1034,Kai Havertz\Kai-Havertz,de GER,MFFW,Leverkusen,de Bundesliga,19,1999,34,33,2894,17,3,3,3,2,0
1035,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,eng Premier League,23,1995,25,21,1859,1,4,0,0,3,1
1036,Eden Hazard\Eden-Hazard,be BEL,FW,Chelsea,eng Premier League,27,1991,37,32,2923,16,15,4,4,2,0
1037,Thorgan Hazard\Thorgan-Hazard,be BEL,FWDF,M'gladbach,de Bundesliga,25,1993,33,33,2873,10,11,3,5,1,0
1038,Rhys Healey\Rhys-Healey,wal WAL,FWMF,Cardiff City,eng Premier League,23,1994,3,0,52,0,0,0,0,0,0
1039,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,eng Premier League,32,1986,19,19,1710,0,0,0,0,3,0
1040,Dominique Heintz\Dominique-Heintz,de GER,DF,Freiburg,de Bundesliga,24,1993,34,34,3053,1,1,0,0,5,0
1041,Filip Helander\Filip-Helander,se SWE,DF,Bologna,it Serie A,25,1993,20,19,1713,0,0,0,0,6,0
1042,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,eng Premier League,28,1990,32,21,1987,1,3,0,0,2,1
1043,Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,eng Premier League,26,1992,32,25,2063,3,0,0,0,4,0
1044,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,eng Premier League,31,1987,18,17,1576,0,0,0,0,0,0
1045,Rouwen Hennings\Rouwen-Hennings,de GER,FW,Düsseldorf,de Bundesliga,30,1987,29,19,1833,7,4,1,1,3,0
1046,Benjamin Henrichs\Benjamin-Henrichs,de GER,DF,Leverkusen,de Bundesliga,21,1997,1,1,63,0,0,0,0,1,0
1047,Benjamin Henrichs\Benjamin-Henrichs,de GER,DFMF,Monaco,fr Ligue 1,21,1997,22,21,1824,1,2,0,0,3,0
1048,Dalbert Henrique\Dalbert-Henrique,br BRA,DF,Inter,it Serie A,24,1993,11,9,778,0,1,0,0,2,0
1049,Uche Henry Agbo\Uche-Henry-Agbo,ng NGA,MF,Rayo Vallecano,es La Liga,22,1995,6,5,372,0,0,0,0,2,0
1050,Christophe Hérelle\Christophe-Herelle,mq MTQ,DF,Nice,fr Ligue 1,25,1992,33,33,2937,0,0,0,0,9,1
1051,Mario Hermoso\Mario-Hermoso,es ESP,DF,Espanyol,es La Liga,23,1995,32,31,2806,3,0,0,0,7,0
1052,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,eng Premier League,30,1988,25,14,1334,7,1,0,0,2,0
1053,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,Atlético Madrid,es La Liga,22,1996,14,13,1117,1,0,0,0,5,0
1054,Theo Hernández\Theo-Hernandez,fr FRA,DF,Real Sociedad,es La Liga,20,1997,24,22,1976,1,2,0,0,5,1
1055,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,eng Premier League,28,1989,22,16,1403,2,3,0,0,4,0
1056,Yangel Herrera\Yangel-Herrera,ve VEN,MFDF,Huesca,es La Liga,20,1998,16,14,1154,0,0,0,0,5,0
1057,Iago Herrerín\Iago-Herrerin,es ESP,GK,Athletic Club,es La Liga,30,1988,31,31,2790,0,1,0,0,1,0
1058,Patrick Herrmann\Patrick-Herrmann,de GER,FWDF,M'gladbach,de Bundesliga,27,1991,24,10,1079,3,2,0,0,1,0
1059,Pablo Hervías\Pablo-Hervias,es ESP,FWMF,Valladolid,es La Liga,25,1993,3,2,160,0,0,0,0,1,0
1060,Pablo Hervías\Pablo-Hervias,es ESP,MF,Eibar,es La Liga,25,1993,3,2,180,0,1,0,0,0,0
1061,Përparim Hetemaj\Perparim-Hetemaj,fi FIN,MF,Chievo,it Serie A,31,1986,30,25,2156,2,0,0,0,9,0
1062,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,eng Premier League,26,1992,31,23,2039,12,6,0,0,2,1
1063,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,Chelsea,eng Premier League,30,1987,14,13,1085,5,0,0,0,0,0
1064,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,Milan,it Serie A,30,1987,15,15,1277,6,1,0,1,3,1
1065,Oscar Hiljemark\Oscar-Hiljemark,se SWE,MF,Genoa,it Serie A,26,1992,17,15,1196,1,0,0,0,0,0
1066,Vitorino Hilton\Vitorino-Hilton,br BRA,DF,Montpellier,fr Ligue 1,40,1977,36,36,3232,0,2,0,0,5,1
1067,Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Augsburg,de Bundesliga,25,1992,18,18,1575,2,0,0,0,0,0
1068,Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Eint Frankfurt,de Bundesliga,25,1992,14,14,1142,1,0,0,0,3,0
1069,Marwin Hitz\Marwin-Hitz,ch SUI,GK,Dortmund,de Bundesliga,30,1987,2,2,180,0,0,0,0,1,0
1070,Andrew Hjulsager\Andrew-Hjulsager,dk DEN,MFFW,Celta Vigo,es La Liga,23,1995,15,2,359,0,3,0,0,1,0
1071,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Southampton,eng Premier League,24,1994,13,13,1170,0,0,0,0,2,0
1072,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Celta Vigo,es La Liga,24,1994,10,9,893,0,0,0,0,3,1
1073,André Hoffmann\Andre-Hoffmann,de GER,DFMF,Düsseldorf,de Bundesliga,25,1993,13,11,1049,0,0,0,0,4,0
1074,Nicolas Höfler\Nicolas-Hofler,de GER,MF,Freiburg,de Bundesliga,28,1990,18,18,1615,0,0,0,0,6,0
1075,Jonas Hofmann\Jonas-Hofmann,de GER,MF,M'gladbach,de Bundesliga,26,1992,27,21,1911,5,5,1,2,2,0
1076,Jonathan Hogg\Jonathan-Hogg,eng ENG,MF,Huddersfield,eng Premier League,29,1988,29,29,2367,0,1,0,0,8,1
1077,Junior Hoilett\Junior-Hoilett,ca CAN,FWMF,Cardiff City,eng Premier League,28,1990,32,23,2141,3,1,0,0,4,0
1078,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,eng Premier League,22,1995,10,9,807,0,0,0,0,1,0
1079,José Holebas\Jose-Holebas,gr GRE,DF,Watford,eng Premier League,34,1984,28,27,2393,3,6,0,0,12,1
1080,Lucas Höler\Lucas-Holer,de GER,FWMF,Freiburg,de Bundesliga,24,1994,26,11,1006,4,0,0,0,0,0
1081,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,eng Premier League,21,1996,5,4,408,0,0,0,0,1,0
1082,Gerrit Holtmann\Gerrit-Holtmann,de GER,FWMF,Mainz 05,de Bundesliga,23,1995,4,1,145,0,0,0,0,2,0
1083,Justin Hoogma\Justin-Hoogma,nl NED,DFMF,Hoffenheim,de Bundesliga,20,1998,2,1,111,0,0,0,0,0,0
1084,Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,Leverkusen,de Bundesliga,28,1989,32,32,2880,0,0,0,0,1,0
1085,Branimir Hrgota\Branimir-Hrgota,se SWE,FW,Eint Frankfurt,de Bundesliga,25,1993,1,0,5,0,0,0,0,0,0
1086,Benjamin Hübner\Benjamin-Hubner,de GER,DF,Hoffenheim,de Bundesliga,29,1989,10,9,813,0,0,0,0,2,0
1087,Tomáš Hubočan\Tomas-Hubocan,sk SVK,DF,Marseille,fr Ligue 1,32,1985,2,0,69,0,0,0,0,1,0
1088,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,eng Premier League,17,2000,10,4,393,0,1,0,0,0,0
1089,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,eng Premier League,23,1995,32,31,2418,2,4,0,0,5,0
1090,Vitor Hugo\Vitor-Hugo,br BRA,DF,Fiorentina,it Serie A,27,1991,30,27,2470,0,2,0,0,7,1
1091,Mats Hummels\Mats-Hummels,de GER,DF,Bayern Munich,de Bundesliga,29,1988,21,20,1775,1,1,0,0,1,0
1092,Adrien Hunou\Adrien-Hunou,fr FRA,FWMF,Rennes,fr Ligue 1,24,1994,19,14,1240,8,1,0,0,1,0
1093,Emerson Hyndman\Emerson-Hyndman,us USA,MF,Bournemouth,eng Premier League,22,1996,1,0,38,0,0,0,0,0,0
1094,Elseid Hysaj\Elseid-Hysaj,al ALB,DF,Napoli,it Serie A,24,1994,27,24,2107,0,2,0,0,4,0
1095,Suk Hyun-jun\Suk-Hyun-jun,kr KOR,FW,Reims,fr Ligue 1,27,1991,22,7,793,3,0,0,0,3,0
1096,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,eng Premier League,22,1995,31,31,2760,4,3,0,0,8,2
1097,Simone Iacoponi\Simone-Iacoponi,it ITA,DF,Parma,it Serie A,31,1987,38,38,3346,0,0,0,0,4,0
1098,Robert Ibáñez\Robert-Ibanez,es ESP,DFFW,Getafe,es La Liga,25,1993,7,0,76,0,0,0,0,1,0
1099,Roger Ibanez\Roger-Ibanez,br BRA,FW,Atalanta,it Serie A,19,1998,1,0,2,0,0,0,0,0,0
1100,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,eng Premier League,22,1995,19,9,797,1,1,0,0,1,0
1101,Vedad Ibišević\Vedad-Ibisevic,ba BIH,FW,Hertha BSC,de Bundesliga,33,1984,28,24,1807,10,2,1,1,5,1
1102,Vicente Iborra\Vicente-Iborra,es ESP,MFFW,Villarreal,es La Liga,30,1988,19,19,1665,3,1,0,0,7,0
1103,Vicente Iborra\Vicente-Iborra,es ESP,MF,Leicester City,eng Premier League,30,1988,8,3,229,0,0,0,0,0,0
1104,Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,ga GAB,MF,Guingamp,fr Ligue 1,24,1994,11,8,744,0,0,0,0,3,0
1105,Mauro Icardi\Mauro-Icardi,ar ARG,FW,Inter,it Serie A,25,1993,29,24,2267,11,4,5,6,0,0
1106,Salvador Ichazo\Salvador-Ichazo,uy URU,GK,Torino,it Serie A,26,1992,3,2,251,0,0,0,0,0,0
1107,Edgar Ié\Edgar-Ie,pt POR,DF,Lille,fr Ligue 1,24,1994,7,1,239,0,0,0,0,1,0
1108,Edgar Ié\Edgar-Ie,pt POR,DF,Nantes,fr Ligue 1,24,1994,9,9,776,0,0,0,0,2,0
1109,Borja Iglesias\Borja-Iglesias,es ESP,FW,Espanyol,es La Liga,25,1993,37,35,3075,17,3,3,3,5,0
1110,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,eng Premier League,21,1996,30,9,941,1,3,0,0,2,0
1111,Jordan Ikoko\Jordan-Ikoko,cd COD,DF,Guingamp,fr Ligue 1,24,1994,20,19,1707,0,0,0,0,3,0
1112,Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,Lille,fr Ligue 1,20,1998,38,34,2796,3,9,0,0,3,0
