Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Att_VD,Tkl%_VD,Past_VD,Press,Press_Succ,Press%,P_D3,P_M3,P_A3,Blocks,Sh_Blk,ShSv,Pass_Blk,Int,Tkl+Int,Clr,Err
2236,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,16.2,20,8,9,9,2,9,44,20.5,35,249,55,22.1,115,116,18,34,11,0,23,24,44,39,0
2237,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1
2238,Andrea Seculin\Andrea-Seculin,it ITA,GK,Chievo,it Serie A,28,1990,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2239,Stanley Segarel\Stanley-Segarel,fr FRA,FWMF,Amiens,fr Ligue 1,24,1994,0.2,0,0,0,0,0,0,0,,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
2240,Davie Selke\Davie-Selke,de GER,FWMF,Hertha BSC,de Bundesliga,23,1995,19.3,5,3,2,3,0,3,13,23.1,10,341,85,24.9,18,137,186,11,1,0,10,1,6,9,0
2241,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,18.5,43,23,10,28,5,15,46,32.6,31,380,91,23.9,121,218,41,26,6,0,20,18,61,26,0
2242,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,3,3,1,0
2243,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,eng Premier League,24,1993,8.4,13,9,4,7,2,4,15,26.7,11,279,72,25.8,90,119,70,16,0,0,16,8,21,4,0
2244,Alfa Semedo\Alfa-Semedo,pt POR,MF,Espanyol,es La Liga,20,1997,0.5,0,0,0,0,0,0,3,0,3,17,1,5.9,3,13,1,1,1,0,0,2,2,2,0
2245,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,17.8,48,36,29,15,4,18,22,81.8,4,278,94,33.8,124,93,61,36,6,0,30,22,70,22,0
2246,Rúben Semedo\Ruben-Semedo,pt POR,DF,Huesca,es La Liga,24,1994,9.4,22,14,16,6,0,11,16,68.8,5,91,28,30.8,54,36,1,17,9,0,8,16,38,32,2
2247,Adrian Šemper\Adrian-Semper,hr CRO,GK,Chievo,it Serie A,20,1998,6,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
2248,Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,21.9,40,34,17,19,4,9,35,25.7,26,371,117,31.5,125,164,82,40,8,0,32,31,71,15,0
2249,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,0,0,0,0,0,0,1,0,1,1,1,100,1,0,0,0,0,0,0,3,3,1,3
2250,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,19.2,57,35,23,27,7,10,46,21.7,36,424,117,27.6,132,225,67,36,4,0,32,23,80,7,0
2251,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,24.9,47,35,22,23,2,11,39,28.2,28,557,146,26.2,180,305,72,45,8,0,37,33,80,16,0
2252,Leonardo Sernicola\Leonardo-Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,0.1,0,0,0,0,0,0,0,,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0
2253,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,1.3,7,4,4,3,0,3,5,60,2,33,9,27.3,18,13,2,3,0,0,3,3,10,2,0
2254,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,1.2,0,0,0,0,0,0,1,0,1,24,7,29.2,8,15,1,1,0,0,1,1,1,1,0
2255,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,25.6,37,25,18,12,7,10,28,35.7,18,623,115,18.5,225,267,131,55,2,0,53,17,54,29,0
2256,Paik Seung-ho\Paik-Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,0.7,0,0,0,0,0,0,2,0,2,11,5,45.5,2,6,3,0,0,0,0,3,3,1,0
2257,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,23.4,23,14,9,8,6,10,32,31.3,22,374,92,24.6,129,151,94,21,2,0,19,21,44,7,0
2258,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2259,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,11.8,9,4,3,4,2,1,16,6.3,15,213,55,25.8,44,108,61,11,1,0,10,5,14,5,0
2260,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,45,25,15,25,5,12,36,33.3,24,448,129,28.8,211,175,62,59,11,0,48,22,67,83,0
2261,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,10.5,19,9,9,6,4,7,22,31.8,15,173,41,23.7,76,79,18,13,2,0,11,8,27,15,0
2262,Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,4.3,9,6,2,6,1,2,4,50,2,168,26,15.5,37,93,38,7,0,0,7,3,12,3,0
2263,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,27,20,18,8,1,11,29,37.9,18,171,47,27.5,114,53,4,27,13,0,14,20,47,66,0
2264,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,23.1,58,31,35,13,10,22,56,39.3,34,360,113,31.4,168,130,62,38,8,0,30,29,87,56,0
2265,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,14,27,20,12,13,2,6,20,30,14,271,72,26.6,124,119,28,22,5,0,17,15,42,38,1
2266,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,48,26,32,12,4,18,41,43.9,23,217,73,33.6,139,70,8,28,8,0,20,41,89,51,0
2267,Theoson Siebatcheu\Theoson-Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,22,1996,6.8,9,6,0,5,4,2,4,50,2,172,35,20.3,11,106,55,10,2,0,8,4,13,5,0
2268,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,3,14,7,10,4,0,5,8,62.5,3,58,14,24.1,43,15,0,2,1,0,1,4,18,27,0
2269,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,34.6,47,31,20,16,11,15,48,31.3,33,951,252,26.5,150,475,326,49,5,0,44,29,76,21,0
2270,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,18.2,26,16,9,10,7,8,26,30.8,18,465,98,21.1,114,220,131,19,2,0,17,15,41,13,0
2271,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,1,2,1,0,1,1,0,1,0,1,31,4,12.9,4,22,5,0,0,0,0,1,3,1,0
2272,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,13.2,41,28,18,21,2,19,51,37.3,32,343,107,31.2,112,190,41,24,2,0,22,19,60,23,0
2273,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,24,9,8,0,4,5,2,15,13.3,13,371,92,24.8,36,192,143,21,2,0,19,3,12,28,0
2274,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,31.7,58,46,17,27,14,11,64,17.2,53,871,229,26.3,158,429,284,53,3,0,50,27,85,19,0
2275,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,26.7,27,22,11,12,4,5,27,18.5,22,456,128,28.1,79,220,157,24,3,0,21,19,46,13,0
2276,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,27,1991,15.9,16,11,11,5,0,5,25,20,20,191,60,31.4,105,70,16,34,5,0,29,12,28,41,1
2277,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30,54,29,34,15,5,28,69,40.6,41,541,134,24.8,276,205,60,49,3,0,46,29,83,77,0
2278,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,1,2,1,1,1,0,1,3,33.3,2,14,6,42.9,6,4,4,2,0,0,2,0,2,0,0
2279,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,19,10,10,7,2,4,14,28.6,10,126,43,34.1,67,52,7,41,19,0,22,31,50,112,4
2280,Xande Silva\Xande-Silva,pt POR,FW,West Ham,eng Premier League,21,1997,0.2,0,0,0,0,0,0,0,,0,6,0,0,1,3,2,1,0,0,1,0,0,0,0
2281,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34,27,16,21,6,0,10,20,50,10,211,72,34.1,152,51,8,41,25,0,16,27,54,184,0
2282,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,27.3,32,24,9,19,4,8,38,21.1,30,482,113,23.4,54,235,193,32,4,0,28,5,37,10,0
2283,Lorenco Šimić\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,8,6,6,1,1,2,5,40,3,22,5,22.7,17,5,0,5,2,0,3,12,20,16,0
2284,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,8.7,12,5,6,4,2,2,9,22.2,7,175,38,21.7,79,66,30,20,1,0,19,12,24,12,1
2285,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,21,1997,7,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,1,1,0,0
2286,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,3.2,9,7,7,2,0,2,5,40,3,49,20,40.8,31,18,0,12,4,0,8,6,15,16,0
2287,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1997,4.5,7,4,6,1,0,4,6,66.7,2,43,11,25.6,23,19,1,10,3,0,7,10,17,42,0
2288,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,eng Premier League,21,1997,2.4,1,0,1,0,0,0,0,,0,64,23,35.9,17,28,19,2,0,0,2,1,2,1,0
2289,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,0.7,0,0,0,0,0,0,0,,0,8,1,12.5,0,3,5,2,0,0,2,1,1,0,0
2290,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,32.9,58,36,41,17,0,30,58,51.7,28,287,85,29.6,195,83,9,39,15,1,24,65,123,199,2
2291,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,31,1987,35.2,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,3,3,1,0
2292,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,29.6,65,40,21,35,9,19,61,31.1,42,741,157,21.2,212,445,84,37,4,0,33,31,96,45,1
2293,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,25.9,45,30,24,18,3,10,32,31.3,22,432,119,27.5,163,208,61,41,6,0,35,16,61,24,0
2294,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,9.4,3,1,3,0,0,1,14,7.1,13,253,57,22.5,69,120,64,5,0,0,5,3,6,1,0
2295,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
2296,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,34.3,102,66,40,54,8,31,94,33,63,861,238,27.6,231,527,103,93,9,0,84,60,162,62,0
2297,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,eng Premier League,17,2000,2.4,5,3,2,3,0,3,6,50,3,66,20,30.3,28,33,5,4,1,0,3,1,6,4,0
2298,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,0,0,0,0,0,0,0,,0,4,1,25,3,1,0,0,0,0,0,3,3,2,2
2299,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,23,1995,35,66,44,46,17,3,33,61,54.1,28,233,85,36.5,153,59,21,55,32,0,23,28,94,149,1
2300,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,7.4,8,7,1,4,3,0,14,0,14,244,59,24.2,33,107,104,11,0,0,11,3,11,2,0
2301,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,28,1990,6.7,9,5,4,3,2,1,15,6.7,14,189,32,16.9,16,130,43,8,3,0,5,3,12,12,1
2302,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,1.2,4,2,1,3,0,2,6,33.3,4,74,17,23,27,40,7,5,1,0,4,2,6,2,0
2303,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,25.4,38,28,17,17,4,9,54,16.7,45,533,124,23.3,94,267,172,30,0,0,30,14,52,8,0
2304,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,23.6,29,15,20,8,1,6,15,40,9,174,54,31,110,60,4,53,29,0,24,27,56,141,1
2305,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,23,49,28,24,18,7,12,33,36.4,21,443,114,25.7,250,131,62,56,7,0,49,32,81,67,1
2306,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,12.7,25,15,13,10,2,8,29,27.6,21,232,64,27.6,136,75,21,18,6,0,12,18,43,33,0
2307,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,0.3,0,0,0,0,0,0,0,,0,5,1,20,1,3,1,0,0,0,0,1,1,0,0
2308,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,30,1987,24.7,45,27,17,25,3,14,49,28.6,35,613,135,22,171,305,137,26,4,0,22,11,56,19,0
2309,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,26,1991,16.6,28,17,17,8,3,9,24,37.5,15,297,54,18.2,174,96,27,36,7,0,29,21,49,41,1
2310,Cédric Soares\Cedric-Soares,pt POR,DF,Inter,it Serie A,26,1991,2.9,8,4,2,4,2,5,8,62.5,3,52,9,17.3,21,17,14,7,1,0,6,2,10,3,0
2311,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,eng Premier League,21,1997,0.9,2,2,0,1,1,0,0,,0,12,5,41.7,3,6,3,3,0,0,3,0,2,0,0
2312,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,10.5,21,15,9,12,0,5,13,38.5,8,194,62,32,72,110,12,17,2,0,15,25,46,22,0
2313,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,10.7,16,9,8,5,3,5,15,33.3,10,291,65,22.3,58,167,66,16,0,0,16,2,18,10,0
2314,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,2.1,5,2,1,4,0,1,2,50,1,54,13,24.1,9,35,10,3,2,0,1,1,6,2,0
2315,Danilo Soddimo\Danilo-Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,2.8,11,9,4,5,2,4,12,33.3,8,71,15,21.1,17,36,18,6,1,0,5,6,17,1,0
2316,Alex Sola\Alex-Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1,5,2,1,3,1,3,4,75,1,19,8,42.1,14,5,0,0,0,0,0,1,6,2,0
2317,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,3.9,8,6,2,5,1,0,4,0,4,119,29,24.4,23,63,33,7,1,0,6,2,10,5,0
2318,Andrés Solano\Andres-Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,0.5,3,2,2,1,0,1,1,100,0,15,6,40,7,7,1,1,0,0,1,0,3,1,0
2319,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,21,1997,27.3,41,22,20,17,4,15,69,21.7,54,714,169,23.7,221,353,140,58,8,0,50,19,60,34,1
2320,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.7,0,0,0,0,0,0,1,0,1,14,3,21.4,9,5,0,0,0,0,0,1,1,1,0
2321,Yann Sommer\Yann-Sommer,ch SUI,GK,M'gladbach,de Bundesliga,29,1988,34,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,4,2
2322,Kévin Soni\Kevin-Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,0.9,4,1,0,2,2,2,4,50,2,26,7,26.9,3,16,7,3,0,0,3,1,5,0,0
2323,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,29.4,40,31,26,14,0,11,19,57.9,8,239,93,38.9,160,76,3,52,26,1,26,35,75,145,1
2324,Oliver Sorg\Oliver-Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,17.6,50,32,34,15,1,15,43,34.9,28,202,63,31.2,125,71,6,31,12,0,19,45,95,43,1
2325,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,3,0,0,3,1,1,0,1
2326,Juan Soriano\Juan-Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
2327,Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Torino,it Serie A,27,1991,5.2,9,8,2,4,3,3,10,30,7,91,26,28.6,14,55,22,12,0,0,12,4,13,2,0
2328,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,27,1991,16.5,27,18,12,10,5,5,21,23.8,16,380,102,26.8,78,199,103,18,0,0,18,4,31,9,0
2329,Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,3,3,0,0
2330,Borna Sosa\Borna-Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,6.8,17,8,13,4,0,6,15,40,9,107,30,28,63,34,10,19,3,0,16,6,23,24,1
2331,Sebastian Soto\Sebastian-Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,0.3,0,0,0,0,0,0,0,,0,6,0,0,0,3,3,0,0,0,0,0,0,0,0
2332,Riccardo Sottil\Riccardo-Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,0.2,1,1,0,1,0,1,1,100,0,5,1,20,3,1,1,0,0,0,0,0,1,0,0
2333,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2334,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,19.1,16,16,13,3,0,4,6,66.7,2,86,40,46.5,68,16,2,36,22,0,14,23,39,79,1
2335,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,19,1999,6.3,18,16,8,9,1,6,10,60,4,155,47,30.3,53,91,11,9,2,0,7,5,23,7,0
2336,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,22,1996,4.1,7,5,6,1,0,1,5,20,4,42,16,38.1,27,13,2,6,3,0,3,6,13,33,1
2337,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
2338,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,6.7,7,5,4,2,1,4,9,44.4,5,84,26,31,36,20,28,7,0,0,7,4,11,5,0
2339,Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,6,6,4,4,2,0,1,3,33.3,2,32,17,53.1,24,8,0,9,6,0,3,8,14,23,0
2340,Marco Sportiello\Marco-Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1
2341,Mattia Sprocati\Mattia-Sprocati,it ITA,FWMF,Parma,it Serie A,25,1992,7.2,8,3,4,3,1,5,10,50,5,114,24,21.1,37,51,26,12,0,0,12,7,15,5,0
2342,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,9.1,20,13,9,7,4,5,20,25,15,169,45,26.6,42,75,52,9,0,0,9,5,25,13,0
2343,Darijo Srna\Darijo-Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,23.2,31,16,11,16,4,11,21,52.4,10,183,48,26.2,86,67,30,34,7,0,27,17,48,58,0
2344,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,10.2,19,11,14,4,1,3,14,21.4,11,181,52,28.7,101,67,13,24,2,0,22,16,35,33,0
2345,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,19.6,57,36,27,29,1,24,48,50,24,286,97,33.9,126,142,18,45,9,0,36,32,89,84,1
2346,Jozo Stanić\Jozo-Stanic,hr CRO,DF,Augsburg,de Bundesliga,19,1999,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2347,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,11.5,11,7,7,4,0,1,8,12.5,7,216,45,20.8,75,99,42,13,3,0,10,3,14,11,0
2348,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,20.8,33,12,22,11,0,8,24,33.3,16,249,53,21.3,157,90,2,53,25,0,28,38,71,134,0
2349,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,0.2,0,0,0,0,0,0,1,0,1,7,0,0,3,3,1,0,0,0,0,0,0,0,0
2350,Renato Steffen\Renato-Steffen,ch SUI,FWDF,Wolfsburg,de Bundesliga,26,1991,16.7,36,23,8,21,7,8,25,32,17,335,90,26.9,71,174,90,18,3,0,15,20,56,11,0
2351,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,1.2,7,2,1,6,0,1,3,33.3,2,33,11,33.3,18,14,1,2,1,0,1,0,7,0,0
2352,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Freiburg,de Bundesliga,22,1996,16.1,41,24,24,14,3,22,45,48.9,23,232,54,23.3,132,85,15,24,5,0,19,31,72,47,1
2353,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,27.6,76,53,36,36,4,22,78,28.2,56,559,138,24.7,248,283,28,40,12,0,28,49,125,59,1
2354,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,18.9,24,15,20,3,1,9,28,32.1,19,159,57,35.8,113,38,8,31,16,0,15,34,58,121,0
2355,Mariusz Stępiński\Mariusz-Stepinski,pl POL,FW,Chievo,it Serie A,23,1995,27.5,26,17,2,13,11,6,23,26.1,17,630,120,19,33,314,283,20,6,1,14,6,32,19,0
2356,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,30.8,29,17,8,15,6,9,20,45,11,475,135,28.4,81,211,183,36,1,0,35,16,45,6,0
2357,Lars Stindl\Lars-Stindl,de GER,FWMF,M'gladbach,de Bundesliga,29,1988,16.8,23,19,4,15,4,0,16,0,16,436,95,21.8,31,233,172,18,2,0,16,13,36,13,0
2358,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,23.5,68,47,36,25,7,23,63,36.5,40,640,157,24.5,208,359,73,42,7,1,35,32,100,20,0
2359,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,19.6,15,11,10,5,0,4,8,50,4,138,50,36.2,80,48,10,29,11,1,18,15,30,67,0
2360,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
2361,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'gladbach,de Bundesliga,28,1990,25.5,35,23,17,17,1,7,30,23.3,23,412,103,25,151,245,16,45,17,0,28,34,69,41,0
2362,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,21.6,58,40,15,30,13,15,58,25.9,43,477,140,29.4,138,284,55,38,7,1,31,25,83,25,1
2363,Kevin Strootman\Kevin-Strootman,nl NED,MF,Roma,it Serie A,28,1990,1,1,1,0,0,1,1,4,25,3,35,4,11.4,14,12,9,4,0,0,4,2,3,2,0
2364,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DFMF,Udinese,it Serie A,27,1991,35.9,41,23,27,11,3,23,54,42.6,31,373,87,23.3,191,137,45,52,8,2,44,25,66,80,0
2365,Cristhian Stuani\Cristhian-Stuani,uy URU,FW,Girona,es La Liga,31,1986,30.3,23,15,6,14,3,5,22,22.7,17,513,111,21.6,43,258,212,18,1,0,17,4,27,38,0
2366,Leo Štulac\Leo-Stulac,si SVN,MF,Parma,it Serie A,23,1994,16.1,21,16,7,12,2,5,21,23.8,16,324,75,23.1,157,139,28,36,12,0,24,34,55,36,1
2367,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,25,1993,2.4,5,4,0,4,1,2,8,25,6,57,15,26.3,18,21,18,5,2,0,3,3,8,1,0
2368,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,5.7,3,2,1,1,1,1,3,33.3,2,71,20,28.2,7,31,33,1,0,0,1,2,5,1,0
2369,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,30,1988,36,105,67,55,34,16,51,131,38.9,80,663,196,29.6,291,278,94,69,5,0,64,46,151,69,0
2370,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,eng Premier League,24,1994,0.8,1,1,0,1,0,0,0,,0,33,7,21.2,9,17,7,0,0,0,0,1,2,0,0
2371,Denis Suárez\Denis-Suarez,es ESP,MF,Barcelona,es La Liga,24,1994,0.2,0,0,0,0,0,0,0,,0,6,0,0,1,5,0,1,0,0,1,0,0,0,0
2372,Leonardo Suárez\Leonardo-Suarez,ar ARG,FWMF,Valladolid,es La Liga,22,1996,5.7,4,4,2,1,1,1,10,10,9,111,26,23.4,26,53,32,9,1,0,8,1,5,1,0
