Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,AD_Won%
1978,Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,it Serie A,31,1986,21.4,3,3,1,31,20,1,12,39,26,0,1,0,235,53,28,65.4
1979,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,32,1985,23.8,3,0,0,22,23,3,54,50,24,1,0,0,298,62,23,72.9
1980,Claudio Pizarro\Claudio-Pizarro,pe PER,FWMF,Köln,de Bundesliga,38,1978,6.4,0,0,0,6,7,8,2,4,8,0,0,0,41,18,26,40.9
1981,Guido Pizarro\Guido-Pizarro,ar ARG,MF,Sevilla,es La Liga,27,1990,19.5,9,0,0,42,26,0,1,30,41,0,0,0,224,29,15,65.9
1982,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Schalke 04,de Bundesliga,22,1995,2.9,0,0,0,5,5,0,0,1,6,0,0,0,16,5,10,33.3
1983,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Juventus,it Serie A,27,1990,27.6,5,0,0,42,28,0,113,62,36,1,0,1,335,15,20,42.9
1984,Carles Planas\Carles-Planas,es ESP,DFMF,Girona,es La Liga,26,1991,2.1,0,0,0,2,0,0,7,6,2,0,0,0,25,2,1,66.7
1985,Jaroslav Plašil\Jaroslav-Plasil,cz CZE,MF,Bordeaux,fr Ligue 1,35,1982,11.6,2,0,0,16,15,0,9,22,14,0,0,0,131,1,6,14.3
1986,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,25,1992,33,6,0,0,34,34,1,194,39,32,0,0,0,283,32,15,68.1
1987,Alassane Pléa\Alassane-Plea,fr FRA,FW,Nice,fr Ligue 1,24,1993,33.8,7,0,0,37,60,15,15,10,9,1,0,0,124,8,28,22.2
1988,Morgan Poaty\Morgan-Poaty,fr FRA,MF,Montpellier,fr Ligue 1,20,1997,1.9,1,0,0,2,3,0,11,0,0,0,0,0,19,1,1,50
1989,Gerónimo Poblete\Geronimo-Poblete,ar ARG,MF,Metz,fr Ligue 1,24,1993,18.4,1,0,0,20,30,1,4,26,33,0,0,0,167,8,5,61.5
1990,Florentin Pogba\Florentin-Pogba,gn GUI,DF,Saint-Étienne,fr Ligue 1,26,1990,3.6,1,0,0,3,3,1,10,1,1,0,1,0,42,1,1,50
1991,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,eng Premier League,24,1993,23.9,5,1,0,44,52,3,29,23,16,0,0,0,262,32,20,61.5
1992,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MFFW,Leverkusen,de Bundesliga,22,1994,1.3,0,0,0,2,2,0,0,0,0,0,0,0,4,4,5,44.4
1993,Eugen Polanski\Eugen-Polanski,pl POL,MF,Hoffenheim,de Bundesliga,31,1986,2.9,1,0,0,4,3,0,0,2,3,0,0,0,33,0,1,0
1994,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,27,1989,28.3,9,2,1,32,54,1,14,31,54,0,0,0,246,15,40,27.3
1995,Matteo Politano\Matteo-Politano,it ITA,FW,Sassuolo,it Serie A,23,1993,31.2,1,0,0,20,56,10,180,20,17,1,0,0,213,12,36,25
1996,Julian Pollersbeck\Julian-Pollersbeck,de GER,GK,Hamburger SV,de Bundesliga,22,1994,10,1,0,0,0,0,0,0,0,0,0,0,0,67,0,0,
1997,Ezequiel Ponce\Ezequiel-Ponce,ar ARG,FW,Lille,fr Ligue 1,20,1997,12.2,2,0,0,32,11,12,3,4,5,0,0,0,35,16,32,33.3
1998,Pere Pons\Pere-Pons,es ESP,MF,Girona,es La Liga,24,1993,28.4,8,0,,56,,,,,,,,,,,,
1999,Simone Pontisso\Simone-Pontisso,it ITA,MF,Udinese,it Serie A,20,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,eng Premier League,25,1992,34.6,3,0,0,1,2,0,0,0,0,0,1,0,197,0,1,0
2001,Jérémie Porsan-Clémenté\Jeremie-Porsan-Clemente,fr FRA,MF,Montpellier,fr Ligue 1,19,1997,1,1,0,0,1,1,0,5,1,1,0,0,0,10,1,0,100
2002,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,27,1990,27.2,6,0,0,27,30,2,30,21,16,0,0,0,235,6,23,20.7
2003,Portu\Portu,es ESP,FWMF,Girona,es La Liga,25,1992,33.1,5,0,0,52,55,24,70,12,20,0,0,0,159,11,50,18
2004,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,20,1997,8.4,3,0,0,11,3,0,7,29,15,0,2,0,89,12,6,66.7
2005,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,28,1988,26.9,6,0,0,13,15,0,3,43,14,0,0,1,215,11,33,25
2006,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,23,1994,18.5,1,0,0,27,38,13,12,10,9,0,0,0,88,66,80,45.2
2007,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,24,1992,18.9,5,0,0,23,14,4,80,36,22,1,0,0,182,15,2,88.2
2008,Darío Poveda\Dario-Poveda,es ESP,FW,Villarreal,es La Liga,20,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
2009,Dennis Praet\Dennis-Praet,be BEL,MF,Sampdoria,it Serie A,23,1994,29.5,4,0,0,25,27,1,74,42,54,0,0,0,278,21,38,35.6
2010,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Rennes,fr Ligue 1,23,1993,17.4,3,0,0,13,10,0,5,27,18,0,0,0,192,3,3,50
2011,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Bordeaux,fr Ligue 1,26,1991,21.5,6,0,0,49,37,6,60,20,25,0,0,0,121,7,23,23.3
2012,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Lille,fr Ligue 1,26,1991,3.2,0,0,0,7,4,2,2,0,3,0,0,0,14,2,2,50
2013,Andrés Prieto\Andres-Prieto,es ESP,GK,Málaga,es La Liga,23,1993,4,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,
2014,Xabi Prieto\Xabi-Prieto,es ESP,MF,Real Sociedad,es La Liga,33,1983,21.3,1,0,0,15,32,4,56,8,10,0,0,0,130,17,20,45.9
2015,Jérôme Prior\Jerome-Prior,fr FRA,GK,Bordeaux,fr Ligue 1,21,1995,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2016,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,eng Premier League,24,1993,11.1,1,0,0,5,23,1,47,6,9,1,0,0,89,2,11,15.4
2017,Sloan Privat\Sloan-Privat,fr FRA,FW,Guingamp,fr Ligue 1,28,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,30,1987,17.4,5,0,0,21,9,3,1,31,11,0,0,0,189,22,14,61.1
2019,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,25,1991,34.7,2,1,0,41,11,2,12,60,47,0,0,0,430,26,27,49.1
2020,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,it Serie A,26,1991,15.3,3,0,0,13,18,6,13,13,16,0,0,0,87,12,25,32.4
2021,Christian Puggioni\Christian-Puggioni,it ITA,GK,Sampdoria,it Serie A,36,1981,9,0,0,0,0,3,0,0,0,0,0,1,0,55,0,0,
2022,Christian Puggioni\Christian-Puggioni,it ITA,GK,Benevento,it Serie A,36,1981,13.1,0,1,0,1,1,0,0,1,0,0,0,0,66,0,0,
2023,Marc Pugh\Marc-Pugh,eng ENG,MFFW,Bournemouth,eng Premier League,30,1987,10.9,2,0,0,7,10,2,32,13,5,0,0,0,80,4,12,25
2024,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,23,1994,30.8,9,0,0,42,32,1,34,44,44,0,0,0,381,31,17,64.6
2025,Christian Pulisic\Christian-Pulisic,us USA,FW,Dortmund,de Bundesliga,18,1998,25.6,1,0,0,16,33,8,71,25,15,1,0,0,163,12,45,21.1
2026,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,eng Premier League,31,1986,7.2,5,0,0,14,3,0,20,7,4,0,0,0,63,3,5,37.5
2027,George Pușcaș\George-Puscas,ro ROU,FWMF,Benevento,it Serie A,21,1996,7.8,0,0,0,14,9,1,4,1,2,0,0,0,35,20,24,45.5
2028,Loïc Puyo\Loic-Puyo,fr FRA,MF,Angers,fr Ligue 1,28,1988,1.9,0,0,0,4,2,0,7,3,6,0,0,0,29,0,0,
2029,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,34,1983,30.2,4,0,0,23,47,40,48,8,9,0,0,0,143,28,43,39.4
2030,Robin Quaison\Robin-Quaison,se SWE,FW,Mainz 05,de Bundesliga,23,1993,15.7,3,0,0,31,16,4,7,7,9,0,0,0,81,24,58,29.3
2031,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,eng Premier League,26,1991,14.2,4,0,0,14,26,3,24,13,7,0,0,0,118,5,21,19.2
2032,Dani Raba\Dani-Raba,es ESP,MFFW,Villarreal,es La Liga,21,1995,12.3,3,1,0,24,28,8,35,18,14,0,0,0,95,4,9,30.8
2033,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,22,1995,26.3,2,0,0,38,21,0,21,35,30,0,0,0,280,14,11,56
2034,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Celta Vigo,es La Liga,24,1993,12.3,3,0,0,10,16,1,4,10,10,0,0,0,125,17,11,60.7
2035,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,28,1988,34.9,6,1,0,32,40,0,33,51,37,0,0,0,462,61,33,64.9
2036,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,30,1986,28.8,9,2,1,23,30,0,20,57,42,0,0,0,340,36,21,63.2
2037,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,27,1990,20.1,9,0,0,33,27,2,62,44,33,0,0,1,181,12,10,54.5
2038,Rafael\Rafael,br BRA,GK,Cagliari,it Serie A,35,1982,8.8,1,0,0,0,0,0,0,1,0,0,0,0,41,0,0,
2039,Raffael\Raffael,br BRA,FW,M'gladbach,de Bundesliga,32,1985,23,0,0,0,16,34,8,16,10,21,0,0,0,148,0,14,0
2040,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,31,1985,20.6,4,0,0,23,29,0,60,36,20,0,0,0,242,17,24,41.5
2041,Rafinha\Rafinha,br BRA,MFFW,Inter,it Serie A,24,1993,11.6,1,0,0,11,28,1,18,8,16,1,0,0,97,5,9,35.7
2042,Andrea Raggi\Andrea-Raggi,it ITA,DF,Monaco,fr Ligue 1,33,1984,17.8,3,0,0,12,13,2,23,36,10,0,0,0,125,2,7,22.2
2043,Antonino Ragusa\Antonino-Ragusa,it ITA,FWMF,Sassuolo,it Serie A,27,1990,9.2,6,0,0,19,32,5,22,7,14,1,0,0,60,6,15,28.6
2044,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,de Bundesliga,23,1994,0.4,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,
2045,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,29,1988,31.5,4,0,0,32,46,3,56,41,32,0,0,0,289,16,12,57.1
2046,André Ramalho\Andre-Ramalho,br BRA,DFFW,Leverkusen,de Bundesliga,25,1992,0.4,0,0,0,0,0,0,0,1,1,0,0,0,7,1,1,50
2047,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Girona,es La Liga,24,1993,25.5,3,0,0,20,13,1,8,35,12,0,1,1,288,24,14,63.2
2048,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,fr Ligue 1,31,1985,32.8,5,0,0,28,22,1,4,50,20,0,0,1,426,38,20,65.5
2049,Benito Ramírez\Benito-Ramirez,es ESP,FWMF,Las Palmas,es La Liga,22,1995,1.9,0,0,0,1,1,0,16,4,0,0,0,0,10,0,1,0
2050,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,26,1990,24.6,9,0,0,50,60,0,123,14,23,2,0,0,162,32,49,39.5
2051,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Everton,eng Premier League,22,1995,3.1,0,0,0,1,7,2,6,1,1,0,0,0,20,3,4,42.9
2052,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Sevilla,es La Liga,22,1995,8,0,0,0,17,22,5,18,4,5,1,0,0,46,2,4,33.3
2053,Toño Ramírez\Tono-Ramirez,es ESP,GK,Real Sociedad,es La Liga,30,1986,3.5,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,
2054,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,32,1984,14.5,4,0,0,11,9,2,1,25,12,0,0,0,215,34,20,63
2055,Omar Ramos\Omar-Ramos,es ESP,FWMF,Leganés,es La Liga,29,1988,15.8,3,0,0,14,18,2,78,15,15,0,0,0,109,7,9,43.8
2056,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,31,1986,25.4,9,4,2,35,21,7,10,46,22,0,0,1,329,50,32,61
2057,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,eng Premier League,26,1990,20.5,0,0,0,28,33,0,17,25,22,1,0,0,166,5,8,38.5
2058,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,eng Premier League,34,1982,1.7,0,0,0,1,0,0,6,3,3,0,0,0,19,2,2,50
2059,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,29,1988,7,4,0,0,12,3,0,1,12,7,0,0,1,60,29,8,78.4
2060,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,19,1997,20.1,3,0,0,21,17,9,83,8,5,0,0,0,99,9,13,40.9
2061,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,21,1996,4.3,0,0,0,4,8,4,20,3,3,0,0,0,32,2,9,18.2
2062,Konstantin Rausch\Konstantin-Rausch,ru RUS,DF,Köln,de Bundesliga,27,1990,10.3,3,0,0,11,8,1,71,22,10,0,1,0,136,5,7,41.7
2063,Yoric Ravet\Yoric-Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,27,1989,5.5,0,1,0,10,6,5,41,6,5,0,0,0,49,10,11,47.6
2064,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,23,1993,19.5,8,0,0,56,36,10,35,9,25,1,0,0,123,24,61,28.2
2065,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,fr Ligue 1,22,1995,19.1,4,0,0,16,11,1,60,20,16,0,0,0,181,7,11,38.9
2066,Recio\Recio,es ESP,MF,Málaga,es La Liga,26,1991,20.4,10,2,1,41,44,1,68,33,26,0,0,0,236,11,14,44
2067,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,eng Premier League,23,1994,21.6,3,0,0,19,18,4,71,16,14,0,0,0,166,6,11,35.3
2068,Alberto Redondo\Alberto-Redondo,es ESP,DF,Getafe,es La Liga,20,1997,1,0,0,0,4,0,0,2,0,1,0,0,0,10,1,1,50
2069,Fabian Reese\Fabian-Reese,de GER,FWMF,Schalke 04,de Bundesliga,19,1997,0.8,0,0,0,1,0,0,0,2,2,0,0,0,9,0,1,0
2070,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,26,1990,12,2,0,0,10,6,0,15,10,8,0,0,0,88,19,9,67.9
2071,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,eng Premier League,29,1988,16.1,5,0,0,14,15,0,1,23,13,0,0,0,211,25,12,67.6
2072,Pepe Reina\Pepe-Reina,es ESP,GK,Napoli,it Serie A,34,1982,37,1,0,0,0,3,0,0,0,0,0,0,0,170,0,0,
2073,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Angers,fr Ligue 1,19,1998,4.9,0,0,0,7,14,1,0,2,9,0,0,0,33,3,4,42.9
2074,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,22,1994,25.6,4,0,0,27,18,2,2,33,17,0,2,0,275,53,29,64.6
2075,Loïc Rémy\Loic-Remy,fr FRA,FWMF,Getafe,es La Liga,30,1987,5.1,3,2,1,8,12,9,5,1,2,2,0,0,16,12,8,60
2076,Loïc Rémy\Loic-Remy,fr FRA,FW,Las Palmas,es La Liga,30,1987,8.5,1,0,0,13,7,3,7,2,2,0,0,0,35,7,1,87.5
2077,Jan Repas\Jan-Repas,si SVN,MFFW,Caen,fr Ligue 1,20,1997,10,1,0,0,16,19,1,15,7,7,0,1,0,61,3,7,30
2078,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Leverkusen,de Bundesliga,18,1998,19.1,6,0,0,38,18,3,16,32,33,0,2,0,253,41,26,61.2
2079,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,28,1989,10.3,1,0,0,13,20,5,30,3,13,0,0,0,73,3,19,13.6
2080,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,DFMF,Wolfsburg,de Bundesliga,19,1997,1.4,0,0,0,3,2,0,1,1,1,0,0,0,7,1,9,10
2081,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38,3,0,0,3,7,0,0,2,0,0,0,0,215,0,0,
2082,Franck Ribéry\Franck-Ribery,fr FRA,FWMF,Bayern Munich,de Bundesliga,34,1983,13.4,3,0,0,11,40,2,41,8,10,0,0,0,96,1,5,16.7
2083,Federico Ricca\Federico-Ricca,uy URU,DF,Málaga,es La Liga,22,1994,12.3,4,0,0,16,7,0,31,27,23,0,0,0,146,15,7,68.2
2084,Federico Ricci\Federico-Ricci,it ITA,FWMF,Genoa,it Serie A,23,1994,2.4,0,0,0,4,7,1,11,1,4,0,0,0,16,3,9,25
2085,Federico Ricci\Federico-Ricci,it ITA,FWMF,Crotone,it Serie A,23,1994,10.2,4,0,0,17,26,2,62,9,14,0,0,0,78,4,10,28.6
2086,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,eng Premier League,18,1999,15.9,1,0,0,5,2,0,5,28,17,0,0,0,159,19,18,51.4
2087,Richarlison\Richarlison,br BRA,FWMF,Watford,eng Premier League,20,1997,31.4,4,0,0,37,95,22,52,24,27,2,0,0,197,54,89,37.8
2088,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,19,1997,7.2,0,0,0,17,21,1,9,2,10,0,0,0,48,11,16,40.7
2089,Diego Rico\Diego-Rico,es ESP,DF,Leganés,es La Liga,24,1993,24.8,9,2,1,33,43,4,126,73,33,0,3,0,288,19,14,57.6
2090,Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,es La Liga,32,1984,13,2,0,0,18,23,0,12,21,9,0,0,0,156,2,7,22.2
2091,Sergio Rico\Sergio-Rico,es ESP,GK,Sevilla,es La Liga,23,1993,24,2,0,0,0,3,0,0,1,0,0,1,0,106,0,0,
2092,Jaïro Riedewald\Jairo-Riedewald,nl NED,MFDF,Crystal Palace,eng Premier League,20,1996,4.9,0,0,0,3,0,0,2,13,6,0,0,0,41,4,4,50
2093,Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,es La Liga,33,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2094,Luca Rigoni\Luca-Rigoni,it ITA,MFFW,Genoa,it Serie A,32,1984,17.5,5,0,0,28,22,6,22,16,24,0,0,0,141,16,18,47.1
2095,Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,it Serie A,26,1990,10.4,3,0,0,22,10,0,4,12,22,0,0,0,111,13,18,41.9
2096,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,29,1988,33.3,12,0,0,73,47,1,21,63,32,0,0,0,375,52,38,57.8
2097,Birk Risa\Birk-Risa,no NOR,FWDF,Köln,de Bundesliga,19,1998,0.9,0,0,0,0,1,1,2,0,1,0,0,0,5,1,4,20
2098,Marcel Risse\Marcel-Risse,de GER,DFMF,Köln,de Bundesliga,27,1989,13,2,0,0,9,6,3,122,11,10,0,0,0,102,1,7,12.5
2099,Matt Ritchie\Matt-Ritchie,sco SCO,MFFW,Newcastle Utd,eng Premier League,27,1989,31.2,6,0,0,37,37,4,190,41,26,0,1,0,285,22,40,35.5
2100,Cristian Rivera\Cristian-Rivera,es ESP,MF,Eibar,es La Liga,20,1997,2.7,0,0,0,3,1,0,0,3,7,0,0,0,37,1,1,50
2101,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FW,Metz,fr Ligue 1,27,1990,22.3,1,0,0,40,17,9,3,3,8,0,0,0,84,33,69,32.4
2102,Jonathan Rivierez\Jonathan-Rivierez,fr FRA,DF,Metz,fr Ligue 1,28,1989,22.9,6,0,0,32,14,0,25,47,33,0,1,0,202,4,8,33.3
2103,Luca Rizzo\Luca-Rizzo,it ITA,MF,SPAL,it Serie A,25,1992,5.4,0,0,0,7,7,1,24,4,9,0,1,0,39,1,4,20
2104,Arjen Robben\Arjen-Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,33,1984,16.7,0,0,0,10,25,8,64,7,6,1,0,0,104,16,8,66.7
2105,Rober\Rober,es ESP,DFMF,Levante,es La Liga,22,1995,21.2,4,0,0,17,7,0,3,41,17,0,0,1,240,8,14,36.4
2106,Roberto\Roberto,es ESP,GK,Málaga,es La Liga,31,1986,34,0,0,0,0,3,0,0,3,0,0,0,0,140,0,0,
2107,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,25,1992,24.7,3,2,0,18,26,1,34,36,32,0,0,0,231,14,11,56
2108,Connor Roberts\Connor-Roberts,wal WAL,MF,Swansea City,eng Premier League,21,1995,3,0,0,0,0,7,0,13,3,3,0,0,0,30,3,2,60
2109,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,23,1994,21.6,2,0,0,15,4,5,87,31,21,0,0,0,240,8,9,47.1
2110,Álex Robles\Alex-Robles,es ESP,DF,Málaga,es La Liga,18,1999,1,0,0,,3,,,,,3,0,0,,11,0,1,0
2111,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,eng Premier League,28,1989,9.2,2,1,0,20,25,6,20,5,3,0,0,0,55,10,26,27.8
2112,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,20,1996,3,0,0,0,5,0,0,1,3,7,0,0,0,29,0,3,0
2113,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,26,1991,1.7,0,0,0,2,4,0,1,2,5,0,0,0,10,0,2,0
2114,Ronny Rodelin\Ronny-Rodelin,fr FRA,FWMF,Caen,fr Ligue 1,27,1989,35.1,1,0,0,20,33,14,75,31,15,0,0,0,237,55,40,57.9
2115,Rodri\Rodri,es ESP,MF,Villarreal,es La Liga,21,1996,35.9,8,0,0,79,37,2,6,55,65,0,0,0,500,51,18,73.9
2116,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,26,1991,29.7,4,0,0,28,40,20,25,16,12,2,0,0,100,19,33,36.5
2117,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23,1994,18.2,2,0,0,21,15,0,70,31,22,0,0,1,155,13,14,48.1
2118,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,30,1987,25.4,6,0,0,49,36,33,19,7,13,2,0,0,75,18,48,27.3
2119,Iván Rodríguez\Ivan-Rodriguez,es ESP,DF,Málaga,es La Liga,21,1996,0.2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
2120,James Rodríguez\James-Rodriguez,co COL,MF,Bayern Munich,de Bundesliga,26,1991,18,2,0,0,20,33,4,132,15,22,0,0,0,183,6,15,28.6
2121,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,West Brom,eng Premier League,28,1989,31.2,2,0,0,43,29,18,30,19,18,0,0,0,154,44,38,53.7
2122,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,24,1992,33.4,4,2,1,33,27,2,120,33,27,0,1,0,306,29,28,50.9
2123,Marko Rog\Marko-Rog,hr CRO,FWMF,Napoli,it Serie A,22,1995,3.2,2,0,0,9,6,0,5,4,10,0,0,0,35,8,8,50
2124,Rogério\Rogerio,br BRA,DFMF,Sassuolo,it Serie A,19,1998,10.1,4,0,0,11,17,0,25,13,14,0,0,0,102,1,3,25
2125,Marcus Rohdén\Marcus-Rohden,se SWE,MF,Crotone,it Serie A,26,1991,18.1,2,0,0,19,25,2,18,19,14,0,0,0,176,12,32,27.3
2126,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,27,1990,7.1,6,0,0,8,4,0,1,9,4,0,1,0,83,7,5,58.3
2127,Diego Rolán\Diego-Rolan,uy URU,FWMF,Málaga,es La Liga,24,1993,21.6,0,0,0,26,48,19,27,12,20,1,0,0,124,8,26,23.5
2128,Rolando\Rolando,pt POR,DF,Marseille,fr Ligue 1,31,1985,27.9,5,0,0,20,16,1,0,41,21,0,1,1,301,23,18,56.1
2129,Esteban Rolón\Esteban-Rolon,ar ARG,MF,Málaga,es La Liga,22,1995,4.6,1,0,0,9,4,0,1,9,4,0,0,0,51,2,4,33.3
2130,Filippo Romagna\Filippo-Romagna,it ITA,DF,Cagliari,it Serie A,20,1997,21,0,0,0,13,15,0,15,35,25,0,1,0,247,37,23,61.7
2131,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,22,1995,26.1,8,2,1,26,10,2,6,24,18,0,0,0,251,45,24,65.2
2132,Simone Romagnoli\Simone-Romagnoli,it ITA,DF,Bologna,it Serie A,27,1990,6.2,1,0,0,7,1,0,0,7,9,0,0,0,72,14,10,58.3
2133,Aristóteles Romero\Aristoteles-Romero,ve VEN,MF,Crotone,it Serie A,21,1995,1,2,0,0,4,0,0,0,5,4,0,0,0,18,1,4,20
2134,Óscar Romero\Oscar-Romero,py PAR,MFFW,Alavés,es La Liga,25,1992,2.8,0,0,0,8,10,1,6,3,2,0,0,0,22,5,0,100
2135,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
2136,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,25,1991,32.2,11,0,0,53,37,3,6,70,64,0,0,0,513,56,44,56
2137,Rômulo\Romulo,it ITA,MFDF,Hellas Verona,it Serie A,30,1987,35.2,7,0,0,31,29,7,192,48,40,0,0,0,331,7,24,22.6
2138,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Real Madrid,es La Liga,32,1985,25.4,1,0,0,19,18,41,34,6,3,1,0,0,72,22,15,59.5
2139,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,30,1987,16.8,2,0,0,14,9,1,6,28,18,0,0,0,210,14,6,70
2140,Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,eng Premier League,27,1989,30.7,4,0,0,41,58,29,35,17,11,0,0,0,176,75,119,38.7
