Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,AD_Won%
639,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,es La Liga,20,1997,10.2,2,0,0,9,18,3,45,5,5,0,1,0,50,1,3,25
640,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,19,1998,5.9,2,0,0,6,9,3,38,10,11,0,0,0,52,4,3,57.1
641,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,24,1993,13.5,3,0,0,29,19,4,70,17,26,0,0,0,127,8,10,44.4
642,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Alavés,es La Liga,19,1998,2,0,0,0,5,3,2,0,0,2,0,0,0,7,3,6,33.3
643,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,25,1991,25.4,4,0,0,45,72,0,16,59,38,1,0,0,325,12,38,24
644,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Chievo,it Serie A,20,1997,13.2,4,0,0,25,15,1,27,14,18,0,1,0,100,13,30,30.2
645,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,23,1994,28.4,3,0,0,32,50,11,154,12,9,0,0,0,156,4,11,26.7
646,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,Troyes,fr Ligue 1,25,1991,26.8,5,2,1,21,28,0,54,63,26,0,1,1,256,18,22,45
647,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,eng Premier League,28,1988,20.2,1,0,0,28,16,7,3,11,8,1,0,0,90,80,86,48.2
648,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,4,0,0,22,18,0,8,40,18,0,1,0,209,35,31,53
649,Gregory van der Wiel\Gregory-van-der-Wiel,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,0,0,0,0,1,0,8,10,3,0,0,0,33,7,5,58.3
650,Daniele Dessena\Daniele-Dessena,it ITA,MFDF,Cagliari,it Serie A,30,1987,6.4,1,0,0,10,16,0,10,8,7,0,0,0,58,5,11,31.3
651,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,26,1991,18,3,0,0,35,32,12,4,4,15,0,0,0,47,34,54,38.6
652,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,eng Premier League,23,1994,4.8,0,0,0,3,5,1,15,6,5,1,0,0,38,0,3,0
653,Gerard Deulofeu\Gerard-Deulofeu,es ESP,MFFW,Barcelona,es La Liga,23,1994,5.6,1,0,0,11,5,4,16,8,4,0,0,0,35,0,1,0
654,Gianluca Di Chiara\Gianluca-Di-Chiara,it ITA,DF,Benevento,it Serie A,23,1993,11.2,3,0,0,10,5,1,40,8,14,0,1,0,88,3,3,50
655,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWDF,Bologna,it Serie A,23,1994,17.7,4,0,0,25,29,4,39,14,14,0,0,0,95,5,11,31.3
656,Davide Di Gennaro\Davide-Di-Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
657,Ángel Di María\Angel-Di-Maria,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.4,1,0,0,7,13,15,176,9,9,0,0,0,113,0,2,0
658,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,18.4,4,0,0,57,21,18,31,3,11,1,0,0,85,42,50,45.7
659,Cheick Diabaté\Cheick-Diabate,ml MLI,FWMF,Benevento,it Serie A,29,1988,7.4,1,2,1,14,9,6,1,0,0,0,0,0,23,14,31,31.1
660,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,6.5,1,0,0,1,14,1,11,8,4,0,0,0,57,6,5,54.5
661,Moussa Diaby\Moussa-Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,0,0,0,1,0,0,4,1,0,0,0,0,4,0,1,0
662,Fallou Diagne\Fallou-Diagne,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,24.9,8,2,0,27,6,2,2,56,25,0,0,0,341,28,12,70
663,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,9.5,2,1,0,14,13,10,20,13,11,0,0,0,44,5,9,35.7
664,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Lyon,fr Ligue 1,20,1996,8.1,2,0,0,8,7,0,0,12,3,0,0,0,76,7,4,63.6
665,Abdou Diallo\Abdou-Diallo,fr FRA,DF,Mainz 05,de Bundesliga,21,1996,26.8,5,0,0,59,9,5,26,59,42,0,1,0,310,72,28,72
666,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
667,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,22,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
668,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,15.4,7,0,0,48,39,5,1,20,29,0,2,0,181,31,15,67.4
669,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,22.7,3,0,0,44,16,0,8,52,63,0,0,0,236,37,34,52.1
670,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,6.7,4,0,0,22,4,0,1,7,6,0,0,0,55,4,5,44.4
671,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,it Serie A,20,1997,7.3,1,0,0,10,6,0,4,11,13,0,0,0,97,2,4,33.3
672,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,eng Premier League,17,1999,0.6,0,0,0,1,4,0,1,2,0,0,0,0,7,0,3,0
673,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27,1989,30.9,4,0,0,30,24,4,38,58,38,0,1,0,317,25,19,56.8
674,Daniel Didavi\Daniel-Didavi,de GER,MFFW,Wolfsburg,de Bundesliga,27,1990,24.9,4,0,0,37,48,7,91,8,15,1,0,0,147,12,33,26.7
675,Thomas Didillon\Thomas-Didillon,fr FRA,GK,Metz,fr Ligue 1,21,1995,9,0,0,0,0,3,0,0,0,0,0,0,0,47,0,0,
676,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,18,4,0,0,25,18,1,28,20,26,0,0,0,240,6,9,40
677,Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Alavés,es La Liga,21,1996,4.8,5,0,0,13,2,0,1,11,5,0,1,0,41,0,3,0
678,Dennis Diekmeier\Dennis-Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27,1989,20.8,4,0,0,18,33,5,85,20,22,0,1,0,178,22,14,61.1
679,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,eng Premier League,23,1994,31.4,4,0,0,23,8,1,26,47,35,0,0,0,385,53,44,54.6
680,Lucas Digne\Lucas-Digne,fr FRA,DF,Barcelona,es La Liga,24,1993,7.9,2,0,0,11,7,2,15,12,11,0,1,0,82,6,6,50
681,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,26,1991,14,1,0,0,14,11,0,0,17,8,0,1,0,215,39,10,79.6
682,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,eng Premier League,26,1991,11,0,0,0,6,11,0,1,31,7,0,1,0,138,35,11,76.1
683,Landry Dimata\Landry-Dimata,be BEL,FWMF,Wolfsburg,de Bundesliga,19,1997,10,1,1,1,25,40,1,8,2,7,1,0,0,40,15,41,26.8
684,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Troyes,fr Ligue 1,26,1991,13,4,0,0,13,8,1,22,12,17,0,0,0,127,2,5,28.6
685,Ismaël Diomandé\Ismael-Diomande,ci CIV,DFMF,Caen,fr Ligue 1,24,1992,7.9,1,1,0,8,2,0,2,5,6,0,1,0,55,2,3,40
686,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,10.4,0,0,0,13,17,6,7,1,2,3,0,0,33,5,15,25
687,Issa Diop\Issa-Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34,8,0,0,30,23,1,3,76,29,0,0,1,332,17,10,63
688,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,5,0,0,24,20,0,5,15,14,0,0,0,156,11,23,32.4
689,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,2,0,0,11,6,0,0,6,3,0,0,0,34,2,1,66.7
690,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,4,0,0,27,16,3,10,11,21,0,0,0,164,3,3,50
691,Djené\Djene,tg TOG,DF,Getafe,es La Liga,25,1991,36,9,0,0,52,26,1,11,78,53,1,1,0,513,39,31,55.7
692,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,2,0,0,23,9,0,21,49,23,0,0,0,258,22,10,68.8
693,Alexander Djiku\Alexander-Djiku,fr FRA,DF,Caen,fr Ligue 1,22,1994,28,10,0,0,41,39,0,5,62,36,0,0,0,394,24,17,58.5
694,Papy Djilobodji\Papy-Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30,4,1,0,22,28,0,5,73,25,0,2,0,389,23,15,60.5
695,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30,2,0,0,21,21,0,1,62,19,0,3,0,291,58,34,63
696,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,25,1992,36,1,0,0,2,7,0,0,2,0,0,0,0,192,0,0,
697,Keagan Dolly\Keagan-Dolly,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,9.8,1,0,0,5,2,2,64,3,8,0,0,0,59,2,2,50
698,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,26,1990,5,2,0,0,0,1,0,0,0,0,0,0,0,26,0,0,
699,Jean-Luc Dompé\Jean-Luc-Dompe,fr FRA,MF,Amiens,fr Ligue 1,21,1995,0.3,0,0,0,0,0,0,5,0,1,0,0,0,4,0,0,
700,Giulio Donati\Giulio-Donati,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,25.4,3,2,1,20,44,0,70,50,30,0,1,0,235,19,23,45.2
701,Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,0.2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0
702,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,10.5,1,0,0,18,15,3,40,8,17,0,0,0,54,8,14,36.4
703,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38,2,0,0,0,3,0,0,2,0,0,0,1,172,0,0,
704,Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,3,0,0,17,12,3,7,20,22,0,0,0,196,18,31,36.7
705,Dória\Doria,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,0,0,0,0,0,0,1,1,1,0,0,0,7,0,0,
706,Niklas Dorsch\Niklas-Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1,0,0,0,2,0,0,0,1,0,0,0,0,6,0,1,0
707,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,FW,Troyes,fr Ligue 1,19,1997,0.9,1,0,0,1,1,0,0,1,1,0,0,0,9,0,1,0
708,Mauro dos Santos\Mauro-dos-Santos,ar ARG,DF,Leganés,es La Liga,28,1989,11,3,0,0,10,3,2,3,13,13,0,0,0,113,8,5,61.5
709,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,27.9,2,0,0,27,37,5,242,29,23,0,0,0,163,5,5,50
710,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,24,1993,36.9,10,0,0,44,27,2,27,59,41,0,1,0,597,24,29,45.3
711,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,24,1992,11.3,4,0,0,34,11,0,4,15,18,0,0,0,102,8,8,50
712,Mohamed Dräger\Mohamed-Drager,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,0.6,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,
713,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,2,0,0,7,4,0,1,13,4,0,0,0,98,6,4,60
714,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,
715,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,0,0,0,3,2,0,0,0,0,0,0,0,8,0,0,
716,Boukary Dramé\Boukary-Drame,sn SEN,DFMF,SPAL,it Serie A,32,1985,1.1,0,0,0,0,1,0,2,2,2,0,0,0,15,1,1,50
717,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,18.9,1,0,0,18,10,2,26,28,10,0,0,0,112,3,2,60
718,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,0,0,0,10,4,0,2,8,9,0,0,0,55,3,1,75
719,Josip Drmić\Josip-Drmic,ch SUI,FW,M'gladbach,de Bundesliga,24,1992,5.2,1,0,0,4,7,4,1,1,0,0,0,0,30,21,19,52.5
720,Rick van Drongelen\Rick-van-Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16,4,0,0,11,6,0,5,24,20,0,0,1,201,32,30,51.6
721,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11,1,0,0,7,6,0,1,9,6,0,0,0,133,21,8,72.4
722,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,21,1995,23.8,9,2,1,48,35,1,54,45,29,0,2,0,283,22,15,59.5
723,Leo Dubois\Leo-Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,6,0,0,22,31,2,251,50,24,1,1,0,342,18,11,62.1
724,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,0,0,0,0,2,0,0,0,0,0,0,0,45,0,0,
725,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,3,0,0,23,18,1,7,7,11,0,0,0,79,11,24,31.4
726,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,8,0,0,33,26,7,4,51,21,1,1,0,461,119,46,72.1
727,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,1,0,0,8,12,0,22,28,10,0,1,0,203,41,23,64.1
728,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,4,0,0,38,18,4,71,26,31,0,0,0,193,20,21,48.8
729,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38,7,0,0,36,18,1,6,72,37,0,0,4,496,71,33,68.3
730,Maxime Dupé\Maxime-Dupe,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
731,Jimmy Durmaz\Jimmy-Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,11.4,5,0,0,21,14,0,61,14,6,1,0,0,94,3,10,23.1
732,Riza Durmisi\Riza-Durmisi,dk DEN,DFMF,Betis,es La Liga,23,1994,23.1,4,0,0,15,12,2,69,16,17,0,0,0,158,3,9,25
733,Hugo Duro\Hugo-Duro,es ESP,FW,Getafe,es La Liga,17,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
734,Noë Dussenne\Noe-Dussenne,be BEL,DF,Crotone,it Serie A,25,1992,0.9,1,0,0,4,1,0,0,3,0,0,0,0,7,0,2,0
735,Paulo Dybala\Paulo-Dybala,ar ARG,MFFW,Juventus,it Serie A,23,1993,26.1,0,0,0,16,73,2,93,12,16,1,0,0,149,2,9,18.2
736,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,14.5,2,0,0,17,20,1,31,16,15,0,0,0,118,5,15,25
737,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,31,1986,33.5,6,0,0,34,31,19,19,4,10,1,0,0,134,88,57,60.7
738,Blerim Džemaili\Blerim-Dzemaili,ch SUI,MF,Bologna,it Serie A,31,1986,13.3,4,0,0,12,18,1,9,17,19,0,0,0,86,7,6,53.8
739,Félix Eboa Eboa\Felix-Eboa-Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,16.9,2,0,0,14,9,0,13,39,8,0,1,0,216,31,12,72.1
740,Éder\Eder,it ITA,FWMF,Inter,it Serie A,30,1986,8.9,4,0,0,25,15,8,17,7,4,1,0,0,57,8,16,33.3
741,Simone Edera\Simone-Edera,it ITA,FW,Torino,it Serie A,20,1997,3.6,0,0,0,10,6,1,4,1,5,0,0,0,19,2,1,66.7
742,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,35.5,1,0,0,0,6,0,0,1,0,0,0,0,177,0,0,
743,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,eng Premier League,18,1999,5.3,0,0,0,3,2,0,15,9,12,0,0,0,50,5,4,55.6
744,Mandela Egbo\Mandela-Egbo,eng ENG,MF,M'gladbach,de Bundesliga,19,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
745,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,19,1998,1.1,0,0,0,0,2,1,3,1,0,0,0,0,8,2,5,28.6
746,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,20,1996,29.9,3,0,0,48,45,2,25,45,38,0,0,0,303,60,50,54.5
747,Albin Ekdal\Albin-Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,12.3,3,0,0,14,33,2,0,25,25,0,0,0,186,27,29,48.2
748,Josip Elez\Josip-Elez,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,8.6,1,0,0,9,3,0,3,21,14,0,0,0,82,18,15,54.5
749,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16,0,0,0,0,2,0,0,1,0,0,0,0,71,0,0,
750,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,25,1992,9.6,3,1,0,4,6,1,9,11,6,0,0,0,110,4,2,66.7
751,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,23,1994,17.7,1,0,0,18,11,3,8,43,8,0,0,0,195,22,13,62.9
752,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,20,1996,32.4,6,0,0,19,30,1,24,64,30,1,0,0,335,78,48,61.9
753,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,23,1993,29.9,11,2,1,27,18,2,1,49,14,0,3,0,331,73,24,75.3
754,Breel Embolo\Breel-Embolo,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,10.2,4,0,0,42,31,11,7,6,14,2,0,0,58,10,38,20.8
755,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Málaga,es La Liga,20,1997,17.8,2,2,1,32,33,15,19,9,11,0,0,0,81,41,64,39
756,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,27,1990,14.8,2,0,0,20,28,21,5,6,8,2,0,1,51,36,55,39.6
757,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,es La Liga,27,1990,28.1,4,0,0,35,27,6,81,23,14,0,0,0,211,8,29,21.6
758,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,35.8,0,0,0,14,21,1,220,32,24,0,0,0,334,8,13,38.1
759,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,es La Liga,24,1993,17.5,3,0,0,23,17,0,11,32,29,0,0,0,231,30,23,56.6
760,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,27,1989,25.9,10,0,0,34,39,1,42,68,36,0,0,0,301,35,27,56.5
761,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Girona,es La Liga,28,1989,31.9,7,0,0,38,17,3,1,70,22,0,1,0,356,70,21,76.9
762,Michael Esser\Michael-Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,
763,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,6.9,0,0,0,15,13,7,15,8,10,0,0,0,45,6,8,42.9
764,Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Las Palmas,es La Liga,21,1995,13.5,3,0,0,16,45,1,4,27,13,0,0,0,125,11,6,64.7
765,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,es La Liga,30,1987,12.5,3,0,0,17,15,0,79,26,15,0,0,0,129,2,5,28.6
766,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Athletic Club,es La Liga,29,1987,4.2,2,0,0,10,2,0,0,7,2,0,0,0,35,2,3,40
767,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,eng Premier League,29,1988,25.2,7,0,0,26,27,0,5,52,18,0,0,1,312,32,31,50.8
768,Franck Evina\Franck-Evina,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,1.2,0,0,0,1,1,0,3,0,2,0,0,0,6,3,1,75
769,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,eng Premier League,36,1981,2.5,0,0,0,1,2,1,2,7,3,0,0,0,27,3,5,37.5
770,Patrice Evra\Patrice-Evra,fr FRA,DF,Marseille,fr Ligue 1,36,1981,3.9,2,0,0,4,2,3,7,2,3,0,0,0,42,5,2,71.4
771,Edu Expósito\Edu-Exposito,es ESP,MF,La Coruña,es La Liga,20,1996,1.1,1,0,0,2,1,0,1,2,0,0,0,0,9,0,1,0
772,Erik Expósito\Erik-Exposito,es ESP,FW,Las Palmas,es La Liga,21,1996,5.3,0,0,0,5,4,2,3,0,0,0,0,0,14,14,10,58.3
773,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Nice,fr Ligue 1,25,1992,1,0,0,0,2,0,1,10,1,0,0,0,0,1,0,1,0
774,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,7.8,2,0,0,13,14,1,37,4,13,0,0,0,75,8,15,34.8
775,Imoh Ezekiel\Imoh-Ezekiel,ng NGA,FWMF,Las Palmas,es La Liga,23,1993,5.2,0,0,0,7,7,2,11,3,6,0,0,0,19,0,5,0
776,Marco Fabián\Marco-Fabian,mx MEX,FWMF,Eint Frankfurt,de Bundesliga,28,1989,4.7,0,0,0,10,8,2,12,4,4,0,0,0,36,6,15,28.6
777,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,eng Premier League,32,1985,38,0,0,0,1,5,0,0,1,0,0,0,0,169,0,1,0
778,Fabinho\Fabinho,br BRA,MF,Monaco,fr Ligue 1,23,1993,34,8,0,0,59,67,1,9,54,61,1,0,0,476,28,18,60.9
779,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,eng Premier League,30,1987,25.6,5,2,1,25,22,5,144,21,39,0,0,0,273,6,13,31.6
780,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,33.5,1,0,0,0,11,0,0,4,1,0,0,0,119,0,1,0
781,Fayçal Fajr\Faycal-Fajr,ma MAR,MFFW,Getafe,es La Liga,28,1988,26.5,7,0,0,44,37,1,120,30,41,0,0,0,300,20,17,54.1
782,Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,fr Ligue 1,31,1986,23.6,1,0,0,42,50,10,8,8,7,0,0,1,85,15,23,39.5
783,Diego Falcinelli\Diego-Falcinelli,it ITA,FWMF,Fiorentina,it Serie A,26,1991,4.9,0,0,0,10,18,1,6,1,2,0,0,0,16,7,26,21.2
784,Diego Falcinelli\Diego-Falcinelli,it ITA,FW,Sassuolo,it Serie A,26,1991,14.6,2,0,0,30,53,10,9,3,5,0,0,0,51,34,48,41.5
785,Simon Falette\Simon-Falette,gn GUI,DF,Metz,fr Ligue 1,25,1992,1,0,0,0,2,0,0,0,1,0,0,0,0,11,0,0,
786,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,24.6,10,1,0,39,26,0,10,84,28,0,0,0,313,62,31,66.7
787,Cesar Falletti\Cesar-Falletti,uy URU,FWMF,Bologna,it Serie A,24,1992,3.6,1,0,0,4,10,0,10,0,8,0,0,0,41,1,5,16.7
788,Iago Falque\Iago-Falque,es ESP,FW,Torino,it Serie A,27,1990,31.3,2,0,0,28,36,10,124,19,25,0,0,0,204,15,40,27.3
789,Paolo Faragò\Paolo-Farago,it ITA,DFMF,Cagliari,it Serie A,24,1993,27.3,2,0,0,43,58,4,126,26,69,1,2,0,305,68,45,60.2
790,Imad Faraj\Imad-Faraj,ma MAR,DFMF,Lille,fr Ligue 1,18,1999,1.8,0,0,0,2,3,1,7,4,4,0,0,0,13,0,0,
791,Davide Faraoni\Davide-Faraoni,it ITA,DF,Crotone,it Serie A,25,1991,19.5,3,0,0,24,26,0,56,60,35,0,0,0,258,20,20,50
792,Mohamed Fares\Mohamed-Fares,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,28.9,12,0,0,62,21,0,84,55,33,0,1,1,238,47,49,49
793,Diego Farias\Diego-Farias,br BRA,FWMF,Cagliari,it Serie A,27,1990,17.9,4,0,0,26,25,17,38,9,10,0,0,0,126,11,21,34.4
794,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,30,1987,32.5,6,0,0,24,20,0,6,49,28,0,0,0,511,141,25,84.9
795,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,es La Liga,28,1989,14,7,0,0,21,17,1,3,39,10,0,0,1,163,22,10,68.8
796,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,27.5,8,0,0,68,106,17,99,8,34,1,0,0,169,8,12,40
797,Felipe\Felipe,br BRA,DF,Hannover 96,de Bundesliga,30,1987,5.1,0,0,0,9,8,0,3,12,4,0,0,0,72,8,3,72.7
798,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,20,1997,13,6,0,0,15,9,0,2,22,23,0,2,0,129,12,9,57.1
799,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19,1997,17.3,2,1,1,18,11,1,1,50,18,0,0,0,188,30,19,61.2
800,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,eng Premier League,29,1987,7.6,1,0,0,14,12,3,3,14,6,0,0,0,75,16,13,55.2
