Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Dr_Succ%,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Rec%,Miscon,Dispos
431,Lionel Carole\Lionel-Carole,fr FRA,DFMF,Strasbourg,fr Ligue 1,27,1991,19.2,1255,78,393,586,355,20,1065,19,31,61.3,21,0,775,4527,2808,833,743,89.2,21,26
432,Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,es La Liga,29,1988,23.7,1224,139,610,629,62,20,1188,9,11,81.8,9,0,714,3720,1974,711,689,96.9,5,4
433,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Leganés,es La Liga,27,1991,22.1,853,24,61,415,405,139,840,16,19,84.2,16,0,366,1475,351,1195,626,52.4,37,20
434,Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,eng Premier League,29,1989,5.1,197,10,20,112,73,23,190,3,7,42.9,4,1,101,450,147,273,143,52.4,14,10
435,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,26,1992,23.4,2067,82,576,1017,620,60,1819,38,57,66.7,39,2,1465,7042,4240,1512,1403,92.8,17,18
436,William Carvalho\William-Carvalho,pt POR,MF,Betis,es La Liga,26,1992,26.5,2106,64,414,1455,354,15,2073,41,56,73.2,44,2,1706,7489,3867,1785,1692,94.8,17,31
437,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,26,1992,25.7,1949,97,569,1209,264,39,1899,14,18,77.8,15,2,1348,4839,2644,1373,1308,95.3,11,16
438,Santiago Cáseres\Santiago-Caseres,ar ARG,MF,Villarreal,es La Liga,21,1997,17.6,1005,48,257,709,106,5,973,12,15,80,13,2,705,3509,1527,687,657,95.6,6,6
439,Moreto Cassamã\Moreto-Cassama,gw GNB,MF,Reims,fr Ligue 1,20,1998,0.7,52,2,9,41,5,0,52,1,1,100,1,0,40,180,93,42,41,97.6,1,0
440,Francesco Cassata\Francesco-Cassata,it ITA,MFFW,Frosinone,it Serie A,21,1997,12.5,487,21,136,275,129,11,484,21,42,50,25,4,396,2641,1588,389,321,82.5,20,17
441,Timothy Castagne\Timothy-Castagne,be BEL,DFMF,Atalanta,it Serie A,22,1995,22.3,1537,61,390,699,567,62,1373,26,51,51,28,1,1013,6044,3746,1079,972,90.1,29,31
442,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,26,1992,25.5,1262,1042,1255,8,0,0,1007,0,0,,0,0,780,3400,1602,702,700,99.7,1,0
443,Samu Castillejo\Samu-Castillejo,es ESP,FWMF,Milan,it Serie A,23,1995,11.4,687,10,78,295,389,56,636,21,49,42.9,24,3,541,4154,2379,645,494,76.6,17,33
444,Gonzalo Castro\Gonzalo-Castro,de GER,MF,Stuttgart,de Bundesliga,31,1987,18.8,1124,40,255,666,263,18,997,5,11,45.5,6,1,621,3076,1708,700,619,88.4,15,16
445,Jonny Castro\Jonny-Castro,es ESP,DFMF,Wolves,eng Premier League,24,1994,30.8,1778,97,490,762,653,61,1507,26,44,59.1,27,1,1053,6649,3982,1152,955,82.9,32,57
446,Lucas Castro\Lucas-Castro,ar ARG,MFFW,Cagliari,it Serie A,29,1989,10,614,11,76,343,232,25,607,21,35,60,23,0,479,2116,1169,519,437,84.2,28,19
447,Danilo Cataldi\Danilo-Cataldi,it ITA,MFFW,Lazio,it Serie A,23,1994,6.4,433,10,89,232,147,11,380,8,9,88.9,8,0,300,1742,909,318,286,89.9,4,2
448,Catena\Catena,es ESP,DF,Rayo Vallecano,es La Liga,23,1994,2,125,14,74,55,5,3,121,0,0,,0,0,71,395,228,80,77,96.3,1,0
449,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,29,1989,34.4,1606,224,872,751,58,26,1585,3,3,100,3,1,911,3945,1723,900,874,97.1,3,7
450,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Wolves,eng Premier League,24,1993,7.7,465,4,47,170,281,45,441,17,25,68,17,1,370,2581,1356,503,359,71.4,27,22
451,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,18.6,536,24,72,163,324,128,506,18,27,66.7,20,1,363,1887,674,645,380,58.9,36,20
452,Santi Cazorla\Santi-Cazorla,es ESP,MFFW,Villarreal,es La Liga,33,1984,29.4,2055,46,364,1151,685,46,1866,63,86,73.3,65,5,1529,8703,4228,1598,1426,89.2,32,45
453,Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,es La Liga,21,1996,13.9,1237,15,156,753,421,37,1213,21,36,58.3,22,2,990,5341,2699,1042,962,92.3,18,26
454,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,it Serie A,26,1992,11,687,55,273,427,41,10,656,5,8,62.5,5,0,458,2960,1713,449,439,97.8,5,1
455,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,eng Premier League,36,1982,6.5,275,247,275,0,1,0,219,1,1,100,1,0,165,775,336,130,130,100,0,0
456,Žan Celar\Zan-Celar,si SVN,FW,Roma,it Serie A,19,1999,0.1,3,0,0,2,1,0,3,1,1,100,1,0,3,10,0,4,3,75,1,0
457,Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,21,1997,33,2052,94,559,1011,607,40,1695,21,34,61.8,22,2,1177,6107,3541,1250,1102,88.2,32,17
458,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,28,1989,22.8,1425,202,781,698,37,24,1388,3,5,60,3,0,895,4613,2701,901,887,98.4,5,3
459,Fabio Ceravolo\Fabio-Ceravolo,it ITA,FW,Parma,it Serie A,31,1987,13.2,421,20,58,212,181,51,392,17,33,51.5,20,2,288,1983,893,643,291,45.3,32,38
460,Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,it Serie A,22,1996,7.4,315,6,35,146,147,47,314,5,9,55.6,5,0,185,874,381,403,245,60.8,23,14
461,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,36,1982,12,523,97,350,183,10,7,511,3,3,100,3,0,283,1362,534,297,288,97,2,2
462,Nacer Chadli\Nacer-Chadli,be BEL,MFFW,Monaco,fr Ligue 1,28,1989,7.7,410,9,59,199,184,15,351,14,28,50,15,0,280,1873,1045,328,265,80.8,13,10
463,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,31,1986,20.5,1167,77,351,560,338,11,959,22,31,71,23,1,658,3939,2373,656,582,88.7,14,18
464,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MFFW,Watford,eng Premier League,23,1994,3,156,10,38,87,36,5,154,1,3,33.3,1,0,81,342,142,100,88,88,6,4
465,Calum Chambers\Calum-Chambers,eng ENG,MFDF,Fulham,eng Premier League,23,1995,28.8,1896,169,632,1093,237,41,1869,25,39,64.1,28,2,1189,4743,2287,1247,1146,91.9,18,24
466,Timothy Chandler\Timothy-Chandler,us USA,FW,Eint Frankfurt,de Bundesliga,28,1990,0.2,5,0,0,2,4,1,5,0,0,,0,0,4,30,18,4,4,100,1,1
467,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,FWMF,Dijon,fr Ligue 1,24,1994,10.4,478,7,57,187,279,34,443,16,32,50,19,0,338,2117,1135,454,319,70.3,24,20
468,Charles\Charles,br BRA,FW,Eibar,es La Liga,34,1984,19.3,767,13,33,340,423,128,726,5,12,41.7,5,0,365,1406,563,1080,538,49.8,42,13
469,Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,27,1991,36,1870,72,575,1032,353,24,1738,26,34,76.5,28,1,1155,5309,2437,1204,1080,89.7,27,20
470,Pablo Chavarría\Pablo-Chavarria,ar ARG,FW,Reims,fr Ligue 1,30,1988,21.9,648,17,55,260,355,121,622,19,28,67.9,20,1,413,2414,1188,978,460,47,64,35
471,Chechu\Chechu,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1,54,6,29,32,0,0,53,2,2,100,2,0,41,254,191,36,36,100,0,0
472,Pape Cheikh Diop\Pape-Cheikh-Diop,es ESP,MF,Lyon,fr Ligue 1,20,1997,5,271,3,47,192,45,6,267,2,3,66.7,2,0,217,953,355,229,213,93,4,4
473,Chema\Chema,es ESP,DF,Levante,es La Liga,26,1992,13.9,541,101,317,226,20,4,529,1,1,100,1,0,236,995,562,265,260,98.1,4,2
474,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,es La Liga,27,1990,19,959,24,169,420,426,88,942,22,38,57.9,23,2,656,4266,2498,846,645,76.2,40,17
475,Raman Chibsah\Raman-Chibsah,gh GHA,MF,Frosinone,it Serie A,25,1993,29.1,1290,60,336,771,292,39,1275,70,99,70.7,72,5,988,6019,3687,1006,828,82.3,43,52
476,Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1,27,16,27,0,0,0,17,0,0,,0,0,10,54,40,7,7,100,0,0
477,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,33,1984,22.1,1559,219,733,834,86,21,1527,9,12,75,9,0,1036,5750,3011,1083,1065,98.3,9,2
478,Federico Chiesa\Federico-Chiesa,it ITA,FWMF,Fiorentina,it Serie A,20,1997,33.7,1558,12,130,603,979,242,1490,89,174,51.1,98,8,1310,10773,7182,1599,1130,70.7,88,98
479,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,21,1996,36,2714,150,719,1259,969,60,2300,37,69,53.6,44,3,1678,12774,7831,1825,1624,89,57,63
480,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,28,1989,1.6,145,9,65,92,1,1,141,2,2,100,2,0,111,711,422,111,111,100,0,0
481,Tahith Chong\Tahith-Chong,nl NED,FW,Manchester Utd,eng Premier League,18,1999,0.4,22,1,2,8,14,4,22,1,1,100,1,0,20,181,110,24,19,79.2,1,2
482,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,20,1997,6.6,318,29,96,174,68,2,308,2,4,50,2,0,198,931,434,206,175,85,6,5
483,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,22,1996,6.9,507,49,258,281,7,3,493,0,0,,0,0,355,1991,1140,349,346,99.1,0,1
484,Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,eng Premier League,25,1992,21.6,1476,103,433,666,485,28,1242,30,55,54.5,31,1,902,6202,3655,925,829,89.6,18,34
485,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,FWMF,Villarreal,es La Liga,19,1999,19,796,11,106,336,432,129,787,59,101,58.4,65,2,682,5527,3887,850,590,69.4,44,40
486,Camillo Ciano\Camillo-Ciano,it ITA,FWMF,Frosinone,it Serie A,28,1990,27.3,1354,24,138,624,676,49,1159,31,67,46.3,35,2,926,5324,2637,1297,854,65.8,58,54
487,Amato Ciciretti\Amato-Ciciretti,it ITA,FWMF,Parma,it Serie A,24,1993,1.5,82,2,14,49,28,3,80,6,8,75,6,1,71,403,197,81,61,75.3,2,3
488,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,32,1986,18.7,1546,59,385,953,298,3,1411,15,21,71.4,17,0,962,3930,2272,1000,964,96.4,5,9
489,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,11.1,682,18,113,484,119,7,672,6,7,85.7,6,0,488,2593,1228,477,435,91.2,12,11
490,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3,121,111,120,1,0,0,93,0,0,,0,0,66,285,146,63,63,100,0,0
491,Laurent Ciman\Laurent-Ciman,be BEL,DF,Dijon,fr Ligue 1,32,1985,8,649,66,357,308,21,7,624,1,1,100,1,0,446,1949,1115,471,466,98.9,1,1
492,Daniel Ciofani\Daniel-Ciofani,it ITA,FW,Frosinone,it Serie A,33,1985,18,507,13,27,267,225,87,483,4,9,44.4,6,0,246,901,325,845,368,43.6,42,13
493,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,32,1986,28.2,1968,198,975,926,217,18,1783,8,18,44.4,11,1,1209,7677,4572,1207,1163,96.4,10,14
494,Ibrahima Cissé\Ibrahima-Cisse,gn GUI,MFFW,Fulham,eng Premier League,24,1994,1,42,5,17,27,1,0,42,1,2,50,2,0,26,111,31,22,21,95.5,1,0
495,Till Cissokho\Till-Cissokho,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,0.9,40,7,29,12,1,1,39,1,1,100,1,0,30,241,131,29,27,93.1,0,0
496,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,9.5,394,60,220,162,29,9,389,0,0,,0,0,196,870,439,204,193,94.6,0,0
497,Tom Cleverley\Tom-Cleverley,eng ENG,MFFW,Watford,eng Premier League,28,1989,5.3,284,18,68,158,66,7,274,1,2,50,1,0,164,635,290,194,169,87.1,2,4
498,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,eng Premier League,27,1991,1.2,105,0,15,61,34,3,81,0,0,,0,0,59,244,124,64,58,90.6,1,2
499,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Bournemouth,eng Premier League,27,1991,12.7,704,35,227,305,206,19,589,6,9,66.7,6,0,391,1782,898,399,359,90,5,9
500,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38,1937,311,1240,831,8,3,1901,1,2,50,2,0,1354,8527,4230,1281,1267,98.9,1,5
501,Marcus Coco\Marcus-Coco,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,20.4,906,17,143,368,476,71,887,36,64,56.3,39,1,633,4723,2613,898,604,67.3,54,50
502,Coke\Coke,es ESP,DF,Levante,es La Liga,31,1987,20.2,1154,93,419,486,314,39,1012,19,33,57.6,22,1,679,3993,2059,718,647,90.1,13,23
503,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1,39,35,39,0,0,0,30,0,0,,0,0,20,87,40,18,18,100,0,0
504,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,29,1988,28.4,1894,91,547,875,583,52,1570,25,45,55.6,26,1,1141,6359,3243,1188,1027,86.4,40,34
505,Álex Collado\Alex-Collado,es ESP,FW,Barcelona,es La Liga,19,1999,0.9,38,1,4,23,15,2,38,0,0,,0,0,25,169,67,34,29,85.3,0,0
506,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,19.6,1309,214,706,635,40,21,1259,5,5,100,5,0,805,4434,2272,844,832,98.6,3,5
507,Racine Coly\Racine-Coly,sn SEN,DFMF,Nice,fr Ligue 1,22,1995,5.6,369,22,107,190,93,13,319,9,15,60,10,0,233,1488,865,247,222,89.9,4,9
508,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,22,1996,15.3,910,5,64,353,586,108,906,58,84,69,59,1,826,6335,3946,908,750,82.6,41,43
509,Santi Comesaña\Santi-Comesana,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,22.6,1289,74,428,777,158,11,1266,36,48,75,38,2,902,4109,1999,884,824,93.2,16,24
510,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,36.6,1881,129,867,1026,115,19,1814,9,14,64.3,9,0,1107,5974,3690,1152,1118,97,7,8
511,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,35.7,1280,1100,1276,4,0,0,870,1,1,100,1,0,621,2987,1497,504,499,99,0,0
512,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,24,1994,5.6,417,18,115,210,127,8,358,7,10,70,7,1,268,1556,946,290,272,93.8,2,3
513,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,21,1997,8,473,16,125,284,95,6,466,9,14,64.3,9,0,355,1553,742,333,318,95.5,5,10
514,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31,1954,268,1099,808,146,35,1813,4,5,80,4,0,1051,6012,3146,1121,1093,97.5,6,2
515,Duje Čop\Duje-Cop,hr CRO,FW,Valladolid,es La Liga,28,1990,7.6,259,9,29,111,130,46,244,4,11,36.4,4,0,161,751,406,315,182,57.8,16,6
516,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,es La Liga,27,1991,19.6,1182,48,309,749,185,16,1165,31,40,77.5,31,0,882,3783,1757,852,789,92.6,14,23
517,Gabriele Corbo\Gabriele-Corbo,it ITA,DF,Bologna,it Serie A,18,2000,0.1,5,0,4,1,0,0,5,0,0,,0,0,4,14,5,5,5,100,0,0
518,Iñigo Córdoba\Inigo-Cordoba,es ESP,FW,Athletic Club,es La Liga,21,1997,14.7,684,16,113,280,343,41,674,34,67,50.7,35,1,532,3553,1904,616,463,75.2,41,34
519,Sergio Córdova\Sergio-Cordova,ve VEN,FW,Augsburg,de Bundesliga,20,1997,5.9,220,3,23,121,91,29,210,7,9,77.8,7,1,151,1033,587,269,142,52.8,20,20
520,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,31,1987,7.5,382,7,45,191,159,28,369,4,10,40,5,1,251,998,518,376,280,74.5,11,11
521,Ante Ćorić\Ante-Coric,hr CRO,MF,Roma,it Serie A,21,1997,0.3,15,0,0,9,7,0,13,0,0,,0,0,11,72,31,18,12,66.7,0,0
522,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,29,1989,36.8,1683,103,342,1097,332,39,1673,27,39,69.2,29,0,1112,5351,2171,1139,996,87.4,29,42
523,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,8.8,383,18,40,172,186,50,372,11,16,68.8,12,0,215,1069,427,519,287,55.3,25,27
524,Maxwel Cornet\Maxwel-Cornet,ci CIV,FW,Lyon,fr Ligue 1,21,1996,14.2,675,10,68,242,419,91,648,29,49,59.2,30,1,527,3529,2123,715,515,72,35,30
525,Quentin Cornette\Quentin-Cornette,fr FRA,MFFW,Amiens,fr Ligue 1,24,1994,2.3,100,3,20,50,41,9,96,2,5,40,2,1,66,512,327,77,63,81.8,2,6
526,Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,23,1995,21.3,1102,27,152,495,540,123,1090,65,111,58.6,67,3,893,5457,3376,1100,788,71.6,54,58
527,Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Lazio,it Serie A,23,1994,21.4,1182,15,82,514,704,153,1142,60,113,53.1,70,1,1001,7807,5057,1353,975,72.1,50,35
528,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,25,1993,33.7,1712,100,385,754,655,62,1403,30,67,44.8,33,0,924,6028,3280,1066,841,78.9,29,28
529,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,29,1988,12.4,447,10,24,196,251,64,438,14,25,56,16,1,338,1729,792,699,373,53.4,38,26
530,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,27,1990,6.9,452,5,49,206,253,28,434,29,60,48.3,34,1,397,3683,2165,430,358,83.3,14,13
531,Filippo Costa\Filippo-Costa,it ITA,MFDF,SPAL,it Serie A,23,1995,6.3,332,35,117,136,94,3,281,7,8,87.5,7,0,187,1060,638,183,164,89.6,9,3
532,Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,eng Premier League,24,1994,14.9,702,8,72,294,406,40,689,27,48,56.3,33,1,597,4740,2784,795,533,67,38,59
533,Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,1132,65,313,563,311,23,977,10,14,71.4,10,0,717,3474,2155,751,692,92.1,6,5
534,Nuno da Costa\Nuno-da-Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,22.8,861,11,76,397,440,100,836,51,87,58.6,53,2,646,3606,1913,1023,615,60.1,78,61
535,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,13,831,104,460,394,29,4,806,1,2,50,1,0,564,3084,1428,572,565,98.8,0,8
536,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37,1242,1077,1235,12,0,0,821,1,1,100,1,0,595,2549,1520,488,485,99.4,1,0
537,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,1991,19.5,702,19,35,314,397,126,685,17,34,50,20,2,377,2658,1437,1077,537,49.9,79,25
538,Senou Coulibaly\Senou-Coulibaly,ml MLI,DFMF,Dijon,fr Ligue 1,23,1994,4.6,257,28,134,132,9,3,257,1,2,50,1,0,147,884,463,152,151,99.3,2,1
539,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,26,1992,27,883,808,880,2,1,1,648,1,1,100,1,0,487,2317,996,400,400,100,0,0
540,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Barcelona,es La Liga,26,1992,22.4,1766,7,130,852,932,122,1675,63,101,62.4,69,6,1486,8790,4881,1726,1452,84.1,38,51
541,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,10.9,584,44,293,286,65,4,559,9,14,64.3,10,0,369,2593,1530,359,347,96.7,13,6
542,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,24,1994,38,1375,1232,1373,2,0,0,896,0,0,,0,0,563,2571,1535,462,459,99.4,0,0
543,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,28,1989,17.7,1246,73,343,603,364,38,1037,8,13,61.5,8,2,734,3403,1813,797,710,89.1,10,11
544,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,31,1986,34.1,2192,194,720,1024,608,27,1919,20,34,58.8,24,3,1268,6955,4186,1189,1143,96.1,11,14
545,Lorenzo Crisetig\Lorenzo-Crisetig,it ITA,MF,Frosinone,it Serie A,25,1993,5.6,250,14,84,155,22,2,248,2,2,100,2,0,166,726,417,178,159,89.3,6,5
546,Bryan Cristante\Bryan-Cristante,it ITA,MF,Roma,it Serie A,23,1995,26.9,1640,66,329,974,438,51,1620,35,46,76.1,36,1,1141,6310,2967,1242,1115,89.8,21,33
547,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MFFW,Getafe,es La Liga,24,1993,5,226,9,53,116,63,7,220,3,6,50,4,0,140,760,291,146,111,76,5,10
548,Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,Caen,fr Ligue 1,23,1995,25.1,813,36,70,496,281,65,767,17,37,45.9,18,0,499,2433,854,1104,593,53.7,63,42
549,Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,eng Premier League,37,1981,1,41,3,4,11,26,17,41,0,0,,0,0,10,22,11,69,34,49.3,7,0
550,Alessio da Cruz\Alessio-da-Cruz,nl NED,FWMF,Parma,it Serie A,21,1997,1.6,42,1,7,28,15,2,42,3,5,60,4,0,39,323,156,57,31,54.4,5,2
551,Juan Cuadrado\Juan-Cuadrado,co COL,MFDF,Juventus,it Serie A,30,1988,13.6,968,15,132,476,437,50,947,23,39,59,24,0,799,4481,2960,858,757,88.2,19,19
552,Cucho\Cucho,co COL,FW,Huesca,es La Liga,19,1999,23.9,954,19,84,441,492,128,908,49,82,59.8,53,2,694,4783,2719,1196,687,57.4,66,55
553,Marc Cucurella\Marc-Cucurella,es ESP,MFFW,Eibar,es La Liga,20,1998,26.2,1256,26,171,504,648,87,1183,17,39,43.6,20,5,797,4003,2083,1118,770,68.9,39,35
554,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,34,1984,33.9,1137,957,1125,14,0,0,747,0,0,,0,0,506,3856,2056,382,381,99.7,0,0
555,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,M'gladbach,de Bundesliga,18,1999,3.1,210,6,30,109,87,10,205,15,19,78.9,15,0,172,942,502,177,153,86.4,10,11
556,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,19,1999,9.5,377,8,34,156,204,56,371,20,26,76.9,22,2,293,1677,899,458,272,59.4,28,21
557,Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7,285,17,97,136,65,5,244,1,1,100,1,0,120,576,361,130,117,90,5,2
558,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Milan,it Serie A,20,1998,16.2,543,20,54,219,294,87,519,11,31,35.5,14,1,388,2299,972,748,389,52,46,34
559,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,23,1995,26.2,2254,47,482,1401,506,18,2055,30,41,73.2,31,2,1665,6883,3893,1789,1675,93.6,26,32
560,Marco D'Alessandro\Marco-DAlessandro,it ITA,DFMF,Udinese,it Serie A,27,1991,16.6,892,42,247,449,275,48,777,33,59,55.9,36,0,587,4886,3289,555,485,87.4,18,21
561,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,29,1988,28.7,2186,84,604,1177,525,54,1923,19,40,47.5,19,3,1483,6963,3731,1586,1505,94.9,19,20
562,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,30,1988,31.9,1740,204,990,818,56,25,1700,10,11,90.9,10,0,1126,6914,3872,1102,1078,97.8,4,8
563,Kouadio-Yves Dabila\Kouadio-Yves-Dabila,ci CIV,DF,Lille,fr Ligue 1,21,1997,8.7,467,70,304,177,5,4,453,1,1,100,1,0,294,1328,641,289,284,98.3,2,1
564,Abdoulaye Dabo\Abdoulaye-Dabo,fr FRA,FW,Nantes,fr Ligue 1,17,2001,1.3,44,0,2,20,23,4,43,2,3,66.7,2,0,30,175,71,39,31,79.5,1,6
565,Bryan Dabo\Bryan-Dabo,bf BFA,MFDF,Fiorentina,it Serie A,26,1992,9.2,541,30,100,339,144,13,512,7,18,38.9,8,1,351,2217,1304,391,340,87,11,10
566,Christoph Daferner\Christoph-Daferner,de GER,FW,Freiburg,de Bundesliga,20,1998,0.3,5,0,0,5,0,0,3,0,0,,0,0,3,16,0,8,3,37.5,0,1
567,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,19,1998,10.2,718,24,165,369,223,28,656,13,16,81.3,14,0,539,2484,1306,567,529,93.3,2,11
568,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,22,1996,7.7,540,19,114,362,128,12,537,6,9,66.7,7,0,431,2485,1333,433,396,91.5,7,10
569,Leon Dajaku\Leon-Dajaku,de GER,MFFW,Stuttgart,de Bundesliga,17,2001,0.3,11,0,2,6,3,2,11,0,2,0,0,0,8,26,23,16,10,62.5,1,0
570,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,34,1984,26.2,1500,158,754,740,94,22,1400,5,6,83.3,5,0,958,4670,2615,994,983,98.9,5,3
571,Nicola Dalmonte\Nicola-Dalmonte,it ITA,MFFW,Genoa,it Serie A,20,1997,0.5,33,0,3,10,23,5,28,1,1,100,1,0,25,220,109,24,20,83.3,2,1
572,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,eng Premier League,19,1999,11.3,690,43,165,313,249,22,599,12,19,63.2,13,0,418,2359,1357,450,392,87.1,16,7
