Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Dr_Succ%,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Rec%,Miscon,Dispos
2156,Samuel Sáiz\Samuel-Saiz,es ESP,FWMF,Getafe,es La Liga,27,1991,3.4,181,0,28,76,102,13,170,14,21,66.7,16,0,157,1332,718,176,125,71,6,6
2157,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,eng Premier League,16,2001,0.1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0
2158,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,26.4,1730,68,473,929,410,36,1475,16,28,57.1,17,0,978,4359,2432,1044,962,92.1,17,13
2159,Diafra Sakho\Diafra-Sakho,sn SEN,FW,Rennes,fr Ligue 1,28,1989,1.6,47,3,4,17,28,7,46,3,3,100,3,0,34,215,82,66,31,47,5,7
2160,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,26.8,1546,215,859,753,27,12,1509,11,11,100,11,0,1000,4873,2717,944,929,98.4,5,6
2161,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,eng Premier League,30,1988,0.3,20,1,4,12,7,0,19,0,2,0,0,0,14,170,91,29,12,41.4,2,2
2162,Emiliano Sala\Emiliano-Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,15.2,571,19,31,250,309,82,538,13,23,56.5,14,1,364,1606,732,775,412,53.2,47,35
2163,Jacopo Sala\Jacopo-Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,16.9,1332,64,356,689,374,13,1179,10,17,58.8,10,0,915,4601,2976,901,862,95.7,9,11
2164,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,26,1992,36.1,1659,6,62,536,1173,322,1578,79,139,56.8,86,8,1393,8881,5570,2138,1301,60.9,108,122
2165,Bartosz Salamon\Bartosz-Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,19.2,1001,181,610,406,29,12,965,2,2,100,2,0,536,2988,1701,528,514,97.3,2,1
2166,Carlos Salcedo\Carlos-Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,5.1,315,27,156,166,17,2,305,1,1,100,1,0,192,1165,646,194,187,96.4,3,1
2167,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,14.2,815,82,451,376,32,10,781,9,12,75,9,0,547,2978,1511,524,510,97.3,7,8
2168,Yannis Salibur\Yannis-Salibur,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,27,1991,9.8,470,0,43,236,242,31,442,27,37,73,27,1,392,3236,1970,460,339,73.7,18,25
2169,Yannis Salibur\Yannis-Salibur,fr FRA,FW,Guingamp,fr Ligue 1,27,1991,0.2,2,0,0,0,2,0,1,0,1,0,0,0,1,11,5,2,1,50,0,0
2170,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,21,1997,5.9,247,7,45,126,95,21,238,9,23,39.1,9,0,184,1342,772,223,174,78,12,14
2171,Edgar Salli\Edgar-Salli,cm CMR,MFFW,Nürnberg,de Bundesliga,25,1992,1.3,32,3,9,10,16,2,30,2,2,100,2,0,28,136,26,40,21,52.5,2,3
2172,Brice Samba\Brice-Samba,fr FRA,GK,Caen,fr Ligue 1,24,1994,38,1332,1157,1326,9,0,0,867,0,0,,0,0,598,3114,1928,460,458,99.6,0,1
2173,Junior Sambia\Junior-Sambia,fr FRA,MFFW,Montpellier,fr Ligue 1,21,1996,10.3,590,6,55,303,294,33,528,31,57,54.4,35,1,443,3361,2149,510,392,76.9,31,28
2174,Paolo Sammarco\Paolo-Sammarco,it ITA,MF,Frosinone,it Serie A,35,1983,6.1,352,5,64,235,82,4,340,2,3,66.7,2,0,236,1383,689,250,232,92.8,2,3
2175,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,32,1986,6,289,7,53,141,120,10,281,7,7,100,7,0,224,1126,636,262,203,77.5,6,16
2176,Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,es La Liga,29,1989,19.3,947,50,198,577,206,34,931,7,13,53.8,9,1,534,2232,1080,644,554,86,12,16
2177,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,22,1996,9,236,5,14,152,85,29,217,14,17,82.4,15,1,164,1025,382,307,167,54.4,26,10
2178,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Genoa,it Serie A,22,1996,8.5,262,3,20,109,150,50,256,8,13,61.5,9,0,168,1145,572,436,188,43.1,21,18
2179,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,de Bundesliga,20,1997,6.4,441,2,44,273,163,25,425,18,24,75,20,0,367,2181,1474,379,343,90.5,9,11
2180,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,eng Premier League,29,1988,9.8,525,2,54,228,272,58,517,20,28,71.4,21,0,449,2646,1329,546,416,76.2,19,27
2181,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,eng Premier League,32,1986,2.7,157,8,35,113,18,1,151,6,8,75,6,0,114,477,165,110,105,95.5,1,2
2182,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,22,1996,21.6,1659,179,885,819,39,16,1636,0,1,0,0,0,1113,5174,2503,1168,1152,98.6,3,7
2183,Javi Sánchez\Javi-Sanchez,es ESP,DF,Real Madrid,es La Liga,21,1997,0.5,15,6,12,3,0,0,13,0,0,,0,0,5,11,0,5,5,100,0,0
2184,Víctor Sánchez\Victor-Sanchez,es ESP,MF,Espanyol,es La Liga,30,1987,14.1,733,32,189,429,163,17,717,3,7,42.9,3,0,485,2338,943,511,470,92,14,12
2185,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,18,2000,27.3,1805,10,182,750,1046,138,1691,121,200,60.5,132,7,1589,11396,6781,1700,1404,82.6,72,72
2186,Sandro\Sandro,br BRA,MF,Udinese,it Serie A,29,1989,6.6,344,35,103,201,57,6,334,6,6,100,6,0,182,893,421,169,158,93.5,3,4
2187,Sandro\Sandro,br BRA,MF,Genoa,it Serie A,29,1989,7.9,424,46,132,239,65,6,420,1,1,100,1,0,217,805,297,235,209,88.9,2,2
2188,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,27,1991,26.5,2228,103,543,1130,738,64,2034,34,61,55.7,35,1,1604,9465,5729,1651,1561,94.5,28,34
2189,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,eng Premier League,22,1996,20.7,1253,8,68,325,932,212,1192,60,104,57.7,65,6,1073,6307,3619,1244,986,79.3,68,56
2190,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,29,1852,223,1013,918,70,26,1800,19,21,90.5,19,1,1190,7892,4569,1168,1145,98,10,8
2191,Luca Sangalli\Luca-Sangalli,es ESP,MFFW,Real Sociedad,es La Liga,23,1995,11.1,507,6,87,315,164,17,501,18,25,72,18,0,407,2408,1319,473,369,78,20,20
2192,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,fr Ligue 1,20,1997,27.4,1909,108,518,1231,307,32,1874,55,70,78.6,56,1,1416,7878,4145,1387,1273,91.8,36,29
2193,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,fr Ligue 1,28,1989,16.4,808,8,119,559,191,29,795,39,51,76.5,41,0,676,3383,1974,768,606,78.9,21,26
2194,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFFW,Caen,fr Ligue 1,26,1992,7.2,277,20,89,153,56,7,274,11,18,61.1,11,0,199,1203,511,218,172,78.9,11,12
2195,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,25,1993,13.8,442,12,32,174,244,100,433,11,21,52.4,12,0,293,962,381,698,336,48.1,38,27
2196,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,26.7,1689,22,296,1078,456,37,1667,40,61,65.6,42,1,1280,7470,4137,1404,1195,85.1,47,37
2197,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Villarreal,es La Liga,26,1991,0.4,23,0,1,9,17,3,22,0,0,,0,0,16,108,70,35,21,60,3,1
2198,Nicola Sansone\Nicola-Sansone,it ITA,FW,Bologna,it Serie A,26,1991,12.7,581,7,65,243,328,57,568,20,40,50,22,1,467,3366,1930,582,423,72.7,30,39
2199,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,36.1,1909,80,547,1247,248,18,1896,39,51,76.5,39,2,1243,7144,3709,1208,1143,94.6,28,30
2200,Roberto Santamaría\Roberto-Santamaria,es ESP,GK,Huesca,es La Liga,33,1985,20,634,518,631,5,0,0,365,0,0,,0,0,244,1517,1045,165,164,99.4,0,0
2201,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,27,1991,22.9,837,33,81,362,418,145,820,9,20,45,9,0,442,2137,650,1137,621,54.6,50,24
2202,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,27,1991,11.2,794,40,206,435,209,7,669,21,29,72.4,22,1,545,3626,2131,527,500,94.9,8,7
2203,Michael Santos\Michael-Santos,uy URU,FWMF,Leganés,es La Liga,25,1993,6.2,180,0,14,87,91,23,174,3,9,33.3,5,0,112,783,484,319,127,39.8,16,11
2204,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,23,1994,20,1068,113,500,509,103,14,959,9,14,64.3,9,0,594,2658,1489,605,573,94.7,9,8
2205,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Sampdoria,it Serie A,26,1991,10.1,627,14,68,320,299,42,618,13,26,50,14,4,526,3001,1961,652,505,77.5,22,37
2206,Pablo Sarabia\Pablo-Sarabia,es ESP,MFFW,Sevilla,es La Liga,26,1992,30.3,1805,14,200,746,984,174,1631,35,69,50.7,37,1,1319,6905,4034,1671,1288,77.1,53,41
2207,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,7.3,557,20,147,280,172,13,479,12,25,48,12,0,347,2156,1350,330,313,94.8,4,5
2208,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,2.4,104,1,5,55,52,14,103,4,7,57.1,4,0,86,421,198,149,86,57.7,13,4
2209,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,26,1992,24.9,1780,69,447,858,612,35,1534,51,90,56.7,57,0,1188,8016,4625,1165,1058,90.8,42,38
2210,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,20,1998,31,1218,8,123,582,676,161,1197,70,132,53,76,3,1060,9987,7177,1408,935,66.4,86,84
2211,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,33.3,2470,214,1211,1298,129,9,2320,12,20,60,14,0,1631,8212,4765,1747,1712,98,14,9
2212,Lluís Sastre\Lluis-Sastre,es ESP,MF,Huesca,es La Liga,32,1986,1.3,103,2,15,69,23,1,102,1,2,50,1,0,84,349,145,87,81,93.1,2,1
2213,Marco Sau\Marco-Sau,it ITA,MFFW,Sampdoria,it Serie A,30,1987,0.6,40,0,3,19,21,3,40,1,3,33.3,1,0,33,248,105,43,29,67.4,1,3
2214,Marco Sau\Marco-Sau,it ITA,FW,Cagliari,it Serie A,30,1987,6.2,226,4,30,87,130,40,221,5,12,41.7,6,0,188,1310,587,278,176,63.3,16,19
2215,Téji Savanier\Teji-Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,31.8,2310,88,550,1297,645,25,1999,91,127,71.7,93,4,1529,9890,5633,1340,1259,94,38,41
2216,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,27,1991,15.5,682,93,338,362,23,13,664,1,1,100,1,0,385,1995,1079,410,397,96.8,5,0
2217,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,22.2,1383,180,763,625,110,27,1340,12,19,63.2,13,0,797,5037,3350,790,765,96.8,10,8
2218,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DFMF,Chievo,it Serie A,29,1989,1.6,120,13,45,60,30,5,107,0,3,0,0,0,64,709,468,61,58,95.1,1,5
2219,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,FW,Parma,it Serie A,19,1999,0.9,30,0,5,16,12,2,26,1,3,33.3,2,0,15,64,31,38,18,47.4,3,2
2220,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,20.5,1542,52,378,898,380,17,1415,16,24,66.7,17,0,1080,5534,3108,1141,1078,94.5,12,17
2221,Patrik Schick\Patrik-Schick,cz CZE,FW,Roma,it Serie A,22,1996,14.6,466,21,54,202,231,87,453,16,27,59.3,16,1,287,1665,693,640,343,53.6,50,22
2222,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,2.9,116,5,6,59,55,18,111,5,7,71.4,5,1,65,308,163,141,87,61.7,8,7
2223,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,36.2,1907,212,1131,812,62,33,1867,1,2,50,1,0,957,4534,1928,1096,1039,94.8,5,3
2224,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,8.6,547,62,333,247,10,5,537,5,6,83.3,5,0,370,2170,1253,375,368,98.1,3,1
2225,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,2.5,129,15,62,69,11,2,116,3,3,100,3,0,85,662,363,74,70,94.6,0,1
2226,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,25,1992,18.6,884,33,204,475,277,64,875,26,39,66.7,28,1,611,3542,1881,734,586,79.8,26,35
2227,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38,1304,1091,1280,23,2,1,875,2,2,100,2,0,639,3150,1833,541,538,99.4,0,0
2228,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,6.3,536,21,120,293,151,9,462,4,8,50,4,0,348,1944,1094,364,338,92.9,9,8
2229,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28,1647,81,472,762,506,21,1268,19,33,57.6,19,0,925,4618,2617,957,835,87.3,16,21
2230,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,9.3,640,25,156,426,79,4,634,7,8,87.5,7,0,440,1687,548,443,422,95.3,4,7
2231,Alessandro Schöpf\Alessandro-Schopf,at AUT,MFDF,Schalke 04,de Bundesliga,24,1994,11.2,628,13,140,356,210,33,594,18,35,51.4,20,2,468,3597,1998,467,399,85.4,13,23
2232,Nico Schulz\Nico-Schulz,de GER,DFMF,Hoffenheim,de Bundesliga,25,1993,28.2,1847,51,423,876,717,110,1598,51,100,51,56,4,1309,9479,6316,1376,1208,87.8,46,39
2233,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,eng Premier League,27,1990,18.2,819,19,116,367,388,44,800,27,54,50,30,2,610,3600,1795,822,584,71,47,32
2234,Pirmin Schwegler\Pirmin-Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,23.1,1443,71,341,871,312,8,1288,15,15,100,15,0,779,3222,1684,797,740,92.8,13,17
2235,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33,1367,1146,1366,5,0,0,957,0,0,,0,0,733,4090,2035,613,611,99.7,1,0
2236,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,16.2,849,61,250,456,186,2,750,11,17,64.7,11,0,478,2837,1223,467,444,95.1,4,8
2237,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9,285,266,284,1,0,0,178,0,0,,0,0,125,648,311,92,92,100,0,0
2238,Andrea Seculin\Andrea-Seculin,it ITA,GK,Chievo,it Serie A,28,1990,1,26,21,26,0,0,0,21,0,0,,0,0,13,43,14,11,11,100,0,0
2239,Stanley Segarel\Stanley-Segarel,fr FRA,FWMF,Amiens,fr Ligue 1,24,1994,0.2,6,0,0,3,3,3,6,0,0,,0,0,3,13,3,9,5,55.6,3,0
2240,Davie Selke\Davie-Selke,de GER,FWMF,Hertha BSC,de Bundesliga,23,1995,19.3,699,10,36,332,370,121,671,30,56,53.6,33,0,423,2754,1607,997,556,55.8,57,37
2241,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,18.5,1077,39,222,715,212,6,1050,13,19,68.4,14,0,758,3429,1503,779,714,91.7,9,11
2242,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37,1236,1119,1233,5,0,0,835,1,1,100,1,0,600,2721,1329,462,459,99.4,0,1
2243,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,eng Premier League,24,1993,8.4,374,6,46,183,176,38,367,22,41,53.7,22,1,286,2064,1020,360,266,73.9,13,29
2244,Alfa Semedo\Alfa-Semedo,pt POR,MF,Espanyol,es La Liga,20,1997,0.5,34,1,9,19,7,1,33,2,3,66.7,3,0,20,214,120,26,20,76.9,1,1
2245,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,17.8,1406,45,348,684,476,49,1281,31,54,57.4,33,0,1092,5832,3290,1094,1019,93.1,16,22
2246,Rúben Semedo\Ruben-Semedo,pt POR,DF,Huesca,es La Liga,24,1994,9.4,463,57,281,190,23,13,454,5,9,55.6,7,0,284,1507,584,287,269,93.7,3,5
2247,Adrian Šemper\Adrian-Semper,hr CRO,GK,Chievo,it Serie A,20,1998,6,219,204,219,0,0,0,145,0,0,,0,0,89,513,335,60,60,100,0,0
2248,Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,21.9,1715,33,319,1036,484,28,1584,30,44,68.2,31,2,1230,6896,3628,1333,1222,91.7,34,25
2249,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,1322,1223,1320,4,0,0,745,0,0,,0,0,463,2391,1712,333,332,99.7,0,0
2250,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,19.2,721,12,134,442,220,42,720,35,62,56.5,40,1,553,3982,2376,544,424,77.9,40,32
2251,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,24.9,1933,61,380,1162,481,16,1785,16,21,76.2,16,0,1335,5561,2770,1498,1367,91.3,27,32
2252,Leonardo Sernicola\Leonardo-Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,0.1,4,0,0,1,3,0,4,0,0,,0,0,3,36,6,5,4,80,0,0
2253,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,1.3,74,4,16,32,29,1,67,0,0,,0,0,47,216,102,57,43,75.4,1,2
2254,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,1.2,77,2,23,51,7,1,74,0,0,,0,0,45,204,112,43,43,100,1,0
2255,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,25.6,1144,55,277,498,447,91,1045,32,65,49.2,35,3,799,4669,2930,1010,686,67.9,47,54
2256,Paik Seung-ho\Paik-Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,0.7,28,1,4,18,9,1,28,0,1,0,0,0,23,105,62,24,21,87.5,0,2
2257,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,23.4,1160,13,160,489,611,129,1139,56,98,57.1,62,1,979,6959,4091,1189,904,76,42,34
2258,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,0,2,0,0,2,1,0,2,0,0,,0,0,2,31,21,4,2,50,0,0
2259,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,11.8,819,7,66,421,380,38,765,8,14,57.1,8,0,647,3034,1238,728,624,85.7,24,23
2260,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,2265,110,564,1174,656,53,1959,28,39,71.8,30,0,1444,6919,3873,1456,1371,94.2,19,17
2261,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,10.5,770,19,189,442,190,11,683,14,17,82.4,15,0,485,2275,1223,509,470,92.3,7,3
2262,Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,4.3,196,2,35,88,83,9,181,3,7,42.9,3,0,130,757,367,156,112,71.8,8,11
2263,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,857,77,444,456,16,1,835,7,7,100,7,0,556,3065,1735,509,504,99,2,2
2264,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,23.1,1703,63,358,856,582,40,1411,16,36,44.4,18,4,1047,5557,3362,1127,1000,88.7,29,31
2265,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,14,716,43,175,481,91,10,708,2,4,50,3,0,408,1698,633,464,393,84.7,10,16
2266,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,1448,115,598,803,144,24,1379,15,19,78.9,16,0,1041,6125,3020,1063,1035,97.4,10,5
2267,Theoson Siebatcheu\Theoson-Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,22,1996,6.8,175,7,20,72,90,37,168,3,7,42.9,3,0,108,521,240,221,109,49.3,15,9
2268,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,3,141,24,83,59,6,1,133,2,2,100,2,0,74,456,273,71,70,98.6,0,3
2269,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,34.6,1613,24,177,728,797,106,1432,38,62,61.3,42,0,1094,5193,2366,1353,996,73.6,56,47
2270,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,18.2,755,19,132,356,327,36,716,38,70,54.3,41,1,573,4071,1995,672,500,74.4,29,38
2271,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,1,90,2,10,64,19,0,87,0,0,,0,0,70,287,134,77,68,88.3,2,1
2272,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,13.2,863,31,182,605,121,0,833,22,28,78.6,23,3,605,2974,1532,568,525,92.4,5,16
2273,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,24,838,34,77,384,433,134,801,17,47,36.2,19,0,570,3643,2037,1237,614,49.6,55,55
2274,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,31.7,2141,34,237,927,1141,186,2066,50,81,61.7,55,5,1707,11135,6625,1873,1628,86.9,42,45
2275,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,26.7,2309,23,195,1077,1174,223,2247,27,42,64.3,31,0,1844,8886,4585,2160,1911,88.5,27,28
2276,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,27,1991,15.9,784,59,268,346,212,11,644,11,15,73.3,12,0,420,2153,1094,465,377,81.1,19,6
2277,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30,1588,75,409,710,544,42,1294,19,38,50,21,1,839,4184,2383,974,821,84.3,28,20
2278,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,1,55,0,4,24,29,5,51,0,1,0,0,0,38,184,73,48,41,85.4,0,1
2279,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,2088,238,884,1264,76,21,2044,6,6,100,6,0,1533,8141,5425,1596,1582,99.1,4,4
2280,Xande Silva\Xande-Silva,pt POR,FW,West Ham,eng Premier League,21,1997,0.2,9,0,0,4,5,3,9,0,0,,0,0,3,22,4,11,6,54.5,0,0
2281,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34,1758,279,995,823,42,23,1703,1,1,100,1,0,1138,6157,3323,1163,1150,98.9,4,1
2282,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,27.3,767,13,74,342,411,141,741,32,55,58.2,33,1,552,4229,2102,1062,518,48.8,80,88
2283,Lorenco Šimić\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,193,25,95,100,8,6,189,1,1,100,1,0,122,770,431,125,121,96.8,2,2
2284,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,8.7,416,14,100,171,177,36,358,20,33,60.6,21,0,293,2414,1593,294,237,80.6,13,24
2285,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,21,1997,7,206,185,206,0,0,0,142,0,0,,0,0,100,609,338,72,71,98.6,0,0
2286,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,3.2,197,21,82,101,25,1,161,0,0,,0,0,87,319,139,92,81,88,3,1
2287,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1997,4.5,298,42,178,134,6,3,289,0,0,,0,0,164,1175,608,173,171,98.8,1,1
2288,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,eng Premier League,21,1997,2.4,75,2,22,23,37,9,74,3,4,75,3,0,56,501,312,111,45,40.5,3,9
2289,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,0.7,28,0,0,16,15,1,26,1,1,100,1,0,19,132,34,37,18,48.6,1,1
2290,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,32.9,1809,174,893,921,107,39,1664,22,27,81.5,23,0,912,5750,3194,886,844,95.3,8,10
2291,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,31,1987,35.2,1207,1024,1202,9,1,0,805,2,2,100,2,0,587,2787,1638,446,445,99.8,0,0
2292,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,29.6,1623,53,299,1040,400,41,1616,36,63,57.1,39,0,1216,6657,3462,1257,1082,86.1,61,42
2293,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,25.9,1643,52,333,1029,412,41,1611,45,69,65.2,49,1,1241,7905,4347,1322,1185,89.6,25,32
2294,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,9.4,557,8,70,302,242,25,538,31,44,70.5,32,0,502,3557,1754,522,455,87.2,16,18
2295,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,113,101,113,0,0,0,65,0,0,,0,0,40,325,220,23,23,100,0,0
