Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Dr_Succ%,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Rec%,Miscon,Dispos
323,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MFFW,Milan,it Serie A,29,1989,14.9,887,16,96,431,427,62,862,27,38,71.1,29,1,686,3445,1648,826,698,84.5,33,21
324,Federico Bonazzoli\Federico-Bonazzoli,it ITA,FWMF,Sampdoria,it Serie A,22,1997,8.3,341,2,28,154,192,39,330,10,18,55.6,10,0,247,1375,714,408,260,63.7,21,15
325,Gaëtan Bong\Gaetan-Bong,cm CMR,MFDF,Brighton,eng Premier League,31,1988,0.7,44,0,4,18,23,3,41,0,1,0,0,0,34,131,72,44,35,79.5,2,2
326,Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,Torino,it Serie A,23,1996,2.7,124,29,87,33,6,2,122,1,1,100,1,0,63,346,173,64,62,96.9,1,1
327,Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,SPAL,it Serie A,23,1996,13.2,803,175,484,332,34,6,779,13,15,86.7,13,0,493,2922,1557,501,498,99.4,2,6
328,Federico Bonini\Federico-Bonini,it ITA,DF,Bologna,it Serie A,17,2001,0.1,5,0,3,2,0,0,5,0,0,,0,0,5,24,18,4,4,100,0,0
329,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,it Serie A,32,1987,34.2,2365,316,1060,1366,80,21,2283,4,6,66.7,5,0,1535,8124,4808,1804,1768,98,7,2
330,Fabio Borini\Fabio-Borini,it ITA,FWMF,Hellas Verona,it Serie A,28,1991,9,391,10,51,163,207,50,374,10,17,58.8,12,1,251,1612,996,387,270,69.8,11,16
331,Fabio Borini\Fabio-Borini,it ITA,MFFW,Milan,it Serie A,28,1991,0.8,35,3,3,18,16,3,35,1,1,100,1,0,24,124,66,24,21,87.5,1,2
332,Dennis Borkowski\Dennis-Borkowski,de GER,FW,RB Leipzig,de Bundesliga,17,2002,0.1,5,0,0,4,1,0,5,2,4,50,2,0,7,24,22,6,4,66.7,0,1
333,Robin Bormuth\Robin-Bormuth,de GER,DF,Düsseldorf,de Bundesliga,23,1995,2,97,27,73,26,4,2,94,0,0,,0,0,44,294,216,53,53,100,1,0
334,Sebastiaan Bornauw\Sebastiaan-Bornauw,be BEL,DF,Köln,de Bundesliga,20,1999,27.2,1496,222,928,612,54,24,1467,7,11,63.6,7,0,939,5346,2580,988,962,97.4,5,6
335,Brandon Borrello\Brandon-Borrello,au AUS,MFFW,Freiburg,de Bundesliga,24,1995,3.3,149,3,25,79,60,9,147,6,15,40,8,0,115,485,195,133,96,72.2,18,13
336,Gabriel Boschilia\Gabriel-Boschilia,br BRA,MFFW,Monaco,fr Ligue 1,23,1996,1.4,95,1,12,46,41,6,88,3,3,100,3,0,72,395,159,85,70,82.4,5,0
337,Denis Bouanga\Denis-Bouanga,ga GAB,FWDF,Saint-Étienne,fr Ligue 1,24,1994,22.7,1029,24,153,499,471,114,962,64,120,53.3,73,4,748,4127,2551,1015,680,67,71,78
338,Hicham Boudaoui\Hicham-Boudaoui,dz ALG,MFFW,Nice,fr Ligue 1,19,1999,5.4,277,9,63,114,121,17,275,9,16,56.3,11,0,200,1090,660,242,191,78.9,11,10
339,Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,29,1990,17.7,1141,5,104,652,463,22,1023,32,48,66.7,33,3,801,3799,1835,1006,825,82,29,42
340,Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Southampton,eng Premier League,25,1993,8.5,515,6,53,203,322,53,507,54,96,56.3,61,3,447,2446,1547,468,382,81.6,21,41
341,Nassim Boujellab\Nassim-Boujellab,ma MAR,MFFW,Schalke 04,de Bundesliga,20,1999,4.7,205,6,49,110,56,13,201,2,6,33.3,4,0,123,612,263,163,125,76.7,7,5
342,Farid Boulaya\Farid-Boulaya,dz ALG,FW,Metz,fr Ligue 1,26,1993,9.1,540,6,74,261,246,26,502,14,27,51.9,16,0,389,2547,1389,470,364,77.4,20,19
343,Yassine Bounou\Yassine-Bounou,ma MAR,GK,Sevilla,es La Liga,28,1991,5.5,185,178,185,0,0,0,128,0,0,,0,0,84,314,101,73,73,100,0,0
344,Mehdi Bourabia\Mehdi-Bourabia,ma MAR,MF,Sassuolo,it Serie A,27,1991,10.3,889,44,208,596,144,1,862,12,14,85.7,13,1,637,2877,1678,675,637,94.4,8,23
345,Benjamin Bourigeaud\Benjamin-Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,25,1994,21.1,1441,42,292,822,392,18,1304,15,22,68.2,17,0,915,3896,2045,1035,916,88.5,23,10
346,Bilal Boutobba\Bilal-Boutobba,fr FRA,MFDF,Montpellier,fr Ligue 1,20,1998,0.1,6,0,0,2,4,0,6,1,1,100,1,0,7,41,22,7,6,85.7,0,0
347,Jarrod Bowen\Jarrod-Bowen,eng ENG,FW,West Ham,eng Premier League,22,1996,10.2,421,8,77,161,234,52,393,16,33,48.5,17,3,313,2412,1180,352,259,73.6,17,22
348,Dedryck Boyata\Dedryck-Boyata,be BEL,DF,Hertha BSC,de Bundesliga,28,1990,27.1,1685,253,1058,707,48,28,1665,12,12,100,12,0,1080,5933,3182,1143,1124,98.3,8,3
349,John Boye\John-Boye,gh GHA,DF,Metz,fr Ligue 1,32,1987,23.5,1168,181,775,439,13,8,1147,6,7,85.7,6,0,659,2837,1044,674,655,97.2,3,3
350,Can Bozdogan\Can-Bozdogan,de GER,MF,Schalke 04,de Bundesliga,18,2001,2.6,103,0,23,55,42,0,102,10,15,66.7,11,0,88,524,310,77,64,83.1,4,7
351,Domagoj Bradarić\Domagoj-Bradaric,hr CRO,DF,Lille,fr Ligue 1,19,1999,15.8,1000,39,207,530,340,7,827,9,17,52.9,11,1,578,3201,2016,640,581,90.8,20,7
352,Filip Bradarić\Filip-Bradaric,hr CRO,MF,Celta Vigo,es La Liga,27,1992,7.8,485,21,121,308,73,7,475,4,5,80,5,0,268,1234,573,336,321,95.5,3,6
353,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,eng Premier League,27,1992,5,249,13,47,102,118,15,238,4,10,40,5,0,148,723,336,186,149,80.1,12,9
354,Martin Braithwaite\Martin-Braithwaite,dk DEN,FWMF,Barcelona,es La Liga,28,1991,4.5,170,2,19,65,94,24,168,5,8,62.5,5,0,123,608,334,193,142,73.6,4,7
355,Martin Braithwaite\Martin-Braithwaite,dk DEN,FWMF,Leganés,es La Liga,28,1991,21.5,607,9,58,298,288,75,602,32,52,61.5,35,3,405,1872,884,775,442,57,47,27
356,Federico Brancolini\Federico-Brancolini,it ITA,GK,Fiorentina,it Serie A,18,2001,0.1,3,3,3,0,0,0,2,0,0,,0,0,1,0,0,1,1,100,0,0
357,Brandon\Brandon,es ESP,FW,Osasuna,es La Liga,24,1995,4.5,174,1,21,85,82,15,166,3,8,37.5,3,0,122,645,368,222,123,55.4,13,9
358,Julian Brandt\Julian-Brandt,de GER,MFFW,Dortmund,de Bundesliga,23,1996,24.5,1987,15,287,1125,710,83,1949,63,90,70,67,1,1509,7464,3242,1855,1621,87.4,64,48
359,Jarrad Branthwaite\Jarrad-Branthwaite,eng ENG,DF,Everton,eng Premier League,17,2002,3.3,243,46,139,117,2,0,238,0,0,,0,0,170,846,417,183,182,99.5,1,0
360,Darko Brašanac\Darko-Brasanac,rs SRB,MF,Osasuna,es La Liga,27,1992,24.9,976,38,168,566,298,59,968,12,22,54.5,12,0,559,2650,1283,866,604,69.7,27,30
361,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,eng Premier League,36,1983,3.9,137,116,136,1,0,0,101,1,1,100,1,0,76,281,144,77,76,98.7,0,0
362,Josip Brekalo\Josip-Brekalo,hr CRO,MFFW,Wolfsburg,de Bundesliga,21,1998,18.6,1086,7,95,533,552,74,989,40,77,51.9,43,7,808,4746,2750,984,787,80,42,59
363,Gleison Bremer\Gleison-Bremer,br BRA,DF,Torino,it Serie A,22,1997,25.2,1482,197,839,670,65,21,1449,14,18,77.8,15,0,877,5029,2686,852,834,97.9,13,8
364,Marco Brescianini\Marco-Brescianini,it ITA,MF,Milan,it Serie A,19,2000,0.3,25,0,5,16,4,0,25,0,0,,0,0,17,104,50,21,20,95.2,0,1
365,Anthony Briançon\Anthony-Briancon,fr FRA,DF,Nîmes,fr Ligue 1,24,1994,19.3,1074,151,646,440,48,17,1009,5,6,83.3,5,0,601,3295,1777,610,589,96.6,2,2
366,Jimmy Briand\Jimmy-Briand,fr FRA,FW,Bordeaux,fr Ligue 1,33,1985,16.9,503,20,63,277,177,47,466,4,15,26.7,6,0,298,976,338,654,341,52.1,34,18
367,Yan Brice Eteki\Yan-Brice-Eteki,cm CMR,MF,Granada,es La Liga,21,1997,16.7,583,29,135,369,105,4,577,13,20,65,14,0,354,1421,595,315,276,87.6,8,18
368,Armando Broja\Armando-Broja,al ALB,FW,Chelsea,eng Premier League,17,2001,0.1,5,0,0,1,4,0,5,0,0,,0,0,5,8,1,7,5,71.4,1,1
369,Dylan Bronn\Dylan-Bronn,tn TUN,DF,Metz,fr Ligue 1,24,1995,9,395,66,254,153,6,3,383,1,2,50,1,0,220,968,434,236,235,99.6,1,0
370,David Brooks\David-Brooks,wal WAL,MF,Bournemouth,eng Premier League,22,1997,5.6,236,4,29,85,138,10,214,13,25,52,14,3,165,692,341,221,170,76.9,10,8
371,John Brooks\John-Brooks,us USA,DF,Wolfsburg,de Bundesliga,26,1993,24.7,1480,164,830,709,47,32,1437,5,6,83.3,5,0,802,5082,2727,852,828,97.2,4,3
372,Daniel Brosinski\Daniel-Brosinski,de GER,DF,Mainz 05,de Bundesliga,31,1988,19,1269,59,351,505,485,19,909,13,26,50,17,4,577,3278,2113,625,562,89.9,12,4
373,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,eng Premier League,23,1995,8.9,410,31,98,219,107,9,403,7,7,100,7,0,213,859,326,276,244,88.4,8,4
374,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,Inter,it Serie A,26,1992,30,2492,100,617,1507,538,38,2372,21,28,75,22,0,1713,9216,3972,1886,1798,95.3,19,23
375,Gastón Brugman\Gaston-Brugman,uy URU,MF,Parma,it Serie A,26,1992,16.2,828,67,281,460,146,5,790,9,15,60,12,0,503,2612,1454,515,477,92.6,2,11
376,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Wolfsburg,de Bundesliga,27,1991,9,425,59,252,188,12,9,408,2,3,66.7,2,0,223,1560,714,214,211,98.6,4,2
377,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Mainz 05,de Bundesliga,27,1991,7.5,392,62,235,181,13,7,383,1,1,100,1,0,227,1619,850,221,219,99.1,4,1
378,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FWMF,Hoffenheim,de Bundesliga,20,1998,4.3,181,1,28,79,89,32,175,13,21,61.9,13,1,147,940,532,166,131,78.9,8,5
379,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,Dortmund,de Bundesliga,20,1998,0.8,36,0,3,12,22,7,36,1,3,33.3,1,0,28,105,52,48,29,60.4,4,1
380,Bryan\Bryan,es ESP,MFFW,Leganés,es La Liga,18,2001,6.2,310,2,46,133,159,34,294,11,20,55,13,2,234,1528,926,266,202,75.9,18,17
381,Bryan\Bryan,es ESP,FW,Sevilla,es La Liga,18,2001,0.7,34,0,4,9,24,2,34,3,5,60,3,0,34,145,73,36,29,80.6,0,3
382,Lucas Buadés\Lucas-Buades,fr FRA,FW,Nîmes,fr Ligue 1,21,1997,1.3,41,4,16,15,10,1,41,1,3,33.3,1,0,26,42,16,47,25,53.2,8,1
383,Ante Budimir\Ante-Budimir,hr CRO,FW,Mallorca,es La Liga,28,1991,30.7,927,28,76,511,382,128,893,21,38,55.3,22,2,502,1946,902,1329,674,50.7,83,49
384,Emi Buendía\Emi-Buendia,ar ARG,FWMF,Norwich City,eng Premier League,22,1996,27.4,1983,59,395,955,782,57,1798,106,139,76.3,111,3,1457,6750,3956,1560,1328,85.1,67,90
385,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,Juventus,it Serie A,41,1978,9,228,201,225,3,0,0,162,0,0,,0,0,101,425,250,98,96,98,0,0
386,Marius Bülter\Marius-Bulter,de GER,MFFW,Union Berlin,de Bundesliga,26,1993,25.8,1047,25,190,456,473,78,1021,66,106,62.3,69,5,727,3462,1858,956,653,68.3,61,70
387,Esteban Burgos\Esteban-Burgos,ar ARG,DF,Eibar,es La Liga,27,1992,12.4,515,71,267,269,8,3,494,7,7,100,7,0,210,1166,487,217,212,97.7,1,0
388,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,Schalke 04,de Bundesliga,30,1989,13.7,470,11,19,200,260,79,441,20,33,60.6,22,2,289,808,309,731,325,44.5,46,23
389,Burgui\Burgui,es ESP,MF,Alavés,es La Liga,25,1993,0.2,10,0,1,7,3,0,9,0,0,,0,0,7,23,14,9,6,66.7,2,0
390,Jonathan Burkardt\Jonathan-Burkardt,de GER,FW,Mainz 05,de Bundesliga,19,2000,2.8,93,4,24,46,34,10,85,6,11,54.5,7,0,66,307,163,89,45,50.6,6,8
391,Oliver Burke\Oliver-Burke,sco SCO,MFFW,Alavés,es La Liga,22,1997,15.9,526,23,80,246,242,57,516,26,44,59.1,29,0,326,1830,1068,615,356,57.9,32,33
392,Roman Bürki\Roman-Burki,ch SUI,GK,Dortmund,de Bundesliga,28,1990,30.8,1102,934,1099,3,0,0,852,0,2,0,0,0,610,2826,1173,560,554,98.9,0,0
393,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,eng Premier League,27,1992,32,2247,173,783,1117,476,32,1975,25,43,58.1,27,2,1245,6174,3218,1438,1334,92.8,25,37
394,Patrick Burner\Patrick-Burner,fr FRA,DF,Nice,fr Ligue 1,23,1996,15.9,1235,46,477,678,161,10,1087,20,32,62.5,22,0,845,3721,2199,842,804,95.5,4,8
395,Sergio Busquets\Sergio-Busquets,es ESP,MF,Barcelona,es La Liga,31,1988,27.6,2844,80,631,1885,468,18,2770,22,27,81.5,24,1,1910,6794,3363,2254,2182,96.8,14,19
396,Unai Bustinza\Unai-Bustinza,es ESP,DF,Leganés,es La Liga,27,1992,29.8,1629,101,661,830,234,24,1450,6,15,40,8,0,773,4288,2575,826,770,93.2,13,5
397,Ludovic Butelle\Ludovic-Butelle,fr FRA,GK,Angers,fr Ligue 1,36,1983,26,739,624,737,6,0,0,461,0,0,,0,0,305,2000,1176,219,214,97.7,1,0
398,Marcin Bułka\Marcin-Bulka,pl POL,GK,Paris S-G,fr Ligue 1,19,1999,1,20,17,20,0,0,0,13,0,0,,0,0,7,26,6,8,8,100,0,0
399,Sam Byram\Sam-Byram,eng ENG,DF,Norwich City,eng Premier League,25,1993,14.4,1013,91,385,406,263,41,875,5,14,35.7,7,2,466,1987,968,585,518,88.5,19,7
400,Erick Cabaco\Erick-Cabaco,uy URU,DF,Getafe,es La Liga,24,1995,3,169,14,59,96,19,1,135,0,0,,0,0,62,291,168,69,68,98.6,2,1
401,Erick Cabaco\Erick-Cabaco,uy URU,DF,Levante,es La Liga,24,1995,9,469,114,282,193,12,4,450,4,5,80,4,0,256,1152,645,254,249,98,1,0
402,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,eng Premier League,37,1981,5,177,166,177,0,0,0,146,0,0,,0,0,116,422,208,110,110,100,0,0
403,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Saint-Étienne,fr Ligue 1,33,1986,9.5,613,18,154,373,128,10,587,7,9,77.8,7,0,392,1821,1041,400,386,96.5,3,9
404,Manuel Cabit\Manuel-Cabit,mq MTQ,DF,Metz,fr Ligue 1,26,1993,3,181,14,68,75,49,0,136,2,2,100,2,0,101,562,262,92,85,92.4,3,0
405,Ariday Cabrera\Ariday-Cabrera,es ESP,MFFW,Mallorca,es La Liga,30,1988,0.4,20,0,2,8,12,2,17,0,2,0,0,0,10,36,14,10,9,90,2,0
406,Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Getafe,es La Liga,28,1991,17,730,70,285,421,50,16,672,5,6,83.3,5,0,272,1530,583,268,256,95.5,3,2
407,Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Espanyol,es La Liga,28,1991,17,993,136,516,464,73,7,906,5,6,83.3,5,1,526,3418,1702,548,537,98,1,5
408,Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Cagliari,it Serie A,32,1986,12.8,808,72,333,347,173,9,679,5,9,55.6,5,0,466,1904,978,521,497,95.4,3,5
409,Martín Cáceres\Martin-Caceres,uy URU,DF,Fiorentina,it Serie A,32,1987,26.2,1551,135,669,854,141,15,1412,4,5,80,4,0,949,5442,3347,1009,981,97.2,5,5
410,Anthony Caci\Anthony-Caci,fr FRA,DF,Strasbourg,fr Ligue 1,22,1997,7.7,624,26,206,350,113,4,542,4,10,40,5,0,387,2036,1195,396,379,95.7,5,4
411,Jhonder Cádiz\Jhonder-Cadiz,ve VEN,FWMF,Dijon,fr Ligue 1,24,1995,8.9,335,13,26,161,165,60,316,26,36,72.2,26,2,212,986,669,446,246,55.2,25,27
412,Mathieu Cafaro\Mathieu-Cafaro,fr FRA,FWMF,Reims,fr Ligue 1,22,1997,10.3,495,3,61,206,270,32,435,23,41,56.1,26,4,327,1998,1064,431,327,75.9,25,13
413,Jonathan Cafu\Jonathan-Cafu,br BRA,DF,Bordeaux,fr Ligue 1,28,1991,2.2,131,4,24,87,24,3,119,3,6,50,3,0,99,387,249,107,90,84.1,7,5
414,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,eng Premier League,33,1985,24.1,1207,201,731,486,57,42,1170,8,10,80,8,0,657,3684,1548,758,728,96,7,4
415,Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Lazio,it Serie A,30,1988,15.6,557,3,46,264,281,87,553,15,23,65.2,15,0,403,1266,591,665,454,68.3,38,25
416,Arturo Calabresi\Arturo-Calabresi,it ITA,DF,Amiens,fr Ligue 1,23,1996,20.9,1240,89,436,608,257,14,1005,24,35,68.6,27,3,633,2744,1624,590,550,93.2,11,24
417,Davide Calabria\Davide-Calabria,it ITA,DF,Milan,it Serie A,22,1996,18,1377,57,420,763,298,28,1201,11,24,45.8,14,0,840,4292,2655,916,871,95.1,13,10
418,Riccardo Calafiori\Riccardo-Calafiori,it ITA,DF,Roma,it Serie A,17,2002,0.7,19,0,5,8,6,3,19,0,0,,0,0,13,33,9,17,14,82.4,1,0
419,Mattia Caldara\Mattia-Caldara,it ITA,DF,Atalanta,it Serie A,25,1994,10.7,531,52,254,277,24,8,519,2,2,100,2,0,314,1697,760,297,289,97.3,2,3
420,Marco Calderoni\Marco-Calderoni,it ITA,DF,Lecce,it Serie A,30,1989,22.9,1368,85,483,573,399,25,1144,12,18,66.7,12,1,790,3690,2000,896,805,89.8,21,13
421,Fernando Calero\Fernando-Calero,es ESP,DF,Espanyol,es La Liga,23,1995,11.6,699,78,368,347,18,0,680,1,1,100,1,0,428,2081,1034,446,441,98.9,0,3
422,Duje Ćaleta-Car\Duje-Caleta-Car,hr CRO,DF,Marseille,fr Ligue 1,22,1996,21,1282,187,715,618,46,22,1246,0,0,,0,0,769,5070,3114,874,854,97.7,0,0
423,Hakan Çalhanoğlu\Hakan-Calhanoglu,tr TUR,MFFW,Milan,it Serie A,25,1994,30,1997,40,214,979,981,95,1835,39,60,65,40,1,1393,7940,4405,1723,1472,85.4,48,35
424,Daniel Caligiuri\Daniel-Caligiuri,it ITA,MFFW,Schalke 04,de Bundesliga,31,1988,25.5,1422,48,223,644,654,61,1279,45,90,50,48,2,890,4228,2177,1048,796,76,58,63
425,José Callejón\Jose-Callejon,es ESP,FWMF,Napoli,it Serie A,32,1987,24.1,1429,18,159,598,721,88,1317,10,25,40,10,0,946,3451,1607,1323,1095,82.8,17,14
426,Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,Espanyol,es La Liga,25,1993,20.1,623,27,58,292,304,96,603,15,28,53.6,19,1,319,1479,634,876,457,52.2,67,38
427,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,22,1997,29.2,973,38,81,422,518,144,949,15,34,44.1,18,1,503,2563,894,1396,741,53.1,107,39
428,Mahdi Camara\Mahdi-Camara,fr FRA,MF,Saint-Étienne,fr Ligue 1,21,1998,10,584,12,133,396,91,10,581,10,14,71.4,11,1,395,2642,1071,448,399,89.1,6,12
429,Souleymane Camara\Souleymane-Camara,sn SEN,FWMF,Montpellier,fr Ligue 1,36,1982,1.8,62,1,5,33,29,5,61,2,2,100,2,0,39,162,62,114,53,46.5,7,4
430,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Crystal Palace,eng Premier League,25,1994,0.1,3,0,0,3,0,0,3,0,0,,0,0,3,28,9,3,3,100,0,0
431,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Alavés,es La Liga,25,1994,14.4,662,24,113,413,171,11,624,16,29,55.2,16,1,463,2105,826,512,432,84.4,23,12
432,Eduardo Camavinga\Eduardo-Camavinga,fr FRA,MF,Rennes,fr Ligue 1,16,2002,23.4,1298,62,365,899,155,11,1274,14,18,77.8,14,0,845,5457,2756,902,819,90.8,24,29
433,Sergio Camello\Sergio-Camello,es ESP,FW,Atlético Madrid,es La Liga,18,2001,0.3,8,0,1,4,3,1,8,0,0,,0,0,6,14,8,12,7,58.3,1,0
434,José Campaña\Jose-Campana,es ESP,MF,Levante,es La Liga,26,1993,35.1,2504,97,566,1381,742,67,2311,53,85,62.4,61,4,1718,10124,5524,1939,1751,90.3,55,48
435,Xisco Campos\Xisco-Campos,es ESP,DF,Mallorca,es La Liga,37,1982,5.3,264,38,160,100,12,4,255,0,0,,0,0,124,681,206,146,142,97.3,0,0
436,Víctor Campuzano\Victor-Campuzano,es ESP,FW,Espanyol,es La Liga,22,1997,9.7,268,5,19,135,135,35,253,11,15,73.3,11,0,178,846,513,394,171,43.4,40,20
437,Emre Can\Emre-Can,de GER,MFDF,Dortmund,de Bundesliga,25,1994,10.6,862,42,262,531,132,20,849,15,25,60,17,0,621,3238,1597,684,650,95,5,16
438,Emre Can\Emre-Can,de GER,MF,Juventus,it Serie A,25,1994,3.2,204,9,31,117,69,12,200,7,10,70,7,0,156,667,324,170,154,90.6,4,5
439,Sergio Canales\Sergio-Canales,es ESP,MFFW,Betis,es La Liga,28,1991,35.1,2529,34,421,1400,946,100,2296,48,71,67.6,54,1,1854,12227,6953,2155,1932,89.7,40,46
440,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,eng Premier League,25,1994,13.4,1295,29,252,722,413,33,1195,46,63,73,49,4,969,4475,2384,970,931,96,11,13
441,Antonio Candreva\Antonio-Candreva,it ITA,DF,Inter,it Serie A,32,1987,22.1,1568,53,356,637,669,66,1356,10,27,37,13,1,1111,6032,3459,1207,1095,90.7,19,13
442,Gianmarco Cangiano\Gianmarco-Cangiano,it ITA,FWMF,Bologna,it Serie A,17,2001,0.2,16,1,2,9,8,1,15,3,4,75,3,0,17,68,22,10,9,90,1,1
443,Todd Cantwell\Todd-Cantwell,eng ENG,FWMF,Norwich City,eng Premier League,21,1998,27.7,1511,42,274,756,607,91,1479,57,94,60.6,61,1,1103,5770,3018,1401,1111,79.3,59,50
444,Ander Capa\Ander-Capa,es ESP,DF,Athletic Club,es La Liga,27,1992,31.9,1951,86,497,933,661,47,1570,52,76,68.4,57,5,1034,5859,3890,1142,1003,87.8,28,43
445,Pierrick Capelle\Pierrick-Capelle,fr FRA,MFDF,Angers,fr Ligue 1,32,1987,19.4,1052,41,217,544,374,52,1009,26,39,66.7,26,1,727,3931,1964,874,712,81.5,39,45
446,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,31,1988,29.2,1748,98,460,1131,222,12,1671,32,44,72.7,33,2,1047,3896,1719,1053,995,94.5,10,28
447,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Sampdoria,it Serie A,26,1993,7.4,369,4,31,173,202,28,333,15,25,60,15,2,283,1615,898,364,264,72.5,22,28
448,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Parma,it Serie A,26,1993,6.5,292,4,36,145,143,27,268,13,22,59.1,14,0,225,1361,734,266,206,77.4,14,13
449,Francesco Caputo\Francesco-Caputo,it ITA,FW,Sassuolo,it Serie A,31,1987,32.6,1087,9,60,526,554,201,1007,23,41,56.1,26,3,735,3073,1552,1353,864,63.9,65,37
450,Maxence Caqueret\Maxence-Caqueret,fr FRA,MF,Lyon,fr Ligue 1,19,2000,6.3,468,6,78,305,112,10,467,6,14,42.9,6,0,348,1299,595,377,352,93.4,11,8
451,Andrea Carboni\Andrea-Carboni,it ITA,DFMF,Cagliari,it Serie A,18,2001,4.1,207,42,114,98,9,1,192,0,0,,0,0,106,838,573,127,122,96.1,0,1
452,Irvin Cardona\Irvin-Cardona,fr FRA,FWMF,Brest,fr Ligue 1,21,1997,16.1,666,15,77,286,348,87,653,12,37,32.4,12,1,459,2436,1446,741,504,68,48,31
453,Marc Cardona\Marc-Cardona,es ESP,FW,Osasuna,es La Liga,24,1995,7.8,270,4,16,145,125,31,250,10,17,58.8,11,0,186,1037,607,364,201,55.2,22,21
454,Diego Carlos\Diego-Carlos,br BRA,DF,Sevilla,es La Liga,26,1993,34.8,2226,392,1276,970,54,28,2166,8,9,88.9,8,0,1402,5579,2129,1501,1479,98.5,4,4
455,Lionel Carole\Lionel-Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,14.1,918,40,271,499,230,11,800,16,24,66.7,16,0,595,3510,2072,640,595,93,12,10
456,Yannick Carrasco\Yannick-Carrasco,be BEL,MFFW,Atlético Madrid,es La Liga,25,1993,7,353,4,56,152,172,27,324,18,33,54.5,20,1,259,1315,843,319,226,70.8,17,30
457,Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,es La Liga,30,1988,9.4,617,85,313,301,30,9,598,3,3,100,3,0,432,2139,1086,451,448,99.3,3,0
458,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Leganés,es La Liga,28,1991,13.5,492,15,26,248,226,61,484,5,8,62.5,5,0,193,679,164,593,354,59.7,42,11
459,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,eng Premier League,30,1989,7,320,26,44,148,137,31,315,5,8,62.5,6,1,156,531,171,404,232,57.4,28,19
460,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,27,1992,30.4,2739,111,758,1279,868,75,2428,30,57,52.6,32,2,1706,8073,4714,1976,1865,94.4,28,27
461,Matis Carvalho\Matis-Carvalho,pt POR,GK,Montpellier,fr Ligue 1,20,1999,0.8,31,30,31,0,0,0,18,0,0,,0,0,11,90,30,7,7,100,0,0
462,William Carvalho\William-Carvalho,pt POR,MF,Betis,es La Liga,27,1992,9.9,702,26,156,486,113,6,686,15,17,88.2,15,1,506,2266,1120,579,551,95.2,7,7
463,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,27,1992,34.3,2615,141,694,1662,371,38,2571,23,33,69.7,23,1,1530,5838,3223,1829,1734,94.8,14,24
464,Moreto Cassamã\Moreto-Cassama,gw GNB,MF,Reims,fr Ligue 1,21,1998,6.6,570,16,164,357,84,1,538,15,18,83.3,16,1,454,2078,887,430,422,98.1,6,7
465,Francesco Cassata\Francesco-Cassata,it ITA,MF,Genoa,it Serie A,22,1997,16.2,822,30,207,408,265,22,798,20,40,50,23,2,618,3196,1733,676,581,85.9,17,26
