Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt
528,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,25,1993,33.7,2,21,7,33.3,0.62,0.21,0.1,0.29,0,0,0
529,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,29,1988,12.4,2,16,10,62.5,1.29,0.81,0.13,0.2,0,0,0
530,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,27,1990,6.9,1,20,6,30,2.9,0.87,0.05,0.17,0,0,0
531,Filippo Costa\Filippo-Costa,it ITA,MFDF,SPAL,it Serie A,23,1995,6.3,0,6,0,0,0.96,0,0,,1,0,0
532,Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,eng Premier League,24,1994,14.9,1,25,7,28,1.68,0.47,0.04,0.14,0,0,0
533,Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,1,13,2,15.4,0.78,0.12,0.08,0.5,0,0,0
534,Nuno da Costa\Nuno-da-Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,22.8,8,45,17,37.8,1.97,0.75,0.16,0.41,0,1,1
535,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,13,0,2,2,100,0.15,0.15,0,0,0,0,0
536,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37,0,0,0,,0,0,,,0,0,0
537,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,1991,19.5,8,50,16,32,2.57,0.82,0.14,0.44,0,1,1
538,Senou Coulibaly\Senou-Coulibaly,ml MLI,DFMF,Dijon,fr Ligue 1,23,1994,4.6,1,2,1,50,0.44,0.22,0.5,1,0,0,0
539,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,26,1992,27,0,1,0,0,0.04,0,0,,0,0,0
540,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Barcelona,es La Liga,26,1992,22.4,5,67,31,46.3,2.99,1.38,0.07,0.16,3,0,0
541,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,10.9,0,0,0,,0,0,,,0,0,0
542,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,24,1994,38,0,0,0,,0,0,,,0,0,0
543,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,28,1989,17.7,0,11,0,0,0.62,0,0,,2,0,0
544,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,31,1986,34.1,2,30,5,16.7,0.88,0.15,0.03,0.2,5,1,1
545,Lorenzo Crisetig\Lorenzo-Crisetig,it ITA,MF,Frosinone,it Serie A,25,1993,5.6,0,0,0,,0,0,,,0,0,0
546,Bryan Cristante\Bryan-Cristante,it ITA,MF,Roma,it Serie A,23,1995,26.9,4,44,11,25,1.63,0.41,0.09,0.36,0,0,0
547,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MFFW,Getafe,es La Liga,24,1993,5,0,1,1,100,0.2,0.2,0,0,0,0,0
548,Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,Caen,fr Ligue 1,23,1995,25.1,6,22,10,45.5,0.88,0.4,0.27,0.6,0,0,0
549,Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,eng Premier League,37,1981,1,0,4,1,25,3.91,0.98,0,0,0,0,0
550,Alessio da Cruz\Alessio-da-Cruz,nl NED,FWMF,Parma,it Serie A,21,1997,1.6,0,1,0,0,0.62,0,0,,0,0,0
551,Juan Cuadrado\Juan-Cuadrado,co COL,MFDF,Juventus,it Serie A,30,1988,13.6,1,16,3,18.8,1.18,0.22,0.06,0.33,0,0,0
552,Cucho\Cucho,co COL,FW,Huesca,es La Liga,19,1999,23.9,4,79,24,30.4,3.31,1,0.03,0.08,3,2,2
553,Marc Cucurella\Marc-Cucurella,es ESP,MFFW,Eibar,es La Liga,20,1998,26.2,1,21,2,9.5,0.8,0.08,0.05,0.5,0,0,0
554,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,34,1984,33.9,0,0,0,,0,0,,,0,0,0
555,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,M'gladbach,de Bundesliga,18,1999,3.1,0,8,1,12.5,2.58,0.32,0,0,1,0,0
556,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,19,1999,9.5,2,34,11,32.4,3.59,1.16,0.06,0.18,0,0,0
557,Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7,0,1,1,100,0.14,0.14,0,0,0,0,0
558,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Milan,it Serie A,20,1998,16.2,3,36,14,38.9,2.22,0.86,0.08,0.21,0,0,0
559,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,23,1995,26.2,4,52,18,34.6,1.98,0.69,0.06,0.17,16,1,2
560,Marco D'Alessandro\Marco-DAlessandro,it ITA,DFMF,Udinese,it Serie A,27,1991,16.6,0,11,2,18.2,0.66,0.12,0,0,0,0,0
561,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,29,1988,28.7,2,17,6,35.3,0.59,0.21,0.12,0.33,0,0,0
562,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,30,1988,31.9,2,14,2,14.3,0.44,0.06,0.14,1,0,0,0
563,Kouadio-Yves Dabila\Kouadio-Yves-Dabila,ci CIV,DF,Lille,fr Ligue 1,21,1997,8.7,0,2,0,0,0.23,0,0,,0,0,0
564,Abdoulaye Dabo\Abdoulaye-Dabo,fr FRA,FW,Nantes,fr Ligue 1,17,2001,1.3,0,0,0,,0,0,,,0,0,0
565,Bryan Dabo\Bryan-Dabo,bf BFA,MFDF,Fiorentina,it Serie A,26,1992,9.2,1,9,4,44.4,0.97,0.43,0.11,0.25,0,0,0
566,Christoph Daferner\Christoph-Daferner,de GER,FW,Freiburg,de Bundesliga,20,1998,0.3,0,0,0,,0,0,,,0,0,0
567,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,19,1998,10.2,0,3,1,33.3,0.29,0.1,0,0,0,0,0
568,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,22,1996,7.7,1,11,2,18.2,1.42,0.26,0.09,0.5,0,0,0
569,Leon Dajaku\Leon-Dajaku,de GER,MFFW,Stuttgart,de Bundesliga,17,2001,0.3,0,0,0,,0,0,,,0,0,0
570,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,34,1984,26.2,3,15,8,53.3,0.57,0.3,0.2,0.38,0,0,0
571,Nicola Dalmonte\Nicola-Dalmonte,it ITA,MFFW,Genoa,it Serie A,20,1997,0.5,0,3,0,0,6.14,0,0,,0,0,0
572,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,eng Premier League,19,1999,11.3,0,15,0,0,1.33,0,0,,0,0,0
573,Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,0,0,0,,0,0,,,0,0,0
574,Vitalie Damașcan\Vitalie-Damascan,md MDA,MF,Torino,it Serie A,19,1999,0,0,0,0,,0,0,,,0,0,0
575,Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,0,1,0,0,3.91,0,0,,0,0,0
576,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,1,13,3,23.1,0.74,0.17,0.08,0.33,0,0,0
577,Danilo\Danilo,br BRA,DF,Manchester City,eng Premier League,27,1991,9,1,14,3,21.4,1.56,0.33,0.07,0.33,0,0,0
578,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,0,6,1,16.7,0.81,0.14,0,0,0,0,0
579,Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,1,9,5,55.6,0.65,0.36,0.11,0.2,0,0,0
580,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,1,17,3,17.6,0.47,0.08,0.06,0.33,0,0,0
581,Palkó Dárdai\Palko-Dardai,de GER,MFFW,Hertha BSC,de Bundesliga,19,1999,1.3,0,2,0,0,1.59,0,0,,0,0,0
582,Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,5,55,16,29.1,1.83,0.53,0.09,0.31,1,0,0
583,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,0,8,3,37.5,1.91,0.72,0,0,0,0,0
584,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,0,1,1,100,0.2,0.2,0,0,0,0,0
585,Alphonso Davies\Alphonso-Davies,ca CAN,FWMF,Bayern Munich,de Bundesliga,17,2000,0.9,1,2,1,50,2.25,1.13,0.5,1,0,0,0
586,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,25,1993,20.5,0,15,1,6.7,0.73,0.05,0,0,0,0,0
587,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,0,7,2,28.6,0.64,0.18,0,0,0,0,0
588,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,0,0,0,,0,0,,,0,0,0
589,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,2,31,11,35.5,2.86,1.02,0.06,0.18,3,0,0
590,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13,1,12,2,16.7,0.92,0.15,0.08,0.5,0,0,0
591,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,0,1,0,0,0.18,0,0,,0,0,0
592,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,it Serie A,24,1994,35.4,9,80,25,31.3,2.26,0.71,0.08,0.24,7,3,6
593,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,it Serie A,35,1983,14.1,1,6,1,16.7,0.43,0.07,0.17,1,0,0,0
594,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,25,1992,19.4,0,6,0,0,0.31,0,0,,0,0,0
595,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,it Serie A,30,1988,26.8,2,28,9,32.1,1.04,0.34,0.07,0.22,0,0,0
596,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,3,17,7,41.2,1.29,0.53,0.18,0.43,0,0,0
597,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,4,15,9,60,0.7,0.42,0.27,0.44,0,0,0
598,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,9,61,28,45.9,2.16,0.99,0.13,0.29,0,1,1
599,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,eng Premier League,35,1982,0.3,0,1,1,100,3.6,3.6,0,0,0,0,0
600,Steven Defour\Steven-Defour,be BEL,MF,Burnley,eng Premier League,30,1988,5,0,0,0,,0,0,,,0,0,0
601,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sampdoria,it Serie A,27,1991,26,11,48,22,45.8,1.85,0.85,0.23,0.5,0,0,0
602,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,22,1995,5,0,7,2,28.6,1.4,0.4,0,0,0,0,0
603,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Parma,it Serie A,22,1995,6.1,0,7,1,14.3,1.16,0.17,0,0,0,0,0
604,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,22,1996,14.9,0,23,7,30.4,1.54,0.47,0,0,0,0,0
605,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,3,33,11,33.3,1.3,0.43,0.09,0.27,1,0,0
606,Moisés Delgado\Moises-Delgado,es ESP,DF,Valladolid,es La Liga,24,1994,3,0,1,0,0,0.33,0,0,,0,0,0
607,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,1,4,1,25,0.35,0.09,0.25,1,0,0,0
608,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,0,1,0,0,0.82,0,0,,0,0,0
609,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,14,112,31,27.7,3.24,0.9,0.1,0.35,5,3,3
610,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,0,4,3,75,0.5,0.37,0,0,0,0,0
611,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,eng Premier League,31,1987,5.7,0,1,0,0,0.17,0,0,,0,0,0
612,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,15,85,36,42.4,3.79,1.61,0.16,0.39,1,1,2
613,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,es La Liga,21,1997,18.5,8,38,16,42.1,2.06,0.87,0.21,0.5,0,0,0
614,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,20,1998,14.1,0,7,2,28.6,0.5,0.14,0,0,0,0,0
615,Merih Demiral\Merih-Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14,2,7,3,42.9,0.5,0.21,0.29,0.67,0,0,0
616,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,1993,22.4,4,57,16,28.1,2.54,0.71,0.07,0.25,5,0,0
617,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,26,1991,22.8,0,9,2,22.2,0.39,0.09,0,0,0,0,0
618,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,2,16,5,31.3,0.52,0.16,0.13,0.4,0,0,0
619,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,eng Premier League,23,1995,16.3,2,16,9,56.3,0.98,0.55,0.13,0.22,0,0,0
620,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Chievo,it Serie A,21,1997,27.4,0,12,3,25,0.44,0.11,0,0,0,0,0
621,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,24,1994,30.4,10,107,38,35.5,3.52,1.25,0.09,0.26,24,0,2
622,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,1988,11.9,0,34,7,20.6,2.87,0.59,0,0,0,0,0
623,Clément Depres\Clement-Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,1994,4.9,4,29,12,41.4,5.92,2.45,0.14,0.33,0,0,0
624,Kiril Despodov\Kiril-Despodov,bg BUL,FWMF,Cagliari,it Serie A,21,1996,1.2,0,0,0,,0,0,,,0,0,0
625,Daniele Dessena\Daniele-Dessena,it ITA,MF,Cagliari,it Serie A,31,1987,3.9,0,6,2,33.3,1.53,0.51,0,0,0,0,0
626,Mattia Destro\Mattia-Destro,it ITA,FWMF,Bologna,it Serie A,27,1991,5.5,4,12,7,58.3,2.19,1.28,0.33,0.57,0,0,0
627,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,eng Premier League,24,1994,23,10,62,23,37.1,2.7,1,0.16,0.43,6,0,0
628,Jacopo Dezi\Jacopo-Dezi,it ITA,MF,Parma,it Serie A,26,1992,1,0,2,1,50,2,1,0,0,0,0,0
629,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWMF,Sassuolo,it Serie A,24,1994,11.9,2,26,11,42.3,2.18,0.92,0.08,0.18,0,0,0
630,Antonio Di Gaudio\Antonio-Di-Gaudio,it ITA,FWMF,Parma,it Serie A,28,1989,7.8,0,14,2,14.3,1.8,0.26,0,0,0,0,0
631,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Empoli,it Serie A,24,1993,37,5,22,8,36.4,0.59,0.22,0.23,0.63,0,0,0
632,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,30,1988,25.8,12,97,32,33,3.76,1.24,0.12,0.38,9,0,0
633,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1989,1.9,0,0,0,,0,0,,,0,0,0
634,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,29,1989,2.7,0,4,1,25,1.47,0.37,0,0,0,0,0
635,Boulaye Dia\Boulaye-Dia,fr FRA,FW,Reims,fr Ligue 1,21,1996,8.3,3,21,9,42.9,2.53,1.08,0.14,0.33,0,0,0
636,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,eng Premier League,22,1995,0.6,0,0,0,,0,0,,,0,0,0
637,Moussa Diaby\Moussa-Diaby,fr FRA,MFFW,Paris S-G,fr Ligue 1,19,1999,12.7,2,25,6,24,1.97,0.47,0.08,0.33,0,0,0
638,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,eng Premier League,22,1996,6.1,0,7,3,42.9,1.14,0.49,0,0,0,0,0
639,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,21,1996,17.6,2,12,4,33.3,0.68,0.23,0.17,0.5,0,0,0
640,Bafodé Diakité\Bafode-Diakite,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,7,1,2,1,50,0.28,0.14,0.5,1,0,0,0
641,Abdou Diallo\Abdou-Diallo,fr FRA,DF,Dortmund,de Bundesliga,22,1996,26.4,1,7,3,42.9,0.26,0.11,0.14,0.33,0,0,0
642,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,5.5,0,0,0,,0,0,,,0,0,0
643,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,1986,5.1,0,5,0,0,0.99,0,0,,0,0,0
644,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,eng Premier League,31,1987,24.1,0,21,3,14.3,0.87,0.12,0,0,0,0,0
645,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,eng Premier League,20,1998,6.8,0,10,3,30,1.48,0.44,0,0,0,0,0
646,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1985,1.8,0,0,0,,0,0,,,0,0,0
647,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,it Serie A,21,1997,7.3,0,9,1,11.1,1.23,0.14,0,0,0,0,0
648,Brahim Díaz\Brahim-Diaz,es ESP,FW,Real Madrid,es La Liga,18,1999,4.2,1,7,5,71.4,1.68,1.2,0.14,0.2,0,0,0
649,Javier Díaz\Javier-Diaz,es ESP,GK,Sevilla,es La Liga,21,1997,1,0,0,0,,0,0,,,0,0,0
650,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,32.7,1,11,2,18.2,0.34,0.06,0.09,0.5,0,0,0
651,Lorenzo Dickmann\Lorenzo-Dickmann,it ITA,DFMF,SPAL,it Serie A,21,1996,1.9,0,1,0,0,0.51,0,0,,0,0,0
652,Daniel Didavi\Daniel-Didavi,de GER,MFFW,Stuttgart,de Bundesliga,28,1990,10.6,2,22,10,45.5,2.07,0.94,0.09,0.2,2,0,0
653,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,23.4,1,24,2,8.3,1.03,0.09,0.04,0.5,1,0,0
654,Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Huesca,es La Liga,22,1996,8.3,0,1,1,100,0.12,0.12,0,0,0,0,0
655,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,eng Premier League,24,1994,16.7,3,9,3,33.3,0.54,0.18,0.33,1,0,0,0
656,Tim Dierßen\Tim-Dierssen,de GER,FW,Hannover 96,de Bundesliga,22,1996,0.2,0,0,0,,0,0,,,0,0,0
657,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,eng Premier League,25,1993,32.9,4,34,10,29.4,1.03,0.3,0.12,0.4,11,0,0
658,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,27,1991,37.6,4,32,8,25,0.85,0.21,0.13,0.5,1,0,0
659,Mitchell Dijks\Mitchell-Dijks,nl NED,DFMF,Bologna,it Serie A,25,1993,22.5,1,9,4,44.4,0.4,0.18,0.11,0.25,0,0,0
660,Javairô Dilrosun\Javairo-Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,20,1998,10,2,10,5,50,1,0.5,0.2,0.4,0,0,0
661,Federico Dimarco\Federico-Dimarco,it ITA,DF,Parma,it Serie A,20,1997,9.9,1,11,2,18.2,1.11,0.2,0.09,0.5,0,0,0
662,Stole Dimitrievski\Stole-Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21,0,0,0,,0,0,,,0,0,0
663,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,27,1991,14.9,1,8,4,50,0.54,0.27,0.13,0.25,0,0,0
664,Ismaël Diomandé\Ismael-Diomande,ci CIV,MFDF,Caen,fr Ligue 1,25,1992,14.4,0,9,1,11.1,0.63,0.07,0,0,0,0,0
665,Federico Dionisi\Federico-Dionisi,it ITA,FW,Frosinone,it Serie A,31,1987,2.3,1,11,3,27.3,4.85,1.32,0.09,0.33,0,0,0
666,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,17.7,5,38,16,42.1,2.15,0.91,0.13,0.31,0,0,0
667,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33,1,14,4,28.6,0.42,0.12,0.07,0.25,0,0,0
668,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,32,1986,26.1,1,36,6,16.7,1.38,0.23,0.03,0.17,0,0,0
669,Sofiane Diop\Sofiane-Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,8.2,0,11,2,18.2,1.34,0.24,0,0,0,0,0
670,Assane Dioussé\Assane-Diousse,sn SEN,MF,Chievo,it Serie A,20,1997,9.9,0,7,2,28.6,0.71,0.2,0,0,0,0,0
671,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,2.4,0,2,0,0,0.83,0,0,,0,0,0
672,Axel Disasi\Axel-Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,1.8,0,2,0,0,1.13,0,0,,0,0,0
673,Djené\Djene,tg TOG,DF,Getafe,es La Liga,26,1991,33.1,0,12,1,8.3,0.36,0.03,0,0,0,0,0
674,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Torino,it Serie A,25,1992,15.4,0,2,1,50,0.13,0.06,0,0,0,0,0
675,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1,0,0,0,,0,0,,,0,0,0
676,Alexander Djiku\Alexander-Djiku,fr FRA,DF,Caen,fr Ligue 1,23,1994,30.6,1,6,1,16.7,0.2,0.03,0.17,1,0,0,0
677,Papy Djilobodji\Papy-Djilobodji,sn SEN,DFFW,Guingamp,fr Ligue 1,29,1988,1.9,0,3,0,0,1.54,0,0,,0,0,0
678,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,1,9,3,33.3,0.45,0.15,0.11,0.33,0,0,0
679,Johan Djourou\Johan-Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,0,1,1,100,0.32,0.32,0,0,0,0,0
680,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,26,1992,24,0,0,0,,0,0,,,0,0,0
681,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,eng Premier League,26,1992,34.9,4,43,17,39.5,1.23,0.49,0.09,0.24,0,0,0
682,Keagan Dolly\Keagan-Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,1,0,1,0,0,1.02,0,0,,0,0,0
683,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,27,1990,4,0,0,0,,0,0,,,0,0,0
684,Giulio Donati\Giulio-Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,6.9,0,1,0,0,0.14,0,0,,0,0,0
685,Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,27,1991,9.9,4,22,7,31.8,2.22,0.71,0.18,0.57,0,0,0
686,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,21,1996,10.7,5,30,12,40,2.81,1.12,0.17,0.42,0,0,0
687,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,34.3,0,0,0,,0,0,,,0,0,0
688,Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,1.7,0,2,0,0,1.18,0,0,,0,0,0
689,Riccardo Doratiotto\Riccardo-Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,0.9,0,0,0,,0,0,,,0,0,0
690,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,11.8,1,10,3,30,0.84,0.25,0.1,0.33,1,0,0
691,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,FWMF,Toulouse,fr Ligue 1,30,1988,27.4,4,22,9,40.9,0.8,0.33,0.18,0.44,0,0,0
692,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,25,1993,34,5,52,16,30.8,1.53,0.47,0.1,0.31,0,0,0
693,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,25,1992,3.5,0,1,1,100,0.28,0.28,0,0,0,0,0
694,Moussa Doumbia\Moussa-Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,23,1994,17.8,3,33,15,45.5,1.86,0.84,0.09,0.2,1,0,0
695,Seydou Doumbia\Seydou-Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,6,2,15,9,60,2.5,1.5,0.13,0.22,0,0,0
696,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,6.7,0,0,0,,0,0,,,0,0,0
697,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,27,1991,14.8,2,5,2,40,0.34,0.13,0.4,1,0,0,0
698,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,20,1997,2.5,0,0,0,,0,0,,,0,0,0
699,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Empoli,it Serie A,20,1997,14,0,0,0,,0,0,,,0,0,0
700,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,24,1993,22.7,3,32,16,50,1.41,0.7,0.09,0.19,1,0,0
701,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,eng Premier League,19,1998,0,0,0,0,,0,0,,,0,0,0
